col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Kendra Brooks,Sherrie Cohen,Nicolas O'Rourke,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Daniel D Mccaffery,7,"1,148",47,19,1,"1,083","1,080","1,066","1,048","1,022",120,86,63,52,34,117,74,76,22,12,9,4,4,All
Amanda Green-Hawkins,,15,16,13,0,"1,096","1,059","1,081","1,064","1,042",77,43,22,23,12,120,70,68,21,15,11,8,4,All
Megan Mccarthy King,,,5,221,0,27,46,25,34,22,229,227,222,222,203,18,19,11,6,10,6,6,1,All
Christylee Peck,,,,4,0,17,25,13,29,16,209,205,205,208,192,10,14,7,8,9,4,5,2,All
Write-In,,,,,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,,,,3,"1,046","1,094","1,052","1,053",46,19,10,8,4,87,40,54,11,9,5,1,0,All
Allan Domb,,,,,,,2,"1,058","1,058","1,015",90,41,29,27,20,49,49,19,8,6,3,4,1,All
Derek S Green,,,,,,,,2,"1,046","1,040",55,28,9,11,4,74,33,41,9,7,5,2,0,All
Helen Gym,,,,,,,,,2,"1,028",57,33,16,17,11,79,49,38,10,6,5,2,1,All
Katherine Gilmore Richardson,,,,,,,,,,1,18,18,16,10,7,63,22,37,5,2,3,1,0,All
David Oh,,,,,,,,,,,27,273,241,238,217,21,37,15,6,5,5,1,1,All
Al Taubenberger,,,,,,,,,,,,2,249,239,226,11,23,8,3,4,3,3,0,All
Bill Heeney,,,,,,,,,,,,,3,236,225,5,20,4,3,5,1,5,2,All
Matt Wolfe,,,,,,,,,,,,,,5,221,6,14,5,4,7,1,3,2,All
Dan Tinney,,,,,,,,,,,,,,,0,5,5,2,4,4,0,3,0,All
Kendra Brooks,,,,,,,,,,,,,,,,1,33,80,10,4,4,5,3,All
Sherrie Cohen,,,,,,,,,,,,,,,,,0,19,12,4,5,9,3,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,,,0,10,3,4,3,2,All
Joe Cox,,,,,,,,,,,,,,,,,,,0,4,13,4,4,All
Maj Toure,,,,,,,,,,,,,,,,,,,,3,2,4,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,0,1,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,317","1,283",311,265,1,"1,191","1,184","1,169","1,160","1,113",404,329,307,291,252,166,122,100,36,28,20,16,6,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Derek S Green,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,Helen Gym,David Oh,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,Sherrie Cohen,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,1
Daniel D Mccaffery,0,66,2,0,0,62,65,62,59,59,8,3,2,1,0,4,2,2,1,1,0,0,0,1
Amanda Green-Hawkins,,0,0,1,0,65,65,60,60,61,6,2,2,0,1,1,2,2,1,1,0,0,0,1
Megan Mccarthy King,,,1,9,0,0,0,1,0,0,11,10,11,10,9,2,0,0,0,0,0,0,0,1
Christylee Peck,,,,0,0,1,1,0,1,1,9,9,9,8,9,1,0,0,0,0,0,0,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Derek S Green,,,,,,0,67,61,60,61,6,2,1,0,0,1,1,2,1,0,0,0,0,1
Isaiah Thomas,,,,,,,0,61,61,62,4,0,0,0,0,2,1,2,1,0,0,0,0,1
Allan Domb,,,,,,,,1,58,60,7,1,3,1,0,4,1,0,1,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,0,59,2,0,2,0,1,2,1,1,0,0,0,0,0,1
Helen Gym,,,,,,,,,,0,4,0,1,0,0,1,0,1,0,0,0,0,0,1
David Oh,,,,,,,,,,,0,13,12,9,9,3,1,1,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,0,11,9,10,1,0,0,0,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,,0,11,11,2,0,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,0,9,1,0,0,0,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,1
Kendra Brooks,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,75,73,13,10,0,70,70,67,64,63,20,15,15,11,11,6,3,2,1,1,0,0,0,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Allan Domb,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Helen Gym,David Oh,Kendra Brooks,Bill Heeney,Matt Wolfe,Al Taubenberger,Dan Tinney,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,2
Amanda Green-Hawkins,0,68,2,1,0,65,66,64,62,60,5,11,2,2,1,1,5,3,0,1,0,0,0,2
Daniel D Mccaffery,,0,2,1,0,65,60,61,60,58,5,9,2,3,2,3,4,2,1,1,0,0,0,2
Megan Mccarthy King,,,0,5,0,5,4,4,3,4,4,0,3,5,3,3,0,0,0,0,0,0,0,2
Christylee Peck,,,,0,0,2,1,2,0,1,5,0,4,5,3,3,0,0,1,0,0,0,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Allan Domb,,,,,,0,63,66,61,63,6,4,2,3,2,2,2,1,1,0,0,0,0,2
Isaiah Thomas,,,,,,,0,64,64,60,2,7,1,1,1,0,4,1,0,1,0,0,0,2
Derek S Green,,,,,,,,0,61,61,4,5,2,1,3,0,4,1,0,0,0,0,0,2
Katherine Gilmore Richardson,,,,,,,,,0,59,0,5,0,0,0,0,3,0,0,1,0,0,0,2
Helen Gym,,,,,,,,,,0,3,2,0,1,0,0,1,1,0,0,0,0,0,2
David Oh,,,,,,,,,,,0,1,5,7,6,5,0,0,1,0,0,0,0,2
Kendra Brooks,,,,,,,,,,,,0,0,1,0,0,5,0,0,1,0,0,0,2
Bill Heeney,,,,,,,,,,,,,1,3,4,3,0,0,0,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,0,3,5,0,0,1,0,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,2
Dan Tinney,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,2
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Joe Cox,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,79,75,11,7,0,74,70,69,65,64,12,12,8,8,6,5,5,3,1,1,0,0,0,2
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,3
