col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Mayor,,,District Council 4th District,,,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,All
Jim Kenney,115,0,0,"3,424",80,14,0,All
Billy Ciancaglini,,37,0,40,10,4,1,All
Write-In,,,1,4,3,1,0,All
Curtis Jones Jr,,,,49,0,0,0,All
Karla Cruel,,,,,13,0,0,All
Matt Baltsar,,,,,,3,0,All
Write-In,,,,,,,0,All
Total,"3,633",92,9,"3,517",106,22,1,All
,Mayor,,,District Council 4th District,,,,1
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,1
Jim Kenney,10,0,0,146,2,0,0,1
Billy Ciancaglini,,3,0,1,1,0,0,1
Write-In,,,0,0,0,0,0,1
Curtis Jones Jr,,,,1,0,0,0,1
Karla Cruel,,,,,0,0,0,1
Matt Baltsar,,,,,,0,0,1
Write-In,,,,,,,0,1
Total,158,5,0,148,3,0,0,1
,Mayor,,,District Council 4th District,,,,2
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,2
Jim Kenney,2,0,0,175,4,0,0,2
Billy Ciancaglini,,1,0,2,0,0,0,2
Write-In,,,0,0,0,0,0,2
Curtis Jones Jr,,,,2,0,0,0,2
Karla Cruel,,,,,0,0,0,2
Matt Baltsar,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,181,3,0,179,4,0,0,2
,Mayor,,,District Council 4th District,,,,3
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,3
Jim Kenney,4,0,0,187,3,0,0,3
Billy Ciancaglini,,6,0,2,1,0,0,3
Write-In,,,0,0,0,0,0,3
Curtis Jones Jr,,,,2,0,0,0,3
Karla Cruel,,,,,0,0,0,3
Matt Baltsar,,,,,,0,0,3
Write-In,,,,,,,0,3
Total,194,9,0,191,4,0,0,3
,Mayor,,,District Council 4th District,,,,4
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,4
Jim Kenney,2,0,0,95,6,0,0,4
Billy Ciancaglini,,1,0,2,0,0,0,4
Write-In,,,0,0,0,0,0,4
Curtis Jones Jr,,,,1,0,0,0,4
Karla Cruel,,,,,0,0,0,4
Matt Baltsar,,,,,,1,0,4
Write-In,,,,,,,0,4
Total,103,3,0,98,6,1,0,4
,Mayor,,,District Council 4th District,,,,5
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,5
Jim Kenney,6,0,0,151,7,5,0,5
Billy Ciancaglini,,1,0,2,2,0,0,5
Write-In,,,0,0,0,0,0,5
Curtis Jones Jr,,,,2,0,0,0,5
Karla Cruel,,,,,3,0,0,5
Matt Baltsar,,,,,,0,0,5
Write-In,,,,,,,0,5
Total,169,5,0,155,12,5,0,5
,District Council 4th District,,,,Mayor,,,6
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,6
Curtis Jones Jr,4,0,0,0,164,3,1,6
Karla Cruel,,1,0,0,3,1,0,6
Matt Baltsar,,,0,0,1,0,0,6
Write-In,,,,0,0,0,0,6
Jim Kenney,,,,,3,0,0,6
Billy Ciancaglini,,,,,,0,0,6
Write-In,,,,,,,0,6
Total,172,5,1,0,171,4,1,6
,Mayor,,,District Council 4th District,,,,7
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Matt Baltsar,Karla Cruel,Write-In,7
Jim Kenney,6,0,0,195,2,1,0,7
Billy Ciancaglini,,3,0,1,1,0,0,7
Write-In,,,0,1,0,0,0,7
Curtis Jones Jr,,,,0,0,0,0,7
Matt Baltsar,,,,,0,0,0,7
Karla Cruel,,,,,,0,0,7
Write-In,,,,,,,0,7
Total,204,5,1,197,3,1,0,7
,District Council 4th District,,,,Mayor,,,8
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,8
Curtis Jones Jr,4,0,0,0,203,1,0,8
Karla Cruel,,1,0,0,2,0,0,8
Matt Baltsar,,,0,0,0,0,0,8
Write-In,,,,0,0,0,0,8
Jim Kenney,,,,,1,0,0,8
Billy Ciancaglini,,,,,,0,0,8
Write-In,,,,,,,0,8
Total,208,3,0,0,206,1,0,8
,Mayor,,,District Council 4th District,,,,9
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,9
Jim Kenney,8,0,0,185,4,0,0,9
Billy Ciancaglini,,2,0,0,0,1,0,9
Write-In,,,0,0,0,1,0,9
Curtis Jones Jr,,,,2,0,0,0,9
Karla Cruel,,,,,1,0,0,9
Matt Baltsar,,,,,,0,0,9
Write-In,,,,,,,0,9
Total,197,3,1,187,5,2,0,9
,Mayor,,,District Council 4th District,,,,10
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,10
Jim Kenney,3,0,0,159,3,0,0,10
Billy Ciancaglini,,2,0,2,0,0,0,10
Write-In,,,0,0,1,0,0,10
Curtis Jones Jr,,,,1,0,0,0,10
Karla Cruel,,,,,2,0,0,10
Matt Baltsar,,,,,,0,0,10
Write-In,,,,,,,0,10
Total,165,4,1,162,6,0,0,10
,Mayor,,,District Council 4th District,,,,11
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,11
Jim Kenney,8,0,0,183,7,2,0,11
Billy Ciancaglini,,3,0,1,0,0,0,11
Write-In,,,0,0,0,0,0,11
Curtis Jones Jr,,,,3,0,0,0,11
Karla Cruel,,,,,1,0,0,11
Matt Baltsar,,,,,,0,0,11
Write-In,,,,,,,0,11
Total,200,4,0,187,8,2,0,11
,Mayor,,,District Council 4th District,,,,12
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,12
Jim Kenney,8,0,0,124,2,1,0,12
Billy Ciancaglini,,0,0,2,1,0,0,12
Write-In,,,0,0,0,0,0,12
Curtis Jones Jr,,,,3,0,0,0,12
Karla Cruel,,,,,0,0,0,12
Matt Baltsar,,,,,,0,0,12
Write-In,,,,,,,0,12
Total,135,3,0,129,3,1,0,12
,Mayor,,,District Council 4th District,,,,13
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,13
Jim Kenney,10,0,0,172,4,0,0,13
Billy Ciancaglini,,3,0,3,0,1,0,13
Write-In,,,0,0,0,0,0,13
Curtis Jones Jr,,,,4,0,0,0,13
Karla Cruel,,,,,0,0,0,13
Matt Baltsar,,,,,,0,0,13
Write-In,,,,,,,0,13
Total,186,7,0,179,4,1,0,13
,Mayor,,,District Council 4th District,,,,14
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,14
Jim Kenney,3,0,0,141,2,0,0,14
Billy Ciancaglini,,2,0,2,0,1,0,14
Write-In,,,0,0,0,0,0,14
Curtis Jones Jr,,,,1,0,0,0,14
Karla Cruel,,,,,0,0,0,14
Matt Baltsar,,,,,,0,0,14
Write-In,,,,,,,0,14
Total,146,5,0,144,2,1,0,14
,Mayor,,,District Council 4th District,,,,15
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,15
Jim Kenney,12,0,0,161,6,1,0,15
Billy Ciancaglini,,1,0,5,0,0,0,15
Write-In,,,0,1,0,0,0,15
Curtis Jones Jr,,,,1,0,0,0,15
Karla Cruel,,,,,2,0,0,15
Matt Baltsar,,,,,,0,0,15
Write-In,,,,,,,0,15
Total,180,6,1,168,8,1,0,15
,Mayor,,,District Council 4th District,,,,16
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,16
Jim Kenney,3,0,0,147,6,1,0,16
Billy Ciancaglini,,0,0,4,2,0,0,16
Write-In,,,0,0,1,0,0,16
Curtis Jones Jr,,,,4,0,0,0,16
Karla Cruel,,,,,2,0,0,16
Matt Baltsar,,,,,,1,0,16
Write-In,,,,,,,0,16
Total,157,6,1,155,11,2,0,16
,Mayor,,,District Council 4th District,,,,17
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,17
Jim Kenney,4,0,0,183,9,0,0,17
Billy Ciancaglini,,1,0,2,2,0,0,17
Write-In,,,0,1,0,0,0,17
Curtis Jones Jr,,,,2,0,0,0,17
Karla Cruel,,,,,0,0,0,17
Matt Baltsar,,,,,,1,0,17
Write-In,,,,,,,0,17
Total,196,5,1,188,11,1,0,17
,Mayor,,,District Council 4th District,,,,18
,Jim Kenney,Billy Ciancaglini,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,18
Jim Kenney,6,0,0,172,6,0,0,18
Billy Ciancaglini,,2,0,1,0,0,0,18
Write-In,,,1,0,1,0,0,18
