col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,District Council 5th District,,Council At Large,,,,,,,,,,,,,,,,,,All
,Darrell L Clarke,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Joe Cox,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Darrell L Clarke,8,0,"1,118","1,155","1,107","1,096","1,030",263,207,30,15,11,9,6,30,21,21,10,6,4,All
Write-In,,0,3,3,3,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,All
Helen Gym,,,0,"1,070","1,047","1,033","1,007",240,204,14,6,1,3,2,19,21,13,6,3,1,All
Isaiah Thomas,,,,5,"1,082","1,076","1,011",175,132,20,12,6,5,4,9,16,12,5,3,3,All
Katherine Gilmore Richardson,,,,,4,"1,053",985,152,119,6,10,2,3,2,16,12,10,5,2,0,All
Derek S Green,,,,,,3,989,136,95,14,7,1,2,1,15,12,13,6,1,3,All
Allan Domb,,,,,,,2,78,50,16,5,4,0,2,4,3,4,1,2,1,All
Kendra Brooks,,,,,,,,1,331,17,2,2,1,0,24,27,13,6,3,2,All
Nicolas O'Rourke,,,,,,,,,0,8,0,0,2,1,18,17,9,2,1,1,All
David Oh,,,,,,,,,,0,38,38,36,33,4,4,4,1,2,0,All
Al Taubenberger,,,,,,,,,,,1,39,38,35,1,0,4,1,1,0,All
Bill Heeney,,,,,,,,,,,,0,36,35,2,0,4,1,1,0,All
Matt Wolfe,,,,,,,,,,,,,0,35,2,0,4,1,0,0,All
Dan Tinney,,,,,,,,,,,,,,1,1,0,1,0,0,0,All
Joe Cox,,,,,,,,,,,,,,,1,6,5,5,3,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,0,3,0,0,0,All
Maj Toure,,,,,,,,,,,,,,,,,1,2,1,1,All
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,317",4,"1,236","1,203","1,150","1,136","1,067",402,337,72,52,44,42,40,39,34,29,11,7,4,All
,Council At Large,,,,,,,,,,,,,,,,,,District Council 5th District,,1
,Kendra Brooks,Nicolas O'Rourke,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,David Oh,Sherrie Cohen,Maj Toure,Al Taubenberger,Dan Tinney,Joe Cox,Matt Wolfe,Bill Heeney,Write-In,Clarc King,Steve Cherniavsky,Darrell L Clarke,Write-In,1
Kendra Brooks,0,81,50,28,23,19,13,7,4,2,0,0,2,1,0,1,0,0,50,0,1
