col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,District Council 1st District,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Mark F Squilla,Daniel Orsino,Write-In,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Mark F Squilla,"2,865",0,0,"22,505","22,055","21,846","21,350","20,866","20,423","19,228",55,All
Daniel Orsino,,"4,326",0,961,939,901,888,814,806,679,45,All
Write-In,,,6,37,28,26,28,24,21,19,30,All
Tiffany Palmer,,,,76,"23,153","22,946","22,225","21,879","21,417","20,132",43,All
Anthony Kyriakakis,,,,,43,"22,427","22,346","21,455","21,396","19,655",34,All
Jennifer Schultz,,,,,,61,"21,606","21,756","21,438","20,073",33,All
James C Crumlish,,,,,,,32,"21,285","21,319","19,571",30,All
Carmella Jacquinto,,,,,,,,42,"21,140","19,915",23,All
Joshua Roberts,,,,,,,,,31,"19,520",27,All
Crystal B Powell,,,,,,,,,,27,18,All
Write-In,,,,,,,,,,,6,All
Total,"26,819","5,578",55,"24,564","23,976","23,737","23,029","22,434","21,920","20,533",139,All
