col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Superior Court,,,,,City Commissioners,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,All
Daniel D Mccaffery,"3,798","199,626","6,993","3,112",12,"200,700","197,529","13,116",399,All
Amanda Green-Hawkins,,"2,464","2,021","1,821",15,"197,168","197,701","6,786",378,All
Megan Mccarthy King,,,837,"35,573",3,"9,330","4,742","39,578",89,All
Christylee Peck,,,,401,3,"6,443","3,122","36,292",89,All
Write-In,,,,,9,22,29,9,16,All
Lisa Deeley,,,,,,"1,178","198,929","10,209",28,All
Omar Sabir,,,,,,,"1,480","3,842",67,All
Al Schmidt,,,,,,,,"2,520",90,All
Write-In,,,,,,,,,15,All
Total,"226,716","218,854","47,454","41,541",109,"222,111","216,454","53,709",563,All
