col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Allan Domb,Bill Heeney,Al Taubenberger,Helen Gym,Dan Tinney,David Oh,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Sherrie Cohen,Joe Cox,Steve Cherniavsky,Clarc King,Write-In,All
Jennifer Schultz,3,"2,020","1,988","1,993","1,992","1,985","1,971",3,"1,718",294,346,"1,649",293,374,"1,574","1,577","1,555",193,155,97,36,57,56,30,23,5,All
Tiffany Palmer,,5,"1,987","1,992","1,999","1,968","1,975",0,"1,692",269,317,"1,649",287,342,"1,594","1,590","1,571",189,155,101,38,56,51,27,21,5,All
James C Crumlish,,,2,"2,019","1,968","1,976","1,933",0,"1,717",307,363,"1,629",323,359,"1,567","1,571","1,545",197,145,95,34,49,53,30,23,4,All
Anthony Kyriakakis,,,,2,"1,975","1,983","1,915",3,"1,696",287,341,"1,631",307,349,"1,565","1,579","1,556",197,150,94,37,51,49,28,24,4,All
Carmella Jacquinto,,,,,1,"1,954","1,950",0,"1,677",251,319,"1,626",268,335,"1,577","1,575","1,557",170,147,93,35,52,49,25,20,5,All
Joshua Roberts,,,,,,0,"1,928",0,"1,667",248,304,"1,610",271,322,"1,561","1,566","1,543",172,144,89,35,52,52,27,25,3,All
Crystal B Powell,,,,,,,2,6,"1,650",253,290,"1,591",256,320,"1,556","1,552","1,541",167,134,87,38,54,52,29,25,8,All
Write-In,,,,,,,,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,All
Allan Domb,,,,,,,,,22,242,282,"1,622",245,290,"1,534","1,539","1,518",120,68,47,14,27,16,15,3,0,All
Bill Heeney,,,,,,,,,,61,"1,462",93,"1,507","1,431",60,35,40,"1,388",19,28,28,20,22,21,10,0,All
Al Taubenberger,,,,,,,,,,,28,129,"1,471","1,441",96,82,80,"1,300",19,17,28,27,19,20,5,2,All
Helen Gym,,,,,,,,,,,,4,74,165,"1,543","1,520","1,508",42,102,65,12,44,16,10,8,4,All
Dan Tinney,,,,,,,,,,,,,31,"1,384",85,66,58,"1,342",18,27,30,12,18,17,9,0,All
David Oh,,,,,,,,,,,,,,13,58,77,87,"1,274",46,31,30,27,23,23,11,2,All
Katherine Gilmore Richardson,,,,,,,,,,,,,,,4,"1,522","1,516",41,70,47,16,20,17,5,8,0,All
Derek S Green,,,,,,,,,,,,,,,,0,"1,543",24,73,48,15,11,6,0,6,4,All
Isaiah Thomas,,,,,,,,,,,,,,,,,6,10,60,40,17,11,6,2,10,7,All
Matt Wolfe,,,,,,,,,,,,,,,,,,15,12,19,27,13,15,13,6,0,All
Kendra Brooks,,,,,,,,,,,,,,,,,,,1,109,14,29,35,22,17,2,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,,,,,0,7,13,24,10,7,1,All
