col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Tracey Gordon,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Tracey Gordon,125,0,"2,749","2,712","2,657","2,555","2,553","2,504","2,401",8,All
Write-In,,1,5,3,5,5,3,3,2,16,All
Tiffany Palmer,,,10,"2,771","2,747","2,615","2,605","2,549","2,449",9,All
Jennifer Schultz,,,,13,"2,693","2,568","2,589","2,546","2,436",4,All
Anthony Kyriakakis,,,,,5,"2,606","2,541","2,529","2,386",4,All
James C Crumlish,,,,,,11,"2,531","2,531","2,377",3,All
Carmella Jacquinto,,,,,,,8,"2,524","2,415",3,All
Joshua Roberts,,,,,,,,3,"2,367",4,All
Crystal B Powell,,,,,,,,,4,6,All
Write-In,,,,,,,,,,0,All
Total,"2,977",10,"2,907","2,854","2,790","2,670","2,655","2,591","2,478",24,All
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Tracey Gordon,Write-In,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,1
Tracey Gordon,11,0,223,218,218,206,199,191,173,0,1
Write-In,,0,0,0,0,0,0,0,0,0,1
Tiffany Palmer,,,0,222,220,206,199,192,175,0,1
Anthony Kyriakakis,,,,0,215,206,195,192,173,0,1
Jennifer Schultz,,,,,0,204,197,193,175,0,1
James C Crumlish,,,,,,0,194,192,173,0,1
Carmella Jacquinto,,,,,,,0,191,169,0,1
Joshua Roberts,,,,,,,,0,169,0,1
Crystal B Powell,,,,,,,,,0,0,1
Write-In,,,,,,,,,,0,1
Total,243,0,232,226,224,211,205,194,177,0,1
,Judge Of The Court Of Common Pleas,,,,,,,,Register Of Wills,,2
,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Anthony Kyriakakis,Jennifer Schultz,Tiffany Palmer,Crystal B Powell,Write-In,Tracey Gordon,Write-In,2
Carmella Jacquinto,0,40,40,39,39,39,38,0,40,0,2
James C Crumlish,,0,40,39,39,39,38,0,40,0,2
Joshua Roberts,,,0,39,39,39,38,0,40,0,2
Anthony Kyriakakis,,,,0,39,39,38,0,39,0,2
Jennifer Schultz,,,,,0,39,38,0,39,0,2
Tiffany Palmer,,,,,,0,38,0,39,0,2
Crystal B Powell,,,,,,,0,0,38,0,2
Write-In,,,,,,,,0,0,0,2
Tracey Gordon,,,,,,,,,0,0,2
Write-In,,,,,,,,,,0,2
Total,40,40,40,39,39,39,38,0,40,0,2
,Judge Of The Court Of Common Pleas,,,,,,,,Register Of Wills,,3
,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Tracey Gordon,Write-In,3
Jennifer Schultz,1,164,159,158,157,156,149,2,155,2,3
Tiffany Palmer,,1,161,158,158,158,149,2,156,2,3
Anthony Kyriakakis,,,0,154,157,155,144,1,152,1,3
Carmella Jacquinto,,,,2,155,155,148,1,150,2,3
James C Crumlish,,,,,0,156,145,1,150,1,3
Joshua Roberts,,,,,,0,146,2,151,1,3
Crystal B Powell,,,,,,,0,1,141,1,3
Write-In,,,,,,,,0,1,1,3
Tracey Gordon,,,,,,,,,8,0,3
Write-In,,,,,,,,,,0,3
Total,170,170,161,161,160,160,150,2,169,2,3
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,4
,Tracey Gordon,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,4
Tracey Gordon,13,0,195,194,189,186,181,181,168,2,4
Write-In,,0,1,1,1,1,1,1,1,0,4
Tiffany Palmer,,,1,202,194,190,187,186,172,2,4
Jennifer Schultz,,,,1,192,189,185,185,171,2,4
