col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Tiffany Palmer,Carmella Jacquinto,Jennifer Schultz,Anthony Kyriakakis,Joshua Roberts,Crystal B Powell,James C Crumlish,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,David Oh,Nicolas O'Rourke,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Tiffany Palmer,3,"1,189","1,199","1,191","1,186","1,185","1,179",0,"1,142","1,133","1,118","1,120","1,103",83,25,65,9,9,7,2,13,10,8,3,3,0,All
Carmella Jacquinto,,4,"1,182","1,176","1,184","1,178","1,174",0,"1,130","1,121","1,115","1,113","1,101",73,25,56,8,9,8,3,10,9,9,3,3,0,All
Jennifer Schultz,,,1,"1,188","1,181","1,180","1,176",0,"1,139","1,124","1,112","1,118","1,098",82,27,64,10,9,8,4,11,9,8,3,3,0,All
Anthony Kyriakakis,,,,3,"1,174","1,172","1,176",0,"1,130","1,118","1,110","1,107","1,090",80,21,64,8,9,8,2,7,8,8,3,3,0,All
Joshua Roberts,,,,,0,"1,178","1,177",0,"1,125","1,120","1,112","1,110","1,100",69,24,53,9,9,7,1,10,8,8,3,3,0,All
Crystal B Powell,,,,,,0,"1,170",0,"1,119","1,116","1,103","1,106","1,097",65,26,52,9,9,9,4,8,7,8,1,3,0,All
James C Crumlish,,,,,,,2,0,"1,120","1,110","1,106","1,103","1,089",70,20,55,8,7,7,1,8,7,8,3,3,0,All
Write-In,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Helen Gym,,,,,,,,,2,"1,133","1,119","1,126","1,112",54,10,41,5,3,2,2,9,8,5,2,1,0,All
Isaiah Thomas,,,,,,,,,,1,"1,126","1,122","1,108",43,10,36,3,4,2,0,6,4,3,1,1,0,All
Derek S Green,,,,,,,,,,,3,"1,118","1,104",32,11,25,4,3,0,0,4,3,2,2,1,0,All
Katherine Gilmore Richardson,,,,,,,,,,,,3,"1,103",37,5,28,7,4,1,1,8,5,3,2,1,0,All
Allan Domb,,,,,,,,,,,,,4,12,12,11,6,5,1,1,3,6,2,1,0,0,All
Kendra Brooks,,,,,,,,,,,,,,0,8,71,2,3,2,0,9,6,4,2,2,0,All
David Oh,,,,,,,,,,,,,,,0,3,47,44,45,40,2,2,5,1,1,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,0,1,1,0,0,3,4,3,1,2,0,All
Matt Wolfe,,,,,,,,,,,,,,,,,0,44,45,40,1,2,2,0,0,0,All
Al Taubenberger,,,,,,,,,,,,,,,,,,0,44,39,2,2,2,1,0,0,All
Bill Heeney,,,,,,,,,,,,,,,,,,,0,40,1,1,1,0,0,0,All
