col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,All
Tiffany Palmer,33,"5,703","5,581","5,428","5,284","5,170","4,797",13,"5,205","5,136",474,80,All
Anthony Kyriakakis,,18,"5,460","5,468","5,192","5,172","4,698",11,"5,088","5,033",499,79,All
Jennifer Schultz,,,8,"5,217","5,255","5,173","4,793",9,"5,089","4,968",406,74,All
James C Crumlish,,,,10,"5,144","5,139","4,662",10,"4,922","4,876",460,47,All
Carmella Jacquinto,,,,,9,"5,094","4,755",3,"4,889","4,780",380,41,All
Joshua Roberts,,,,,,2,"4,666",5,"4,788","4,706",382,38,All
Crystal B Powell,,,,,,,2,1,"4,553","4,430",286,32,All
Write-In,,,,,,,,1,8,9,2,0,All
Lisa Deeley,,,,,,,,,68,"5,030",288,1,All
Omar Sabir,,,,,,,,,,34,194,7,All
Al Schmidt,,,,,,,,,,,612,3,All
Write-In,,,,,,,,,,,,3,All
Total,"6,042","5,901","5,751","5,574","5,402","5,270","4,891",40,"5,696","5,532","1,247",95,All
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,1
,Anthony Kyriakakis,Tiffany Palmer,James C Crumlish,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,1
Anthony Kyriakakis,0,255,253,240,236,237,220,0,240,224,30,0,1
Tiffany Palmer,,2,248,239,237,234,221,0,236,224,19,0,1
James C Crumlish,,,0,239,236,237,220,0,232,223,26,0,1
Jennifer Schultz,,,,1,234,233,220,0,226,216,17,0,1
Carmella Jacquinto,,,,,0,233,218,0,225,217,17,0,1
Joshua Roberts,,,,,,0,221,0,225,214,16,0,1
Crystal B Powell,,,,,,,0,0,208,202,13,0,1
Write-In,,,,,,,,0,0,0,0,0,1
Lisa Deeley,,,,,,,,,0,216,18,0,1
Omar Sabir,,,,,,,,,,1,9,0,1
Al Schmidt,,,,,,,,,,,62,0,1
Write-In,,,,,,,,,,,,0,1
Total,270,261,260,246,241,240,223,0,255,234,98,0,1
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,2
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Crystal B Powell,Joshua Roberts,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,2
Tiffany Palmer,1,131,125,125,122,118,118,0,119,120,9,0,2
Jennifer Schultz,,0,120,122,117,116,118,0,117,117,8,0,2
Anthony Kyriakakis,,,0,120,121,111,118,0,113,111,10,0,2
Carmella Jacquinto,,,,0,120,116,118,0,115,113,9,0,2
James C Crumlish,,,,,2,113,118,0,112,112,9,0,2
Crystal B Powell,,,,,,0,112,0,110,114,5,0,2
Joshua Roberts,,,,,,,0,0,111,111,9,0,2
Write-In,,,,,,,,0,0,0,0,0,2
Lisa Deeley,,,,,,,,,2,115,7,0,2
Omar Sabir,,,,,,,,,,0,2,0,2
Al Schmidt,,,,,,,,,,,21,0,2
Write-In,,,,,,,,,,,,0,2
Total,140,134,126,126,125,123,122,0,128,128,33,0,2
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,3
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,3
Lisa Deeley,2,129,10,0,132,129,126,126,123,123,122,0,3
Omar Sabir,,1,1,0,126,124,123,121,120,118,117,0,3
Al Schmidt,,,18,0,11,11,11,11,10,10,8,0,3
Write-In,,,,0,0,0,0,0,0,0,0,0,3
Jennifer Schultz,,,,,0,138,136,134,131,130,127,0,3
Tiffany Palmer,,,,,,1,136,133,133,127,124,0,3
Anthony Kyriakakis,,,,,,,0,133,133,127,124,0,3
Carmella Jacquinto,,,,,,,,0,131,127,125,0,3
James C Crumlish,,,,,,,,,0,127,123,0,3
Joshua Roberts,,,,,,,,,,0,123,0,3
Crystal B Powell,,,,,,,,,,,1,0,3
Write-In,,,,,,,,,,,,0,3
Total,145,137,33,0,144,144,140,136,135,131,129,0,3
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,4
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,4
Tiffany Palmer,1,176,172,156,152,152,147,0,160,158,9,0,4
Jennifer Schultz,,2,169,154,153,155,151,0,161,157,9,0,4
Anthony Kyriakakis,,,0,161,149,151,147,0,157,153,13,0,4
James C Crumlish,,,,0,146,149,145,0,151,147,12,0,4
Carmella Jacquinto,,,,,2,147,143,0,144,141,10,0,4
Joshua Roberts,,,,,,0,147,0,145,142,7,0,4
Crystal B Powell,,,,,,,0,0,142,139,7,0,4
Write-In,,,,,,,,0,0,0,0,0,4
Lisa Deeley,,,,,,,,,2,164,11,0,4
Omar Sabir,,,,,,,,,,1,2,0,4
Al Schmidt,,,,,,,,,,,27,1,4
Write-In,,,,,,,,,,,,0,4
Total,189,186,182,166,158,155,152,7,185,176,48,1,4
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,5
,Tiffany Palmer,Jennifer Schultz,Carmella Jacquinto,Anthony Kyriakakis,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,5
Tiffany Palmer,1,180,170,176,171,163,155,0,167,165,16,1,5
Jennifer Schultz,,0,169,172,169,162,152,0,162,158,15,1,5
Carmella Jacquinto,,,0,164,167,160,151,0,158,153,19,4,5
Anthony Kyriakakis,,,,0,167,161,148,0,158,156,15,1,5
James C Crumlish,,,,,0,162,150,0,158,153,17,1,5
Joshua Roberts,,,,,,0,151,0,151,146,13,1,5
Crystal B Powell,,,,,,,0,0,144,140,13,1,5
Write-In,,,,,,,,0,0,0,0,0,5
Lisa Deeley,,,,,,,,,4,155,12,0,5
Omar Sabir,,,,,,,,,,0,8,3,5
Al Schmidt,,,,,,,,,,,14,0,5
Write-In,,,,,,,,,,,,3,5
Total,191,183,181,179,175,166,156,0,182,173,41,7,5
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,6
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,6
Tiffany Palmer,1,175,174,169,166,159,152,0,165,168,13,2,6
Anthony Kyriakakis,,2,167,170,159,160,145,0,162,163,12,1,6
Jennifer Schultz,,,0,161,162,159,150,0,161,159,7,2,6
James C Crumlish,,,,0,160,158,145,0,154,159,14,2,6
Carmella Jacquinto,,,,,0,158,150,0,154,154,6,2,6
Joshua Roberts,,,,,,0,144,0,152,150,6,2,6
Crystal B Powell,,,,,,,0,0,146,141,6,2,6
Write-In,,,,,,,,0,0,0,0,0,6
Lisa Deeley,,,,,,,,,3,167,6,0,6
Omar Sabir,,,,,,,,,,2,8,1,6
Al Schmidt,,,,,,,,,,,30,0,6
Write-In,,,,,,,,,,,,0,6
Total,193,186,183,176,169,164,157,0,190,186,47,2,6
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,7
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Joshua Roberts,Carmella Jacquinto,Crystal B Powell,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,7
Tiffany Palmer,2,232,223,221,209,207,182,1,204,207,32,3,7
Anthony Kyriakakis,,1,220,220,209,204,178,1,198,201,32,3,7
Jennifer Schultz,,,0,210,212,205,182,1,203,197,32,3,7
James C Crumlish,,,,0,206,203,177,1,192,194,34,0,7
Joshua Roberts,,,,,0,203,178,1,190,187,29,0,7
Carmella Jacquinto,,,,,,0,180,1,188,184,26,0,7
Crystal B Powell,,,,,,,0,0,173,165,17,0,7
Write-In,,,,,,,,0,1,1,0,0,7
Lisa Deeley,,,,,,,,,4,199,18,0,7
Omar Sabir,,,,,,,,,,1,19,0,7
Al Schmidt,,,,,,,,,,,37,0,7
Write-In,,,,,,,,,,,,0,7
Total,247,241,236,228,216,213,184,1,233,226,81,3,7
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,8
,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Carmella Jacquinto,Crystal B Powell,James C Crumlish,Joshua Roberts,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,8
Jennifer Schultz,0,153,144,142,138,135,130,2,145,142,6,0,8
Tiffany Palmer,,2,143,142,136,134,132,2,142,142,6,0,8
Anthony Kyriakakis,,,0,134,128,137,132,0,136,134,5,0,8
Carmella Jacquinto,,,,0,134,133,130,0,135,133,6,0,8
Crystal B Powell,,,,,0,127,122,0,130,130,5,0,8
James C Crumlish,,,,,,0,131,0,132,129,5,0,8
Joshua Roberts,,,,,,,0,0,129,126,4,0,8
Write-In,,,,,,,,0,2,2,0,0,8
Lisa Deeley,,,,,,,,,2,142,3,0,8
Omar Sabir,,,,,,,,,,1,3,0,8
Al Schmidt,,,,,,,,,,,17,0,8
Write-In,,,,,,,,,,,,0,8
Total,159,159,147,146,140,138,132,4,155,154,26,0,8
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,9
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,9
Tiffany Palmer,1,191,190,182,175,173,167,0,174,171,14,1,9
Jennifer Schultz,,1,187,181,174,174,166,0,170,169,14,1,9
Anthony Kyriakakis,,,1,178,178,175,163,0,169,166,13,1,9
Carmella Jacquinto,,,,1,176,176,169,0,169,163,12,0,9
