col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,All
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Derek S Green,Allan Domb,David Oh,Dan Tinney,Al Taubenberger,Bill Heeney,Matt Wolfe,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Rochelle Bilal,11,0,"2,760","2,405","2,177","1,945","1,684","1,851","1,637",258,154,154,88,97,315,148,84,59,56,8,All
Write-In,,0,4,2,2,7,4,3,4,6,6,4,3,4,3,3,3,4,3,3,All
Helen Gym,,,9,"2,352","2,013","1,874","1,626","1,636","1,548",168,55,59,29,30,260,126,55,39,15,5,All
Isaiah Thomas,,,,3,"1,899","1,469","1,308","1,599","1,293",95,43,51,16,12,154,66,34,21,19,2,All
Katherine Gilmore Richardson,,,,,5,"1,137",964,"1,474","1,262",76,70,64,32,33,98,48,35,23,19,3,All
Kendra Brooks,,,,,,4,"2,019",747,504,119,39,30,17,18,276,130,51,35,33,8,All
Nicolas O'Rourke,,,,,,,1,583,363,96,29,24,19,17,213,92,31,27,25,7,All
Derek S Green,,,,,,,,6,"1,246",96,59,63,18,31,88,56,35,25,11,2,All
Allan Domb,,,,,,,,,28,216,114,103,90,82,81,36,28,22,5,4,All
David Oh,,,,,,,,,,20,560,568,567,557,33,16,26,9,11,1,All
Dan Tinney,,,,,,,,,,,7,637,561,552,14,8,12,12,6,2,All
Al Taubenberger,,,,,,,,,,,,12,552,535,11,6,13,9,5,0,All
Bill Heeney,,,,,,,,,,,,,12,588,13,4,12,5,4,4,All
Matt Wolfe,,,,,,,,,,,,,,14,8,9,11,12,3,1,All
Joe Cox,,,,,,,,,,,,,,,4,53,36,31,48,4,All
Sherrie Cohen,,,,,,,,,,,,,,,,0,14,12,12,3,All
Maj Toure,,,,,,,,,,,,,,,,,5,15,10,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,14,0,All
Clarc King,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,435",14,"3,169","2,705","2,376","2,369","2,076","1,996","1,897",904,782,767,723,701,393,177,115,83,68,15,All
,Council At Large,,,,,,,,,,,,,,,,,,Sheriff,,1
,Helen Gym,Kendra Brooks,Isaiah Thomas,Nicolas O'Rourke,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Al Taubenberger,David Oh,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Steve Cherniavsky,Maj Toure,Clarc King,Write-In,Rochelle Bilal,Write-In,1
Helen Gym,1,109,106,99,81,53,53,3,6,2,0,1,10,7,1,0,0,0,110,0,1
Kendra Brooks,,0,91,120,65,39,25,3,7,2,1,1,10,8,0,0,1,0,96,0,1
Isaiah Thomas,,,1,82,78,56,41,1,5,0,2,0,3,7,2,0,0,0,95,0,1
Nicolas O'Rourke,,,,0,59,31,19,3,5,2,2,1,9,5,0,0,0,0,84,0,1
Katherine Gilmore Richardson,,,,,0,44,36,3,3,2,1,1,2,2,1,0,0,0,80,0,1
Derek S Green,,,,,,0,35,2,4,1,1,0,1,2,2,0,0,0,63,0,1
Allan Domb,,,,,,,1,5,7,4,1,0,5,2,2,0,1,0,55,0,1
Al Taubenberger,,,,,,,,0,18,30,19,17,1,0,1,2,0,0,7,1,1
David Oh,,,,,,,,,0,18,18,16,2,2,1,1,1,0,8,1,1
Dan Tinney,,,,,,,,,,0,18,17,1,0,1,2,0,0,5,1,1
Matt Wolfe,,,,,,,,,,,2,19,1,0,0,1,0,0,3,0,1
Bill Heeney,,,,,,,,,,,,0,0,0,0,1,0,0,2,0,1
Sherrie Cohen,,,,,,,,,,,,,0,1,0,0,1,0,10,0,1
Joe Cox,,,,,,,,,,,,,,0,0,0,0,0,8,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,0,1,0,0,2,1,1
Maj Toure,,,,,,,,,,,,,,,,0,0,0,0,1,1
Clarc King,,,,,,,,,,,,,,,,,0,0,1,0,1
Write-In,,,,,,,,,,,,,,,,,,0,1,0,1
Rochelle Bilal,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,0,1
Total,145,133,124,121,96,69,65,32,31,30,25,20,12,9,3,2,1,1,135,1,1
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,2
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Kendra Brooks,Katherine Gilmore Richardson,Nicolas O'Rourke,Derek S Green,Allan Domb,David Oh,Al Taubenberger,Dan Tinney,Bill Heeney,Matt Wolfe,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Maj Toure,Clarc King,Write-In,2
Rochelle Bilal,0,0,154,134,120,116,104,97,73,10,4,5,2,2,19,11,2,4,4,0,2
Write-In,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
Helen Gym,,,0,126,112,110,99,88,73,11,4,3,1,1,14,10,2,5,1,0,2
Isaiah Thomas,,,,0,85,103,80,88,56,4,3,3,1,0,8,3,3,1,2,0,2
Kendra Brooks,,,,,0,68,117,47,26,6,2,2,0,1,16,9,2,2,3,0,2
Katherine Gilmore Richardson,,,,,,1,59,71,54,3,2,3,1,0,4,1,1,1,2,0,2
Nicolas O'Rourke,,,,,,,0,41,18,3,1,0,0,0,12,8,1,1,2,0,2
Derek S Green,,,,,,,,0,55,5,2,3,0,1,5,2,2,2,0,0,2
Allan Domb,,,,,,,,,2,11,5,3,1,3,6,4,3,2,0,0,2
David Oh,,,,,,,,,,0,24,19,20,21,2,0,2,1,0,0,2
Al Taubenberger,,,,,,,,,,,0,21,22,21,0,0,1,0,0,0,2
Dan Tinney,,,,,,,,,,,,0,18,16,1,1,2,2,0,0,2
Bill Heeney,,,,,,,,,,,,,0,20,0,0,1,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,0,0,0,2,0,0,0,2
Joe Cox,,,,,,,,,,,,,,,0,5,2,3,4,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,0,1,2,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,1,2,0,2
Maj Toure,,,,,,,,,,,,,,,,,,0,1,0,2
Clarc King,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,0,2
Total,184,1,173,145,138,124,122,105,87,37,29,27,24,23,22,12,8,6,5,0,2
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,3
,Rochelle Bilal,Write-In,Helen Gym,Kendra Brooks,Nicolas O'Rourke,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,David Oh,Matt Wolfe,Dan Tinney,Al Taubenberger,Bill Heeney,Sherrie Cohen,Joe Cox,Steve Cherniavsky,Clarc King,Maj Toure,Write-In,3
Rochelle Bilal,2,0,163,143,129,136,133,92,74,13,7,10,7,5,13,12,3,2,2,1,3
Write-In,,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,3
Helen Gym,,,0,135,122,131,130,85,66,9,0,3,3,1,11,7,3,0,1,0,3
Kendra Brooks,,,,0,153,102,99,54,33,11,2,3,2,0,12,9,4,2,1,1,3
Nicolas O'Rourke,,,,,0,93,86,40,28,9,2,2,0,0,7,6,3,1,1,1,3
Isaiah Thomas,,,,,,0,114,73,57,3,0,1,2,0,7,7,0,1,0,0,3
Katherine Gilmore Richardson,,,,,,,0,79,50,4,0,1,2,0,5,6,0,1,1,0,3
Derek S Green,,,,,,,,0,52,1,1,0,3,0,5,4,1,1,1,0,3
Allan Domb,,,,,,,,,5,9,2,5,2,2,0,0,1,0,2,0,3
David Oh,,,,,,,,,,3,56,54,52,51,2,0,0,0,1,0,3
Matt Wolfe,,,,,,,,,,,7,53,51,55,1,0,0,0,1,0,3
Dan Tinney,,,,,,,,,,,,0,54,52,2,0,0,0,0,0,3
Al Taubenberger,,,,,,,,,,,,,0,50,2,0,0,0,0,0,3
Bill Heeney,,,,,,,,,,,,,,0,1,0,0,0,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,0,4,1,1,0,1,3
Joe Cox,,,,,,,,,,,,,,,,0,2,3,1,1,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,1,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,0,1,0,3
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,0,3
Total,204,1,186,174,155,151,147,102,85,72,71,63,60,56,16,14,5,3,3,1,3
,Council At Large,,,,,,,,,,,,,,,,,,Sheriff,,4
,Helen Gym,Isaiah Thomas,Kendra Brooks,Katherine Gilmore Richardson,Nicolas O'Rourke,Allan Domb,Derek S Green,David Oh,Dan Tinney,Matt Wolfe,Al Taubenberger,Bill Heeney,Joe Cox,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,Rochelle Bilal,Write-In,4
Helen Gym,0,121,100,92,86,66,65,6,5,3,1,0,11,4,7,4,0,0,122,1,4
Isaiah Thomas,,0,86,83,74,55,64,4,3,2,2,0,6,4,4,1,0,0,106,1,4
Kendra Brooks,,,0,57,100,25,29,6,4,1,3,0,10,4,6,4,1,0,89,0,4
Katherine Gilmore Richardson,,,,0,43,52,53,2,1,1,2,1,4,3,3,3,0,0,89,1,4
Nicolas O'Rourke,,,,,0,17,21,6,3,1,3,0,7,4,3,2,1,0,73,0,4
Allan Domb,,,,,,1,45,10,6,5,4,1,4,2,3,1,0,0,68,1,4
Derek S Green,,,,,,,1,4,1,3,0,0,4,2,2,1,0,0,66,1,4
David Oh,,,,,,,,2,44,44,46,40,1,1,1,1,1,0,9,0,4
Dan Tinney,,,,,,,,,1,45,45,42,0,0,0,0,0,0,6,0,4
Matt Wolfe,,,,,,,,,,0,43,44,0,1,1,1,0,0,6,0,4
Al Taubenberger,,,,,,,,,,,0,43,0,2,0,1,0,0,4,0,4
Bill Heeney,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,4
Joe Cox,,,,,,,,,,,,,0,0,2,3,2,0,14,0,4
Maj Toure,,,,,,,,,,,,,,0,0,2,0,0,6,0,4
Sherrie Cohen,,,,,,,,,,,,,,,0,0,0,0,7,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,0,1,0,6,0,4
Clarc King,,,,,,,,,,,,,,,,,0,0,2,0,4
Write-In,,,,,,,,,,,,,,,,,,0,0,0,4
Rochelle Bilal,,,,,,,,,,,,,,,,,,,2,0,4
Write-In,,,,,,,,,,,,,,,,,,,,0,4
Total,152,132,117,103,100,80,76,61,55,53,52,45,14,8,8,7,2,0,146,1,4
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,5
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Kendra Brooks,Katherine Gilmore Richardson,Nicolas O'Rourke,Derek S Green,Allan Domb,David Oh,Matt Wolfe,Bill Heeney,Dan Tinney,Joe Cox,Al Taubenberger,Clarc King,Sherrie Cohen,Steve Cherniavsky,Maj Toure,Write-In,5
Rochelle Bilal,0,0,64,62,44,49,42,43,32,4,1,2,1,8,1,1,2,2,1,0,5
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Helen Gym,,,1,62,42,43,40,39,30,2,0,0,0,10,1,1,2,1,0,0,5
Isaiah Thomas,,,,0,37,46,36,39,30,2,0,1,0,8,1,2,2,1,0,0,5
Kendra Brooks,,,,,0,21,49,14,4,1,1,0,1,9,0,1,1,1,1,0,5
Katherine Gilmore Richardson,,,,,,0,20,33,27,0,0,0,0,2,0,0,1,0,0,0,5
Nicolas O'Rourke,,,,,,,0,13,4,0,1,1,1,8,0,2,0,1,1,0,5
Derek S Green,,,,,,,,0,29,2,0,0,0,2,1,0,1,1,0,0,5
Allan Domb,,,,,,,,,0,3,1,2,2,1,1,0,0,0,0,0,5
David Oh,,,,,,,,,,0,8,9,9,0,7,0,0,0,0,0,5
Matt Wolfe,,,,,,,,,,,1,9,10,0,7,0,0,0,0,0,5
Bill Heeney,,,,,,,,,,,,0,9,0,6,1,0,0,0,0,5
Dan Tinney,,,,,,,,,,,,,0,0,7,0,0,0,0,0,5
Joe Cox,,,,,,,,,,,,,,0,0,0,1,2,1,0,5
Al Taubenberger,,,,,,,,,,,,,,,1,0,0,0,0,0,5
Clarc King,,,,,,,,,,,,,,,,0,0,0,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,0,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,1,0,5
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,,0,5
Total,78,0,73,69,52,50,50,44,35,12,12,11,11,11,10,2,2,2,1,0,5
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,6
,Rochelle Bilal,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Derek S Green,Allan Domb,David Oh,Joe Cox,Matt Wolfe,Bill Heeney,Dan Tinney,Al Taubenberger,Clarc King,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Write-In,6
Rochelle Bilal,0,0,101,82,83,75,68,71,60,10,16,7,5,5,3,4,4,3,2,0,6
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Helen Gym,,,0,74,65,61,59,61,56,11,13,2,4,0,2,1,4,1,0,0,6
Isaiah Thomas,,,,0,63,46,43,57,42,4,6,0,0,0,0,2,0,1,0,0,6
Katherine Gilmore Richardson,,,,,0,43,40,58,50,1,6,4,1,3,1,1,1,2,2,0,6
Kendra Brooks,,,,,,0,77,30,17,4,16,1,0,1,0,2,5,3,0,0,6
Nicolas O'Rourke,,,,,,,0,26,16,3,11,1,0,0,0,1,4,1,0,0,6
Derek S Green,,,,,,,,0,46,4,5,2,0,1,1,1,2,1,2,0,6
Allan Domb,,,,,,,,,1,7,1,5,4,4,0,0,0,0,1,0,6
David Oh,,,,,,,,,,0,1,13,13,10,10,0,0,0,0,0,6
Joe Cox,,,,,,,,,,,0,0,0,1,0,2,3,2,1,0,6
Matt Wolfe,,,,,,,,,,,,0,14,12,11,0,0,0,1,0,6
Bill Heeney,,,,,,,,,,,,,0,11,10,0,0,0,0,0,6
Dan Tinney,,,,,,,,,,,,,,0,9,1,0,0,0,0,6
Al Taubenberger,,,,,,,,,,,,,,,0,0,0,0,0,0,6
Clarc King,,,,,,,,,,,,,,,,0,0,0,0,0,6
Sherrie Cohen,,,,,,,,,,,,,,,,,0,1,0,0,6
Maj Toure,,,,,,,,,,,,,,,,,,0,0,0,6
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,,,,,0,6
Total,131,0,113,89,88,85,79,77,67,22,22,18,16,14,11,5,5,3,2,0,6
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,7
,Rochelle Bilal,Write-In,Isaiah Thomas,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Al Taubenberger,Matt Wolfe,Dan Tinney,Bill Heeney,Clarc King,Maj Toure,Sherrie Cohen,Write-In,Steve Cherniavsky,7
Rochelle Bilal,0,0,82,74,70,66,58,33,30,6,8,3,3,2,1,2,4,2,0,1,7
Write-In,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,7
Isaiah Thomas,,,0,77,70,61,53,31,30,4,8,2,2,1,0,2,2,2,0,1,7
Helen Gym,,,,0,65,57,54,35,30,2,7,1,1,0,1,1,2,1,0,0,7
Katherine Gilmore Richardson,,,,,0,56,50,24,21,3,3,2,2,2,2,1,3,1,0,1,7
