col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Council At Large,,,,,,,,,,,,,,,,,,District Council 8th District,,,All
,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Joe Cox,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,Cindy Bass,Greg Paulmier,Write-In,All
Helen Gym,3,"3,479","3,429","3,340","3,250",808,611,172,136,79,38,25,17,11,40,23,11,6,"3,156",762,9,All
Isaiah Thomas,,6,"3,467","3,353","3,170",638,471,129,65,52,29,15,16,18,35,31,7,2,"3,251",552,7,All
Derek S Green,,,6,"3,298","3,182",574,404,138,73,41,31,19,16,10,34,24,4,3,"3,191",539,7,All
Katherine Gilmore Richardson,,,,4,"3,062",507,374,72,67,34,23,27,12,19,14,27,5,4,"3,085",473,6,All
Allan Domb,,,,,4,299,180,129,30,20,31,25,18,23,20,5,6,3,"3,013",408,2,All
Kendra Brooks,,,,,,1,921,109,154,92,19,20,19,12,56,41,17,6,512,630,8,All
Nicolas O'Rourke,,,,,,,1,67,97,63,9,8,13,7,32,28,14,3,387,488,6,All
David Oh,,,,,,,,2,23,22,93,77,84,86,11,10,5,1,120,165,0,All
Sherrie Cohen,,,,,,,,,2,36,7,6,6,3,23,16,9,1,55,133,4,All
Joe Cox,,,,,,,,,,0,4,4,6,6,18,37,15,1,41,95,4,All
Al Taubenberger,,,,,,,,,,,0,76,74,72,6,2,4,1,22,60,0,All
Dan Tinney,,,,,,,,,,,,0,72,73,4,2,5,0,27,47,0,All
Matt Wolfe,,,,,,,,,,,,,2,77,5,2,4,0,25,42,0,All
Bill Heeney,,,,,,,,,,,,,,1,3,3,2,0,26,41,0,All
Maj Toure,,,,,,,,,,,,,,,9,15,8,0,31,51,1,All
Clarc King,,,,,,,,,,,,,,,,0,5,0,22,49,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,1,4,28,0,All
Write-In,,,,,,,,,,,,,,,,,,0,4,6,0,All
Cindy Bass,,,,,,,,,,,,,,,,,,,41,0,0,All
Greg Paulmier,,,,,,,,,,,,,,,,,,,,16,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"4,025","3,896","3,820","3,644","3,475","1,238",956,347,210,146,138,124,118,113,100,74,34,12,"3,668","1,045",12,All
,District Council 8th District,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Cindy Bass,Greg Paulmier,Write-In,Isaiah Thomas,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Sherrie Cohen,Dan Tinney,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Matt Wolfe,Write-In,1
Cindy Bass,1,0,0,114,103,106,104,103,11,9,6,2,2,2,1,0,0,0,0,0,0,1
Greg Paulmier,,0,0,7,6,6,7,5,2,2,1,1,0,0,0,1,1,1,0,0,0,1
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,,0,107,109,111,104,9,9,6,3,2,2,0,0,0,0,0,0,0,1
Helen Gym,,,,,0,105,105,104,4,4,6,2,1,0,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,0,103,103,5,4,5,2,1,1,0,0,0,0,0,0,0,1
Derek S Green,,,,,,,0,102,3,4,4,2,1,1,0,0,0,0,0,0,0,1
Allan Domb,,,,,,,,1,4,3,5,0,1,0,0,0,0,0,0,0,0,1
Kendra Brooks,,,,,,,,,0,10,2,0,0,2,0,1,1,1,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,0,1,0,0,1,0,1,1,1,0,0,0,1
David Oh,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,,0,1,1,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,0,1,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,,,,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,123,8,0,123,113,113,112,111,13,11,10,3,2,2,1,1,1,1,0,0,0,1
,Council At Large,,,,,,,,,,,,,,,,,,District Council 8th District,,,2
,Isaiah Thomas,Derek S Green,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,David Oh,Clarc King,Joe Cox,Maj Toure,Matt Wolfe,Sherrie Cohen,Al Taubenberger,Bill Heeney,Dan Tinney,Steve Cherniavsky,Write-In,Cindy Bass,Greg Paulmier,Write-In,2
Isaiah Thomas,0,178,168,167,168,20,11,8,1,1,2,2,1,0,0,0,0,0,169,14,0,2
Derek S Green,,0,167,165,164,20,11,8,1,1,2,2,1,0,0,0,0,0,166,13,0,2
Helen Gym,,,0,163,160,16,9,11,2,1,0,0,1,0,0,0,0,0,160,15,0,2
Allan Domb,,,,0,159,10,4,7,0,0,1,1,1,0,0,0,0,0,158,13,0,2
Katherine Gilmore Richardson,,,,,0,10,5,5,1,0,1,2,1,0,0,0,0,0,161,9,0,2
