col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Superior Court,,,,,City Commissioners,,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,All
Amanda Green-Hawkins,44,"3,617",23,24,0,"3,741","3,650",43,0,All
Daniel D Mccaffery,,24,20,8,0,"3,601","3,558",45,0,All
Megan Mccarthy King,,,2,94,0,52,52,106,0,All
Christylee Peck,,,,0,0,30,29,92,0,All
Write-In,,,,,0,0,0,0,0,All
Omar Sabir,,,,,,26,"3,664",24,0,All
Lisa Deeley,,,,,,,7,38,0,All
Al Schmidt,,,,,,,,6,0,All
Write-In,,,,,,,,,0,All
Total,"3,946","3,760",165,129,0,"3,923","3,814",162,0,All
,Judge Of The Superior Court,,,,,City Commissioners,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,1
Daniel D Mccaffery,1,76,2,0,0,78,75,4,0,1
Amanda Green-Hawkins,,1,1,0,0,79,74,3,0,1
Megan Mccarthy King,,,0,0,0,2,2,3,0,1
Christylee Peck,,,,0,0,0,0,0,0,1
Write-In,,,,,0,0,0,0,0,1
Omar Sabir,,,,,,0,74,3,0,1
Lisa Deeley,,,,,,,1,4,0,1
Al Schmidt,,,,,,,,0,0,1
Write-In,,,,,,,,,0,1
Total,83,82,4,0,0,83,80,7,0,1
,City Commissioners,,,,Judge Of The Superior Court,,,,,2
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,2
Lisa Deeley,3,210,1,0,212,205,4,1,0,2
Omar Sabir,,2,3,0,210,206,5,2,0,2
Al Schmidt,,,0,0,2,3,11,10,0,2
Write-In,,,,0,0,0,0,0,0,2
Amanda Green-Hawkins,,,,,1,207,0,2,0,2
Daniel D Mccaffery,,,,,,1,3,0,0,2
Megan Mccarthy King,,,,,,,1,9,0,2
Christylee Peck,,,,,,,,0,0,2
Write-In,,,,,,,,,0,2
Total,220,219,13,0,219,213,16,11,0,2
,City Commissioners,,,,Judge Of The Superior Court,,,,,3
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,3
Omar Sabir,4,232,2,0,239,238,5,3,0,3
Lisa Deeley,,0,3,0,230,227,3,3,0,3
Al Schmidt,,,1,0,2,2,7,8,0,3
Write-In,,,,0,0,0,0,0,0,3
Amanda Green-Hawkins,,,,,6,234,1,2,0,3
Daniel D Mccaffery,,,,,,2,1,1,0,3
Megan Mccarthy King,,,,,,,0,7,0,3
Christylee Peck,,,,,,,,0,0,3
Write-In,,,,,,,,,0,3
Total,257,238,12,0,250,243,11,10,0,3
,Judge Of The Superior Court,,,,,City Commissioners,,,,4
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,4
Amanda Green-Hawkins,0,107,3,0,0,113,107,2,0,4
Daniel D Mccaffery,,1,0,0,0,105,104,1,0,4
Megan Mccarthy King,,,0,1,0,2,1,2,0,4
Christylee Peck,,,,0,0,0,0,1,0,4
Write-In,,,,,0,0,0,0,0,4
Omar Sabir,,,,,,0,111,1,0,4
Lisa Deeley,,,,,,,0,0,0,4
Al Schmidt,,,,,,,,0,0,4
Write-In,,,,,,,,,0,4
Total,120,110,5,1,0,120,114,3,0,4
,Judge Of The Superior Court,,,,,City Commissioners,,,,5
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,5
Amanda Green-Hawkins,8,149,2,1,0,163,155,0,0,5
Daniel D Mccaffery,,0,0,0,0,152,149,0,0,5
Megan Mccarthy King,,,0,2,0,2,2,1,0,5
Christylee Peck,,,,0,0,1,0,1,0,5
Write-In,,,,,0,0,0,0,0,5
Omar Sabir,,,,,,2,159,0,0,5
Lisa Deeley,,,,,,,0,0,0,5
Al Schmidt,,,,,,,,0,0,5
Write-In,,,,,,,,,0,5
Total,172,154,4,3,0,170,160,1,0,5
,Judge Of The Superior Court,,,,,City Commissioners,,,,6
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,6
Amanda Green-Hawkins,3,186,2,0,0,184,179,4,0,6
Daniel D Mccaffery,,0,0,0,0,174,173,4,0,6
Christylee Peck,,,0,6,0,1,2,6,0,6
Megan Mccarthy King,,,,0,0,0,0,6,0,6
Write-In,,,,,0,0,0,0,0,6
Omar Sabir,,,,,,1,172,1,0,6
Lisa Deeley,,,,,,,0,4,0,6
Al Schmidt,,,,,,,,0,0,6
Write-In,,,,,,,,,0,6
Total,207,190,8,6,0,189,185,11,0,6
,Judge Of The Superior Court,,,,,City Commissioners,,,,7
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,7
Amanda Green-Hawkins,4,197,2,0,0,198,192,2,0,7
Daniel D Mccaffery,,1,1,1,0,196,195,1,0,7
Megan Mccarthy King,,,0,1,0,1,2,3,0,7
Christylee Peck,,,,0,0,1,1,2,0,7
Write-In,,,,,0,0,0,0,0,7
Omar Sabir,,,,,,2,191,0,0,7
