col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 10th District,,,City Commissioners,,,,All
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,All
Brian O'Neill,441,0,0,"3,674",743,289,2,All
Judy Moore,,342,0,643,"3,114","2,668",5,All
Write-In,,,3,1,0,0,1,All
Al Schmidt,,,,73,643,105,4,All
Lisa Deeley,,,,,27,"2,782",1,All
Omar Sabir,,,,,,9,0,All
Write-In,,,,,,,0,All
Total,"4,515","3,898",5,"4,399","3,909","2,987",8,All
,District Council 10th District,,,City Commissioners,,,,1
,Judy Moore,Brian O'Neill,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,1
Judy Moore,4,0,0,55,49,1,0,1
Brian O'Neill,,2,0,6,4,32,0,1
Write-In,,,0,0,0,0,0,1
Lisa Deeley,,,,0,49,4,0,1
Omar Sabir,,,,,0,0,0,1
Al Schmidt,,,,,,1,0,1
Write-In,,,,,,,0,1
Total,61,39,0,61,53,34,0,1
,District Council 10th District,,,City Commissioners,,,,2
,Brian O'Neill,Judy Moore,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,2
Brian O'Neill,5,0,0,4,2,23,1,2
Judy Moore,,1,0,26,28,2,0,2
Write-In,,,0,0,0,0,0,2
Lisa Deeley,,,,0,27,2,0,2
Omar Sabir,,,,,0,2,0,2
Al Schmidt,,,,,,1,1,2
Write-In,,,,,,,0,2
Total,30,30,0,30,30,26,1,2
,City Commissioners,,,,District Council 10th District,,,3
,Lisa Deeley,Al Schmidt,Omar Sabir,Write-In,Brian O'Neill,Judy Moore,Write-In,3
Lisa Deeley,2,15,95,0,22,104,0,3
Al Schmidt,,1,6,0,97,15,0,3
Omar Sabir,,,0,0,15,89,0,3
Write-In,,,,0,0,0,0,3
Brian O'Neill,,,,,12,0,0,3
Judy Moore,,,,,,8,0,3
Write-In,,,,,,,0,3
Total,128,113,104,0,124,122,0,3
,City Commissioners,,,,District Council 10th District,,,4
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Brian O'Neill,Judy Moore,Write-In,4
Al Schmidt,4,38,3,1,180,28,0,4
Lisa Deeley,,0,50,0,36,65,0,4
Omar Sabir,,,0,0,8,46,0,4
Write-In,,,,0,0,1,0,4
Brian O'Neill,,,,,22,0,0,4
Judy Moore,,,,,,17,0,4
Write-In,,,,,,,0,4
Total,214,102,55,1,214,99,0,4
,City Commissioners,,,,District Council 10th District,,,5
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Brian O'Neill,Judy Moore,Write-In,5
Al Schmidt,3,18,2,0,115,14,0,5
Lisa Deeley,,1,93,0,15,103,0,5
Omar Sabir,,,0,0,6,89,0,5
Write-In,,,,0,0,0,0,5
Brian O'Neill,,,,,10,0,0,5
Judy Moore,,,,,,8,0,5
Write-In,,,,,,,0,5
Total,132,121,97,0,132,117,0,5
,District Council 10th District,,,City Commissioners,,,,6
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,6
Brian O'Neill,7,0,0,75,14,6,0,6
Judy Moore,,8,0,11,61,52,0,6
Write-In,,,0,0,0,0,0,6
Al Schmidt,,,,0,13,2,0,6
Lisa Deeley,,,,,0,55,0,6
Omar Sabir,,,,,,0,0,6
Write-In,,,,,,,0,6
Total,87,77,0,86,75,58,0,6
,District Council 10th District,,,City Commissioners,,,,7
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,7
Brian O'Neill,14,0,0,99,15,6,0,7
Judy Moore,,6,0,14,52,44,0,7
Write-In,,,0,0,0,0,0,7
Al Schmidt,,,,1,14,2,0,7
Lisa Deeley,,,,,3,45,0,7
Omar Sabir,,,,,,0,0,7
Write-In,,,,,,,0,7
Total,121,69,0,114,71,51,0,7
,District Council 10th District,,,City Commissioners,,,,8
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,8
Brian O'Neill,12,0,0,81,14,5,0,8
Judy Moore,,6,0,17,76,75,1,8
Write-In,,,0,0,0,0,0,8
Al Schmidt,,,,0,12,9,0,8
Lisa Deeley,,,,,1,67,0,8
Omar Sabir,,,,,,0,0,8
Write-In,,,,,,,0,8
Total,103,97,0,98,92,81,1,8
,City Commissioners,,,,District Council 10th District,,,9
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Brian O'Neill,Judy Moore,Write-In,9
Al Schmidt,3,21,2,0,93,25,0,9
Lisa Deeley,,0,68,0,23,79,0,9
Omar Sabir,,,0,0,10,60,0,9
Write-In,,,,0,0,0,0,9
Brian O'Neill,,,,,14,0,0,9
Judy Moore,,,,,,8,0,9
Write-In,,,,,,,0,9
Total,121,104,72,0,119,104,0,9
,District Council 10th District,,,City Commissioners,,,,10
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,10
Brian O'Neill,13,0,0,86,17,4,0,10
Judy Moore,,11,0,17,82,70,0,10
Write-In,,,0,0,0,0,0,10
Al Schmidt,,,,1,15,2,0,10
Lisa Deeley,,,,,0,73,0,10
Omar Sabir,,,,,,1,0,10
Write-In,,,,,,,0,10
Total,106,105,0,104,100,76,0,10
,District Council 10th District,,,City Commissioners,,,,11
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,11
Brian O'Neill,11,0,0,68,22,9,0,11
Judy Moore,,8,0,11,43,38,0,11
Write-In,,,0,0,0,0,0,11
Al Schmidt,,,,2,15,1,0,11
Lisa Deeley,,,,,0,44,0,11
Omar Sabir,,,,,,0,0,11
Write-In,,,,,,,0,11
Total,91,59,0,81,65,47,0,11
,District Council 10th District,,,City Commissioners,,,,12
,Judy Moore,Brian O'Neill,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,12
Judy Moore,7,0,0,13,63,53,0,12
Brian O'Neill,,4,0,58,10,5,0,12
Write-In,,,0,0,0,0,0,12
Al Schmidt,,,,4,10,1,0,12
Lisa Deeley,,,,,0,58,0,12
Omar Sabir,,,,,,0,0,12
Write-In,,,,,,,0,12
Total,77,69,0,75,75,60,0,12
,District Council 10th District,,,City Commissioners,,,,13
,Judy Moore,Brian O'Neill,Write-In,Lisa Deeley,Al Schmidt,Omar Sabir,Write-In,13
Judy Moore,22,0,0,84,22,67,0,13
Brian O'Neill,,6,0,28,82,13,0,13
Write-In,,,0,0,0,0,0,13
Lisa Deeley,,,,0,22,72,0,13
Al Schmidt,,,,,2,5,0,13
Omar Sabir,,,,,,0,0,13
Write-In,,,,,,,0,13
Total,121,104,0,112,106,80,0,13
,District Council 10th District,,,City Commissioners,,,,14
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,14
Brian O'Neill,16,0,0,63,12,9,0,14
Judy Moore,,2,0,7,58,48,0,14
Write-In,,,1,0,0,0,0,14
Al Schmidt,,,,2,10,1,0,14
Lisa Deeley,,,,,1,55,0,14
Omar Sabir,,,,,,0,0,14
Write-In,,,,,,,0,14
Total,88,61,1,72,71,57,0,14
,City Commissioners,,,,District Council 10th District,,,15
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Judy Moore,Brian O'Neill,Write-In,15
Lisa Deeley,1,47,7,0,51,8,0,15
Omar Sabir,,1,0,0,47,2,0,15
Al Schmidt,,,1,0,1,27,0,15
Write-In,,,,0,0,0,0,15
Judy Moore,,,,,4,0,0,15
Brian O'Neill,,,,,,5,0,15
Write-In,,,,,,,0,15
Total,60,50,29,0,57,34,0,15
,District Council 10th District,,,City Commissioners,,,,16
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,16
Brian O'Neill,10,0,0,122,28,9,0,16
Judy Moore,,8,0,19,65,54,1,16
Write-In,,,0,0,0,0,0,16
Al Schmidt,,,,2,23,3,1,16
Lisa Deeley,,,,,1,56,0,16
Omar Sabir,,,,,,0,0,16
Write-In,,,,,,,0,16
Total,147,86,0,143,94,63,1,16
,District Council 10th District,,,City Commissioners,,,,17
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,17
Brian O'Neill,16,0,0,95,18,6,0,17
Judy Moore,,10,0,15,71,64,0,17
Write-In,,,0,0,0,0,0,17
Al Schmidt,,,,3,15,3,0,17
Lisa Deeley,,,,,0,65,0,17
Omar Sabir,,,,,,0,0,17
Write-In,,,,,,,0,17
Total,120,93,0,114,90,70,0,17
,District Council 10th District,,,City Commissioners,,,,18
,Judy Moore,Brian O'Neill,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,18
Judy Moore,6,0,0,72,62,6,0,18
Brian O'Neill,,6,0,4,1,18,0,18
Write-In,,,1,0,0,0,0,18
Lisa Deeley,,,,0,62,5,0,18
Omar Sabir,,,,,0,0,0,18
Al Schmidt,,,,,,1,0,18
Write-In,,,,,,,0,18
Total,82,26,1,76,63,25,0,18
,District Council 10th District,,,City Commissioners,,,,19
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,19
Brian O'Neill,15,0,0,126,26,12,0,19
Judy Moore,,11,0,26,83,65,0,19
Write-In,,,0,0,0,0,0,19
Al Schmidt,,,,0,24,1,0,19
Lisa Deeley,,,,,1,73,0,19
Omar Sabir,,,,,,1,0,19
Write-In,,,,,,,0,19
Total,157,110,0,152,111,79,0,19
,District Council 10th District,,,City Commissioners,,,,20
,Judy Moore,Brian O'Neill,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,20
Judy Moore,5,0,0,90,82,12,0,20
Brian O'Neill,,8,0,11,4,53,0,20
Write-In,,,0,0,0,0,0,20
Lisa Deeley,,,,0,81,9,0,20
Omar Sabir,,,,,0,4,0,20
Al Schmidt,,,,,,4,0,20
Write-In,,,,,,,0,20
Total,104,68,0,102,87,69,0,20
,City Commissioners,,,,District Council 10th District,,,21
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Brian O'Neill,Judy Moore,Write-In,21
Al Schmidt,2,22,2,0,139,16,0,21
Lisa Deeley,,0,57,0,23,63,0,21
Omar Sabir,,,0,0,8,52,0,21
Write-In,,,,0,0,0,1,21
Brian O'Neill,,,,,9,0,0,21
Judy Moore,,,,,,5,0,21
Write-In,,,,,,,0,21
Total,157,87,61,1,156,79,1,21
,District Council 10th District,,,City Commissioners,,,,22
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,22
Brian O'Neill,9,0,0,90,21,6,0,22
Judy Moore,,13,0,17,50,41,0,22
Write-In,,,0,0,0,0,0,22
Al Schmidt,,,,1,16,2,0,22
Lisa Deeley,,,,,1,45,0,22
Omar Sabir,,,,,,0,0,22
Write-In,,,,,,,0,22
Total,110,74,0,108,72,47,0,22
,District Council 10th District,,,City Commissioners,,,,23
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,23
Brian O'Neill,17,0,0,114,19,7,0,23
Judy Moore,,7,0,10,80,71,0,23
Write-In,,,0,0,0,0,0,23
Al Schmidt,,,,1,9,1,0,23
Lisa Deeley,,,,,0,77,0,23
Omar Sabir,,,,,,0,0,23
Write-In,,,,,,,0,23
Total,143,95,0,125,99,78,0,23
,City Commissioners,,,,District Council 10th District,,,24
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Brian O'Neill,Judy Moore,Write-In,24
Al Schmidt,2,41,11,0,193,55,0,24
Lisa Deeley,,0,131,0,43,158,0,24
Omar Sabir,,,0,0,15,131,0,24
Write-In,,,,0,0,0,0,24
Brian O'Neill,,,,,27,0,0,24
Judy Moore,,,,,,20,0,24
Write-In,,,,,,,0,24
Total,251,202,146,0,243,217,0,24
,District Council 10th District,,,City Commissioners,,,,25
,Judy Moore,Brian O'Neill,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,25
Judy Moore,6,0,0,90,81,15,0,25
Brian O'Neill,,8,0,10,6,63,0,25
Write-In,,,0,0,0,0,0,25
Lisa Deeley,,,,2,82,14,0,25
Omar Sabir,,,,,1,2,0,25
Al Schmidt,,,,,,0,0,25
Write-In,,,,,,,0,25
Total,104,77,0,102,88,78,0,25
,District Council 10th District,,,City Commissioners,,,,26
,Brian O'Neill,Judy Moore,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,26
Brian O'Neill,13,0,0,99,23,8,0,26
Judy Moore,,18,0,19,59,48,0,26
Write-In,,,0,0,0,0,0,26
Al Schmidt,,,,1,17,5,0,26
Lisa Deeley,,,,,2,50,0,26
Omar Sabir,,,,,,1,0,26
Write-In,,,,,,,0,26
Total,124,92,0,120,85,57,0,26
,City Commissioners,,,,District Council 10th District,,,27
