col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Billy Ciancaglini,Jim Kenney,Write-In,Dan Tinney,Bill Heeney,Al Taubenberger,David Oh,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,All
Billy Ciancaglini,114,0,0,"4,976","4,483","4,272","4,014","3,936",696,330,358,303,263,98,111,140,103,60,77,54,4,All
Jim Kenney,,71,0,594,306,412,434,196,"2,370","2,321","2,249","2,188","2,205",261,171,44,77,61,29,20,4,All
Write-In,,,0,3,4,5,4,3,4,5,3,7,5,3,2,2,1,0,1,1,0,All
Dan Tinney,,,,51,"4,287","4,250","3,922","3,870",639,269,310,252,217,82,78,84,62,35,45,20,2,All
Bill Heeney,,,,,6,"3,903","3,739","3,749",429,157,164,69,93,41,58,76,51,25,33,22,2,All
Al Taubenberger,,,,,,11,"3,754","3,583",429,210,195,188,135,50,45,69,47,39,33,18,1,All
David Oh,,,,,,,8,"3,513",525,286,135,193,166,74,68,68,53,25,33,30,1,All
Matt Wolfe,,,,,,,,2,248,78,110,82,31,24,41,53,39,19,24,14,3,All
Allan Domb,,,,,,,,,7,"2,315","2,217","2,199","2,175",122,87,23,40,25,23,10,2,All
Helen Gym,,,,,,,,,,2,"2,229","2,156","2,179",196,122,22,38,45,13,14,1,All
Katherine Gilmore Richardson,,,,,,,,,,,0,"2,199","2,210",151,84,24,34,31,10,15,2,All
Derek S Green,,,,,,,,,,,,4,"2,217",95,66,17,30,25,4,12,2,All
Isaiah Thomas,,,,,,,,,,,,,1,126,89,17,38,13,5,15,1,All
Kendra Brooks,,,,,,,,,,,,,,2,196,35,51,46,28,19,1,All
Nicolas O'Rourke,,,,,,,,,,,,,,,1,18,43,24,23,16,0,All
Maj Toure,,,,,,,,,,,,,,,,10,41,30,28,17,1,All
Joe Cox,,,,,,,,,,,,,,,,,0,34,39,45,1,All
