col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Council At Large,,,,,,,,,,,,,,,,,,City Commissioners,,,,All
,Dan Tinney,Bill Heeney,Al Taubenberger,David Oh,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,All
Dan Tinney,184,"4,287","4,250","3,922","3,870",639,269,310,252,217,82,78,84,62,35,45,20,2,"4,593","1,105",348,6,All
Bill Heeney,,56,"3,903","3,739","3,749",429,157,164,69,93,41,58,76,51,25,33,22,2,"4,225",772,149,6,All
Al Taubenberger,,,42,"3,754","3,583",429,210,195,188,135,50,45,69,47,39,33,18,1,"4,122",836,206,6,All
David Oh,,,,30,"3,513",525,286,135,193,166,74,68,68,53,25,33,30,1,"3,852",832,290,6,All
Matt Wolfe,,,,,13,248,78,110,82,31,24,41,53,39,19,24,14,3,"3,846",494,99,5,All
Allan Domb,,,,,,18,"2,315","2,217","2,199","2,175",122,87,23,40,25,23,10,2,559,"2,664","2,265",4,All
Helen Gym,,,,,,,5,"2,229","2,156","2,179",196,122,22,38,45,13,14,1,266,"2,468","2,275",2,All
Katherine Gilmore Richardson,,,,,,,,6,"2,199","2,210",151,84,24,34,31,10,15,2,257,"2,422","2,221",1,All
Derek S Green,,,,,,,,,1,"2,217",95,66,17,30,25,4,12,2,214,"2,374","2,182",1,All
Isaiah Thomas,,,,,,,,,,2,126,89,17,38,13,5,15,1,159,"2,357","2,235",1,All
Kendra Brooks,,,,,,,,,,,3,196,35,51,46,28,19,1,99,270,229,1,All
Nicolas O'Rourke,,,,,,,,,,,,1,18,43,24,23,16,0,107,205,152,1,All
Maj Toure,,,,,,,,,,,,,12,41,30,28,17,1,125,73,40,0,All
Joe Cox,,,,,,,,,,,,,,0,34,39,45,1,99,121,61,1,All
