col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,David Oh,Matt Wolfe,Bill Heeney,Al Taubenberger,Dan Tinney,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Clarc King,Maj Toure,Steve Cherniavsky,Write-In,All
Amanda Green-Hawkins,12,"1,239",7,6,0,"1,238","1,231","1,228","1,225","1,221",25,13,7,10,5,42,32,16,12,8,5,2,1,All
Daniel D Mccaffery,,19,6,2,0,"1,209","1,205","1,199","1,201","1,199",23,10,5,7,3,34,26,13,8,5,2,3,1,All
Megan Mccarthy King,,,2,83,0,14,11,15,11,12,81,79,80,78,77,5,3,1,2,2,2,2,0,All
Christylee Peck,,,,1,0,7,6,7,7,7,81,81,82,76,79,8,7,3,3,4,4,2,0,All
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Helen Gym,,,,,,2,"1,250","1,250","1,249","1,240",17,9,3,6,0,22,15,9,7,3,0,1,1,All
Isaiah Thomas,,,,,,,2,"1,242","1,242","1,233",9,3,2,4,3,20,12,7,4,4,0,1,1,All
Katherine Gilmore Richardson,,,,,,,,0,"1,236","1,234",6,6,4,6,4,13,8,6,0,2,1,1,0,All
Derek S Green,,,,,,,,,2,"1,235",11,4,3,2,2,18,12,8,3,5,1,0,0,All
Allan Domb,,,,,,,,,,3,16,4,3,3,4,10,5,5,1,1,1,1,0,All
David Oh,,,,,,,,,,,5,86,88,84,82,4,4,5,2,0,3,0,1,All
Matt Wolfe,,,,,,,,,,,,1,86,81,81,3,0,1,1,2,2,0,0,All
Bill Heeney,,,,,,,,,,,,,2,83,83,3,3,5,1,1,3,1,0,All
Al Taubenberger,,,,,,,,,,,,,,0,78,3,3,2,0,0,0,1,0,All
Dan Tinney,,,,,,,,,,,,,,,1,2,2,1,0,0,1,0,0,All
Kendra Brooks,,,,,,,,,,,,,,,,1,36,9,10,7,2,3,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,4,10,5,2,3,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,2,2,2,1,0,All
Joe Cox,,,,,,,,,,,,,,,,,,,1,3,1,3,1,All
Clarc King,,,,,,,,,,,,,,,,,,,,0,3,2,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,,,1,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,326","1,298",109,101,0,"1,289","1,283","1,276","1,274","1,271",124,99,97,92,90,56,40,20,15,11,9,8,1,All
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,1
,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,Bill Heeney,Clarc King,Joe Cox,Matt Wolfe,Sherrie Cohen,Al Taubenberger,Dan Tinney,David Oh,Maj Toure,Steve Cherniavsky,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,1
Isaiah Thomas,0,56,56,54,53,3,2,0,1,0,1,0,0,0,0,0,0,0,50,51,1,0,0,1
Derek S Green,,0,56,54,53,2,2,0,0,0,0,0,0,0,0,0,0,0,50,50,1,0,0,1
Helen Gym,,,0,55,54,2,2,0,0,0,0,0,0,0,0,0,0,0,51,50,1,0,0,1
Katherine Gilmore Richardson,,,,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,51,49,1,0,0,1
Allan Domb,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,49,2,0,0,1
Kendra Brooks,,,,,,0,5,0,1,1,1,1,0,0,0,0,0,0,3,2,0,0,0,1
Nicolas O'Rourke,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,1
Bill Heeney,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Clarc King,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Joe Cox,,,,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,0,50,1,0,0,1
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,1,0,0,0,1
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,,1,0,0,1
Christylee Peck,,,,,,,,,,,,,,,,,,,,,,1,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,58,57,57,56,55,6,5,1,1,1,1,1,0,0,0,0,0,0,55,55,3,1,0,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
