col_1,col_2,col_3,col_4,col_5,col_6,division
,Mayor,,,Judge Of The Municipal Court,,All
,Jim Kenney,Billy Ciancaglini,Write-In,David H Conroy,Write-In,All
Jim Kenney,461,0,0,"5,305",1,All
Billy Ciancaglini,,195,0,99,0,All
Write-In,,,3,5,0,All
David H Conroy,,,,79,0,All
Write-In,,,,,0,All
Total,"5,767",294,8,"5,488",1,All
,Judge Of The Municipal Court,,Mayor,,,1
,David H Conroy,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,1
David H Conroy,5,0,130,0,0,1
Write-In,,0,0,0,0,1
Jim Kenney,,,4,0,0,1
Billy Ciancaglini,,,,2,0,1
Write-In,,,,,0,1
Total,135,0,134,2,0,1
,Mayor,,,Judge Of The Municipal Court,,2
,Jim Kenney,Billy Ciancaglini,Write-In,David H Conroy,Write-In,2
Jim Kenney,20,0,0,216,0,2
Billy Ciancaglini,,11,0,7,0,2
Write-In,,,0,1,0,2
David H Conroy,,,,5,0,2
Write-In,,,,,0,2
Total,236,18,1,229,0,2
,Mayor,,,Judge Of The Municipal Court,,3
,Jim Kenney,Billy Ciancaglini,Write-In,David H Conroy,Write-In,3
Jim Kenney,5,0,0,45,0,3
Billy Ciancaglini,,7,0,2,0,3
Write-In,,,0,0,0,3
David H Conroy,,,,1,0,3
Write-In,,,,,0,3
Total,50,9,0,48,0,3
,Mayor,,,Judge Of The Municipal Court,,4
,Jim Kenney,Billy Ciancaglini,Write-In,David H Conroy,Write-In,4
Jim Kenney,9,0,0,131,0,4
Billy Ciancaglini,,5,0,2,0,4
Write-In,,,0,0,0,4
David H Conroy,,,,1,0,4
Write-In,,,,,0,4
Total,140,7,0,134,0,4
,Mayor,,,Judge Of The Municipal Court,,5
,Jim Kenney,Billy Ciancaglini,Write-In,David H Conroy,Write-In,5
Jim Kenney,16,0,0,181,0,5
Billy Ciancaglini,,9,0,2,0,5
Write-In,,,0,2,0,5
David H Conroy,,,,1,0,5
Write-In,,,,,0,5
Total,197,11,2,186,0,5
,Mayor,,,Judge Of The Municipal Court,,6
,Jim Kenney,Billy Ciancaglini,Write-In,David H Conroy,Write-In,6
Jim Kenney,14,0,0,200,0,6
Billy Ciancaglini,,13,0,7,0,6
Write-In,,,0,1,0,6
David H Conroy,,,,3,0,6
Write-In,,,,,0,6
Total,214,20,1,211,0,6
,Mayor,,,Judge Of The Municipal Court,,7
,Jim Kenney,Billy Ciancaglini,Write-In,David H Conroy,Write-In,7
Jim Kenney,9,0,0,220,0,7
Billy Ciancaglini,,11,0,5,0,7
Write-In,,,0,1,0,7
David H Conroy,,,,2,0,7
Write-In,,,,,0,7
Total,229,16,1,228,0,7
,Mayor,,,Judge Of The Municipal Court,,8
,Jim Kenney,Billy Ciancaglini,Write-In,David H Conroy,Write-In,8
Jim Kenney,9,0,0,180,0,8
Billy Ciancaglini,,6,0,2,0,8
Write-In,,,0,0,0,8
David H Conroy,,,,1,0,8
Write-In,,,,,0,8
Total,189,8,0,183,0,8
,Mayor,,,Judge Of The Municipal Court,,9
,Jim Kenney,Billy Ciancaglini,Write-In,David H Conroy,Write-In,9
Jim Kenney,17,0,0,221,0,9
Billy Ciancaglini,,12,0,5,0,9
Write-In,,,0,0,0,9
David H Conroy,,,,2,0,9
Write-In,,,,,0,9
Total,238,17,0,228,0,9
,Mayor,,,Judge Of The Municipal Court,,10
,Jim Kenney,Billy Ciancaglini,Write-In,David H Conroy,Write-In,10
Jim Kenney,15,0,0,196,1,10
Billy Ciancaglini,,12,0,1,0,10
Write-In,,,0,0,0,10
