col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Register Of Wills,,Judge Of The Superior Court,,,,,All
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
Tracey Gordon,36,0,"1,362","1,259",139,88,1,All
Write-In,,0,1,1,0,0,0,All
Daniel D Mccaffery,,,81,"1,219",85,30,0,All
Amanda Green-Hawkins,,,,30,15,18,1,All
Megan Mccarthy King,,,,,47,629,0,All
Christylee Peck,,,,,,20,0,All
Write-In,,,,,,,0,All
Total,"1,548",1,"1,520","1,340",787,699,1,All
,Judge Of The Superior Court,,,,,Register Of Wills,,1
,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,Tracey Gordon,Write-In,1
Daniel D Mccaffery,7,6,4,38,0,53,1,1
Megan Mccarthy King,,3,44,0,0,13,0,1
Christylee Peck,,,1,1,0,10,0,1
Amanda Green-Hawkins,,,,0,1,36,1,1
Write-In,,,,,0,1,0,1
Tracey Gordon,,,,,,2,0,1
Write-In,,,,,,,0,1
Total,67,54,50,40,1,65,1,1
,Register Of Wills,,Judge Of The Superior Court,,,,,2
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,2
Tracey Gordon,2,0,51,48,4,0,0,2
Write-In,,0,0,0,0,0,0,2
Daniel D Mccaffery,,,3,45,3,0,0,2
Amanda Green-Hawkins,,,,0,2,0,0,2
Megan Mccarthy King,,,,,1,10,0,2
Christylee Peck,,,,,,0,0,2
Write-In,,,,,,,0,2
Total,56,0,55,48,16,10,0,2
,Register Of Wills,,Judge Of The Superior Court,,,,,3
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,3
Tracey Gordon,2,0,95,80,10,5,0,3
Write-In,,0,0,0,0,0,0,3
Daniel D Mccaffery,,,5,74,6,2,0,3
Amanda Green-Hawkins,,,,2,2,0,0,3
Megan Mccarthy King,,,,,5,57,0,3
Christylee Peck,,,,,,3,0,3
Write-In,,,,,,,0,3
Total,109,0,103,85,71,62,0,3
,Register Of Wills,,Judge Of The Superior Court,,,,,4
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,4
Tracey Gordon,3,0,83,74,16,9,0,4
Write-In,,0,0,0,0,0,0,4
Daniel D Mccaffery,,,1,74,8,3,0,4
Amanda Green-Hawkins,,,,0,2,1,0,4
Megan Mccarthy King,,,,,4,56,0,4
Christylee Peck,,,,,,1,0,4
Write-In,,,,,,,0,4
Total,97,0,90,79,70,61,0,4
,Register Of Wills,,Judge Of The Superior Court,,,,,5
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,5
Tracey Gordon,3,0,85,77,6,4,0,5
Write-In,,0,0,0,0,0,0,5
Daniel D Mccaffery,,,5,72,4,1,0,5
Amanda Green-Hawkins,,,,3,0,2,0,5
Megan Mccarthy King,,,,,7,61,0,5
Christylee Peck,,,,,,2,0,5
Write-In,,,,,,,0,5
Total,97,0,91,81,74,67,0,5
,Register Of Wills,,Judge Of The Superior Court,,,,,6
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,6
Tracey Gordon,0,0,65,63,17,11,0,6
Write-In,,0,0,0,0,0,0,6
Daniel D Mccaffery,,,6,60,10,2,0,6
Amanda Green-Hawkins,,,,5,1,2,0,6
Megan Mccarthy King,,,,,2,50,0,6
Christylee Peck,,,,,,2,0,6
Write-In,,,,,,,0,6
Total,80,0,79,70,64,56,0,6
,Judge Of The Superior Court,,,,,Register Of Wills,,7
,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,Tracey Gordon,Write-In,7
Daniel D Mccaffery,10,3,1,51,0,56,0,7
Megan Mccarthy King,,4,63,1,0,9,0,7
Christylee Peck,,,0,0,0,6,0,7
Amanda Green-Hawkins,,,,0,0,53,0,7
Write-In,,,,,0,0,0,7
Tracey Gordon,,,,,,1,0,7
Write-In,,,,,,,0,7
Total,72,72,64,56,0,69,0,7
,Judge Of The Superior Court,,,,,Register Of Wills,,8
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tracey Gordon,Write-In,8
Daniel D Mccaffery,6,69,6,1,0,78,0,8
Amanda Green-Hawkins,,1,1,1,0,69,0,8
Megan Mccarthy King,,,3,37,0,9,0,8
Christylee Peck,,,,0,0,5,0,8
Write-In,,,,,0,0,0,8
Tracey Gordon,,,,,,4,0,8
Write-In,,,,,,,0,8
Total,88,73,47,39,0,88,0,8
,Judge Of The Superior Court,,,,,Register Of Wills,,9
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Tracey Gordon,Write-In,9
Amanda Green-Hawkins,2,44,1,1,0,44,0,9
Daniel D Mccaffery,,1,0,0,0,46,0,9
Megan Mccarthy King,,,4,7,0,0,0,9
Christylee Peck,,,,1,0,1,0,9
Write-In,,,,,0,0,0,9
Tracey Gordon,,,,,,0,0,9
Write-In,,,,,,,0,9
Total,49,49,12,9,0,48,0,9
,Judge Of The Superior Court,,,,,Register Of Wills,,10
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tracey Gordon,Write-In,10
Daniel D Mccaffery,5,68,2,0,0,72,0,10
Amanda Green-Hawkins,,1,1,1,0,69,0,10
Megan Mccarthy King,,,2,41,0,7,0,10
Christylee Peck,,,,1,0,4,0,10
Write-In,,,,,0,0,0,10
Tracey Gordon,,,,,,0,0,10
Write-In,,,,,,,0,10
Total,80,74,46,43,0,80,0,10
,Register Of Wills,,Judge Of The Superior Court,,,,,11
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,11
Tracey Gordon,2,0,73,71,6,4,0,11
Write-In,,0,0,0,0,0,0,11
Daniel D Mccaffery,,,2,66,2,2,0,11
Amanda Green-Hawkins,,,,3,1,1,0,11
Megan Mccarthy King,,,,,1,27,0,11
Christylee Peck,,,,,,0,0,11
Write-In,,,,,,,0,11
Total,84,0,76,75,33,30,0,11
,Judge Of The Superior Court,,,,,Register Of Wills,,12
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tracey Gordon,Write-In,12
Daniel D Mccaffery,1,64,8,2,0,71,0,12
Amanda Green-Hawkins,,1,0,1,0,61,0,12
Megan Mccarthy King,,,3,39,0,7,0,12
Christylee Peck,,,,2,0,4,0,12
Write-In,,,,,0,0,0,12
Tracey Gordon,,,,,,3,0,12
Write-In,,,,,,,0,12
Total,81,69,50,44,0,79,0,12
,Register Of Wills,,Judge Of The Superior Court,,,,,13
,Tracey Gordon,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,13
Tracey Gordon,1,0,59,58,3,1,0,13
Write-In,,0,0,0,0,0,0,13
Amanda Green-Hawkins,,,1,56,0,0,0,13
Daniel D Mccaffery,,,,1,3,0,0,13
Christylee Peck,,,,,0,9,0,13
Megan Mccarthy King,,,,,,0,0,13
Write-In,,,,,,,0,13
Total,63,0,60,60,12,9,0,13
,Register Of Wills,,Judge Of The Superior Court,,,,,14
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,14
Tracey Gordon,2,0,42,40,3,1,0,14
Write-In,,0,0,0,0,0,0,14
Daniel D Mccaffery,,,1,39,3,0,0,14
Amanda Green-Hawkins,,,,1,0,0,0,14
Megan Mccarthy King,,,,,0,8,0,14
Christylee Peck,,,,,,1,0,14
Write-In,,,,,,,0,14
Total,46,0,43,41,11,10,0,14
,Register Of Wills,,Judge Of The Superior Court,,,,,15
,Tracey Gordon,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,15
Tracey Gordon,3,0,32,31,1,1,0,15
Write-In,,0,0,0,0,0,0,15
Amanda Green-Hawkins,,,1,30,0,0,0,15
Daniel D Mccaffery,,,,2,1,0,0,15
Christylee Peck,,,,,0,4,0,15
Megan Mccarthy King,,,,,,0,0,15
Write-In,,,,,,,0,15
Total,38,0,34,34,5,5,0,15
,Register Of Wills,,Judge Of The Superior Court,,,,,16
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,16
Tracey Gordon,3,0,21,19,3,1,0,16
Write-In,,0,0,0,0,0,0,16
Daniel D Mccaffery,,,1,18,2,0,0,16
Amanda Green-Hawkins,,,,2,0,0,0,16
Megan Mccarthy King,,,,,0,6,0,16
Christylee Peck,,,,,,0,0,16
Write-In,,,,,,,0,16
Total,28,0,24,23,8,6,0,16
,Judge Of The Superior Court,,,,,Register Of Wills,,17
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tracey Gordon,Write-In,17
Daniel D Mccaffery,2,34,1,0,0,36,0,17
Amanda Green-Hawkins,,0,0,0,0,35,0,17
Megan Mccarthy King,,,0,4,0,1,0,17
Christylee Peck,,,,0,0,0,0,17
Write-In,,,,,0,0,0,17
Tracey Gordon,,,,,,0,0,17
Write-In,,,,,,,0,17
Total,39,36,5,4,0,38,0,17
,Judge Of The Superior Court,,,,,Register Of Wills,,18
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Tracey Gordon,Write-In,18
Amanda Green-Hawkins,2,44,1,3,0,46,0,18
Daniel D Mccaffery,,1,2,0,0,44,0,18
Megan Mccarthy King,,,1,7,0,2,0,18
Christylee Peck,,,,0,0,2,0,18
Write-In,,,,,0,0,0,18
Tracey Gordon,,,,,,0,0,18
Write-In,,,,,,,0,18
Total,51,48,11,10,0,48,0,18
,Judge Of The Superior Court,,,,,Register Of Wills,,19
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tracey Gordon,Write-In,19
Daniel D Mccaffery,4,33,4,0,0,36,0,19
Amanda Green-Hawkins,,0,0,0,0,33,0,19
Megan Mccarthy King,,,1,12,0,3,0,19
Christylee Peck,,,,0,0,0,0,19
Write-In,,,,,0,0,0,19
Tracey Gordon,,,,,,0,0,19
Write-In,,,,,,,0,19
Total,42,34,17,12,0,37,0,19
,Judge Of The Superior Court,,,,,Register Of Wills,,20
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Tracey Gordon,Write-In,20
Amanda Green-Hawkins,1,40,1,0,0,41,0,20
Daniel D Mccaffery,,2,1,0,0,40,0,20
Megan Mccarthy King,,,1,4,0,2,0,20
Christylee Peck,,,,0,0,1,0,20
Write-In,,,,,0,0,0,20
Tracey Gordon,,,,,,1,0,20
Write-In,,,,,,,0,20
Total,44,43,7,4,0,44,0,20
,Register Of Wills,,Judge Of The Superior Court,,,,,21
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,21
Tracey Gordon,0,0,47,46,1,0,0,21
Write-In,,0,0,0,0,0,0,21
Daniel D Mccaffery,,,0,45,1,0,0,21
Amanda Green-Hawkins,,,,0,0,0,0,21
Megan Mccarthy King,,,,,2,9,0,21
Christylee Peck,,,,,,1,0,21
Write-In,,,,,,,0,21
Total,48,0,47,46,12,10,0,21
,Judge Of The Superior Court,,,,,Register Of Wills,,22
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tracey Gordon,Write-In,22
Daniel D Mccaffery,11,53,5,4,0,66,0,22
Amanda Green-Hawkins,,1,0,2,0,56,0,22
Megan Mccarthy King,,,3,35,0,8,0,22
Christylee Peck,,,,2,0,9,0,22
Write-In,,,,,0,0,0,22
Tracey Gordon,,,,,,1,0,22
Write-In,,,,,,,0,22
Total,83,59,45,43,0,78,0,22
,Register Of Wills,,Judge Of The Superior Court,,,,,23
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,23
Tracey Gordon,3,0,62,57,4,2,0,23
Write-In,,0,0,0,0,0,0,23
Daniel D Mccaffery,,,2,55,4,2,0,23
Amanda Green-Hawkins,,,,2,0,0,0,23
Megan Mccarthy King,,,,,0,20,0,23
Christylee Peck,,,,,,1,0,23
Write-In,,,,,,,0,23
Total,69,0,67,60,24,23,0,23
,Judge Of The Superior Court,,,,,Register Of Wills,,24
,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,Tracey Gordon,Write-In,24
Daniel D Mccaffery,2,47,2,4,0,51,0,24
Amanda Green-Hawkins,,1,2,1,0,50,0,24
Christylee Peck,,,2,19,0,5,0,24
Megan Mccarthy King,,,,0,0,6,0,24
Write-In,,,,,0,0,0,24
Tracey Gordon,,,,,,0,0,24
Write-In,,,,,,,0,24
Total,59,53,25,24,0,59,0,24
