col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Maj Toure,Joe Cox,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,Steve Cherniavsky,Clarc King,Write-In,All
Amanda Green-Hawkins,19,"3,528",26,14,0,"3,185","3,142","2,932","2,954","2,736",997,877,91,98,101,77,23,24,19,19,17,16,7,All
Daniel D Mccaffery,,7,18,9,0,"3,117","3,109","2,894","2,900","2,690",981,864,90,99,93,86,22,21,12,18,16,12,4,All
Megan Mccarthy King,,,0,83,0,36,28,25,26,26,30,23,76,10,10,8,75,69,69,70,6,3,0,All
Christylee Peck,,,,1,0,20,22,19,13,22,10,6,81,3,9,2,75,75,72,71,2,2,0,All
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,,,,4,"3,052","2,919","2,946","2,735",628,529,70,51,39,38,13,15,8,10,7,7,2,All
Helen Gym,,,,,,,1,"2,827","2,853","2,718",652,569,58,85,30,65,7,14,2,7,10,5,1,All
Derek S Green,,,,,,,,4,"2,791","2,689",369,283,54,46,28,26,8,11,4,6,5,6,1,All
Katherine Gilmore Richardson,,,,,,,,,0,"2,644",428,358,20,32,19,20,4,9,5,9,1,6,1,All
Allan Domb,,,,,,,,,,4,178,124,51,14,17,12,12,12,11,6,4,0,1,All
Kendra Brooks,,,,,,,,,,,3,"1,038",46,99,77,81,6,5,4,11,19,12,6,All
Nicolas O'Rourke,,,,,,,,,,,,1,30,70,57,65,4,4,2,5,16,6,6,All
David Oh,,,,,,,,,,,,,5,9,18,6,79,75,77,73,1,1,0,All
Sherrie Cohen,,,,,,,,,,,,,,0,16,26,3,1,0,1,10,2,1,All
Maj Toure,,,,,,,,,,,,,,,5,12,4,1,1,1,6,7,0,All
Joe Cox,,,,,,,,,,,,,,,,0,3,0,3,2,10,13,3,All
Matt Wolfe,,,,,,,,,,,,,,,,,0,75,76,72,4,2,0,All
Al Taubenberger,,,,,,,,,,,,,,,,,,0,73,72,0,0,0,All
Bill Heeney,,,,,,,,,,,,,,,,,,,0,73,1,1,0,All
Dan Tinney,,,,,,,,,,,,,,,,,,,,0,1,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,2,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,803","3,694",137,116,2,"3,398","3,332","3,091","3,089","2,872","1,218","1,054",191,126,122,104,104,99,95,93,26,21,11,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Joe Cox,Matt Wolfe,Sherrie Cohen,Clarc King,Dan Tinney,Maj Toure,Steve Cherniavsky,Write-In,1
Amanda Green-Hawkins,0,122,2,0,0,111,112,111,109,102,16,13,4,2,1,2,1,2,1,0,0,0,0,1
Daniel D Mccaffery,,0,0,0,0,111,111,109,109,101,16,13,3,1,1,2,1,2,1,0,0,0,0,1
Christylee Peck,,,0,1,0,1,1,0,0,2,0,0,3,2,2,0,1,0,0,1,0,0,0,1
Megan Mccarthy King,,,,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Derek S Green,,,,,,0,108,110,108,102,8,8,3,1,2,2,0,0,1,0,0,0,0,1
Helen Gym,,,,,,,0,106,106,100,9,8,2,1,1,1,0,2,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,0,108,100,7,7,0,1,0,2,0,0,1,0,0,0,0,1
Isaiah Thomas,,,,,,,,,0,101,6,6,2,1,1,2,1,0,1,0,0,0,0,1
Allan Domb,,,,,,,,,,1,1,1,4,1,2,0,1,0,0,0,0,0,0,1
Kendra Brooks,,,,,,,,,,,0,13,1,0,0,0,0,2,0,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,1,0,0,0,0,2,0,0,0,0,0,1
David Oh,,,,,,,,,,,,,0,2,3,0,2,0,0,1,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,,0,1,0,1,0,0,1,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,126,123,3,1,0,115,114,114,112,105,17,14,6,3,3,2,2,2,1,1,0,0,0,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,David Oh,Maj Toure,Joe Cox,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Steve Cherniavsky,Clarc King,Write-In,2
Daniel D Mccaffery,2,114,2,2,0,102,100,91,89,77,46,45,7,4,3,5,2,1,1,1,0,0,0,2
Amanda Green-Hawkins,,2,1,1,0,100,98,87,86,79,41,39,8,6,5,6,3,2,1,2,0,0,0,2
Megan Mccarthy King,,,0,3,0,3,3,3,2,3,3,3,1,2,1,1,2,2,3,1,1,0,0,2
Christylee Peck,,,,0,0,2,1,2,1,5,1,1,1,3,1,0,3,2,3,1,1,0,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Helen Gym,,,,,,0,96,86,83,79,32,31,6,5,2,4,3,1,1,1,0,0,0,2
Isaiah Thomas,,,,,,,0,88,88,78,29,28,4,0,3,2,2,0,1,1,0,0,0,2
Derek S Green,,,,,,,,0,83,74,17,17,5,3,2,2,1,0,0,0,0,0,0,2
Katherine Gilmore Richardson,,,,,,,,,0,73,17,18,3,1,1,0,0,0,1,1,0,0,0,2
Allan Domb,,,,,,,,,,0,7,5,3,3,1,1,2,2,2,0,1,0,0,2
Kendra Brooks,,,,,,,,,,,0,51,6,3,3,4,2,2,0,1,0,0,0,2
Nicolas O'Rourke,,,,,,,,,,,,0,6,3,3,3,2,1,0,1,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,0,0,3,4,0,0,0,0,0,0,0,2
David Oh,,,,,,,,,,,,,,0,0,1,3,4,2,2,0,0,0,2
Maj Toure,,,,,,,,,,,,,,,1,2,0,0,1,0,1,0,0,2
Joe Cox,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Al Taubenberger,,,,,,,,,,,,,,,,,0,2,2,1,0,0,0,2
Bill Heeney,,,,,,,,,,,,,,,,,,0,2,2,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,,,,,0,2,1,0,0,2
Dan Tinney,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,2
