col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Al Taubenberger,David Oh,Dan Tinney,Bill Heeney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Maj Toure,Joe Cox,Steve Cherniavsky,Clarc King,Write-In,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Al Taubenberger,134,"3,501","3,588","3,366","3,320",527,298,236,208,165,53,46,82,59,33,38,13,6,775,734,780,723,686,683,625,10,All
David Oh,,60,"3,241","3,169","3,185",525,326,125,178,139,64,42,76,56,35,32,18,4,731,690,706,665,638,639,596,9,All
Dan Tinney,,,56,"3,300","3,263",394,170,181,135,107,56,30,40,41,16,25,10,2,552,536,589,542,503,486,438,10,All
Bill Heeney,,,,48,"3,243",258,101,104,45,47,29,30,30,39,24,17,16,3,445,413,430,392,383,381,372,9,All
Matt Wolfe,,,,,40,251,97,113,76,36,23,30,45,40,23,21,11,2,453,421,434,407,384,383,365,10,All
Allan Domb,,,,,,49,"2,703","2,504","2,514","2,449",145,60,88,20,21,31,7,4,"2,803","2,812","2,829","2,768","2,722","2,747","2,652",1,All
Helen Gym,,,,,,,6,"2,565","2,534","2,494",231,126,86,20,37,19,12,0,"2,764","2,777","2,748","2,735","2,704","2,697","2,640",0,All
Katherine Gilmore Richardson,,,,,,,,5,"2,496","2,475",159,94,39,16,28,24,13,1,"2,628","2,646","2,595","2,584","2,597","2,569","2,534",0,All
Derek S Green,,,,,,,,,8,"2,513",98,62,41,12,27,13,8,2,"2,565","2,602","2,573","2,561","2,556","2,552","2,507",0,All
Isaiah Thomas,,,,,,,,,,7,121,71,35,12,26,9,6,1,"2,520","2,544","2,522","2,513","2,513","2,503","2,466",0,All
Kendra Brooks,,,,,,,,,,,1,198,62,19,42,21,18,0,277,293,268,275,256,252,236,0,All
Nicolas O'Rourke,,,,,,,,,,,,0,30,13,41,24,14,0,190,188,174,185,168,168,162,0,All
Sherrie Cohen,,,,,,,,,,,,,4,18,30,28,8,1,135,127,120,119,116,120,114,0,All
Maj Toure,,,,,,,,,,,,,,9,24,17,8,0,46,46,44,48,45,45,40,2,All
Joe Cox,,,,,,,,,,,,,,,1,19,31,0,75,79,68,71,72,66,73,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,1,7,1,53,52,48,52,47,50,39,0,All
Clarc King,,,,,,,,,,,,,,,,,0,0,33,35,30,30,33,30,31,0,All
Write-In,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,0,1,1,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,7,"3,447","3,371","3,357","3,350","3,374","3,278",0,All
