col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Allan Domb,Matt Wolfe,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Al Taubenberger,46,"2,004","2,021","2,031",341,"1,840",205,177,146,120,42,35,35,37,35,28,9,2,538,508,526,508,473,482,456,1,All
Bill Heeney,,53,"1,909","1,982",265,"1,878",118,109,52,52,24,37,36,37,23,19,13,3,420,387,388,362,333,359,342,1,All
David Oh,,,32,"1,890",366,"1,779",213,97,128,100,48,48,43,38,38,23,12,5,521,492,476,472,453,462,447,2,All
Dan Tinney,,,,39,271,"1,844",106,125,98,72,33,28,29,37,19,25,14,1,416,390,408,379,343,366,337,2,All
Allan Domb,,,,,15,159,"1,807","1,721","1,705","1,681",85,50,35,12,32,17,10,4,"1,925","1,929","1,931","1,905","1,881","1,883","1,851",0,All
Matt Wolfe,,,,,,21,67,62,41,16,18,13,26,35,17,23,11,2,295,271,286,268,242,257,242,2,All
Helen Gym,,,,,,,4,"1,742","1,721","1,710",139,74,34,17,34,10,6,1,"1,864","1,877","1,837","1,843","1,847","1,826","1,799",0,All
Katherine Gilmore Richardson,,,,,,,,3,"1,713","1,701",112,66,27,8,29,6,9,1,"1,807","1,829","1,771","1,774","1,788","1,753","1,754",0,All
Derek S Green,,,,,,,,,4,"1,736",88,59,24,9,18,11,9,2,"1,769","1,790","1,776","1,766","1,764","1,757","1,723",0,All
Isaiah Thomas,,,,,,,,,,3,94,55,24,11,16,5,8,0,"1,745","1,777","1,742","1,736","1,750","1,726","1,702",0,All
Kendra Brooks,,,,,,,,,,,0,128,35,14,28,18,12,0,185,199,169,177,173,163,164,0,All
Nicolas O'Rourke,,,,,,,,,,,,1,32,13,17,18,18,0,133,135,123,128,125,118,120,1,All
Joe Cox,,,,,,,,,,,,,0,20,14,26,24,1,82,77,70,76,72,78,68,0,All
Maj Toure,,,,,,,,,,,,,,5,6,19,6,0,35,33,30,30,32,29,25,0,All
Sherrie Cohen,,,,,,,,,,,,,,,0,11,4,0,59,57,47,47,51,46,52,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,0,10,0,35,32,35,38,33,28,26,0,All
Clarc King,,,,,,,,,,,,,,,,,0,0,28,29,27,26,26,24,25,0,All
Write-In,,,,,,,,,,,,,,,,,,1,4,5,4,4,5,6,5,1,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,4,"2,369","2,293","2,301","2,295","2,308","2,268",0,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,3,"2,331","2,330","2,338","2,300","2,285",1,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,2,"2,324","2,280","2,286","2,218",1,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,1,"2,279","2,283","2,220",1,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,,0,"2,272","2,244",1,All
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,,,,5,"2,232",1,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,1,2,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,1,All
Total,"2,562","2,407","2,406","2,384","2,292","2,096","2,088","2,000","1,942","1,907",255,193,124,97,96,73,47,14,"2,556","2,548","2,478","2,445","2,430","2,411","2,375",4,All
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Matt Wolfe,Allan Domb,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,Jennifer Schultz,James C Crumlish,Tiffany Palmer,Joshua Roberts,Carmella Jacquinto,Crystal B Powell,Anthony Kyriakakis,Write-In,1
Al Taubenberger,1,85,87,88,84,21,7,7,8,3,1,3,2,2,2,1,1,0,26,26,25,23,21,23,24,0,1
Bill Heeney,,2,81,85,86,11,6,4,4,2,2,2,4,2,1,4,0,0,18,20,16,16,12,14,14,0,1
David Oh,,,1,77,77,19,6,7,4,4,2,3,2,2,3,1,1,0,19,18,18,18,17,17,18,0,1
Dan Tinney,,,,1,85,12,4,3,7,1,2,1,4,2,0,3,1,0,19,21,20,19,17,19,19,0,1
Matt Wolfe,,,,,2,10,4,3,7,2,0,0,3,0,2,3,0,0,20,22,17,18,14,18,17,0,1
Allan Domb,,,,,,1,46,43,43,41,4,3,1,2,2,0,1,0,54,50,52,51,51,49,49,0,1
Helen Gym,,,,,,,0,43,38,41,4,3,0,0,2,1,0,0,43,45,41,43,42,41,40,0,1
Derek S Green,,,,,,,,0,38,38,2,1,1,2,1,2,1,0,39,42,38,40,39,36,38,0,1
Katherine Gilmore Richardson,,,,,,,,,0,38,3,1,0,0,1,0,0,0,44,44,43,42,44,42,40,0,1
Isaiah Thomas,,,,,,,,,,0,2,3,1,1,0,0,0,0,39,39,38,38,39,35,37,0,1
Kendra Brooks,,,,,,,,,,,0,4,0,0,1,1,0,0,5,4,6,4,6,6,4,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,0,2,0,0,0,0,4,3,5,4,5,5,4,0,1
Maj Toure,,,,,,,,,,,,,0,2,0,3,1,0,3,3,3,3,3,2,3,0,1
Joe Cox,,,,,,,,,,,,,,0,0,0,2,0,4,3,4,4,4,3,4,0,1
Sherrie Cohen,,,,,,,,,,,,,,,0,1,0,0,3,3,3,2,3,3,2,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,,0,0,2,2,2,2,2,2,2,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,,,,,,,,,,,,,,0,66,66,68,65,65,66,0,1
James C Crumlish,,,,,,,,,,,,,,,,,,,,0,63,63,61,61,63,0,1
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,,0,62,66,64,64,0,1
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,,0,61,62,62,0,1
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,,0,63,62,0,1
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,0,59,0,1
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,113,109,106,105,102,73,55,51,49,46,7,7,6,5,5,5,2,0,77,74,72,70,69,69,68,0,1
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,2
,Al Taubenberger,David Oh,Bill Heeney,Dan Tinney,Matt Wolfe,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Derek S Green,Isaiah Thomas,Kendra Brooks,Joe Cox,Nicolas O'Rourke,Maj Toure,Steve Cherniavsky,Sherrie Cohen,Clarc King,Write-In,Jennifer Schultz,Tiffany Palmer,Carmella Jacquinto,James C Crumlish,Crystal B Powell,Joshua Roberts,Anthony Kyriakakis,Write-In,2
Al Taubenberger,2,100,103,100,101,13,11,13,11,8,1,3,0,3,2,0,1,0,29,27,25,29,25,27,27,0,2
David Oh,,2,97,95,91,10,6,9,9,2,2,1,1,3,1,1,0,0,21,21,19,24,20,21,21,0,2
Bill Heeney,,,1,101,96,4,4,6,2,1,0,2,1,1,0,0,1,0,18,17,15,19,14,15,15,0,2
Dan Tinney,,,,0,100,0,6,9,4,3,0,2,1,1,1,0,2,0,19,18,16,17,15,17,15,0,2
Matt Wolfe,,,,,2,1,5,7,2,1,0,1,0,1,0,0,1,0,14,13,11,12,11,12,11,0,2
Helen Gym,,,,,,0,80,73,80,77,7,2,4,3,0,3,0,0,86,85,86,81,82,79,80,0,2
Katherine Gilmore Richardson,,,,,,,0,72,81,76,5,1,3,0,0,2,1,0,84,83,85,80,82,80,78,0,2
Allan Domb,,,,,,,,1,72,69,2,2,1,0,2,0,1,0,76,77,76,76,74,75,75,0,2
Derek S Green,,,,,,,,,0,77,4,0,5,0,0,1,0,0,82,82,83,81,80,81,80,0,2
Isaiah Thomas,,,,,,,,,,0,3,0,2,1,0,1,0,0,78,79,80,76,75,75,74,0,2
Kendra Brooks,,,,,,,,,,,0,5,6,1,3,5,2,0,8,7,9,6,9,5,5,0,2
Joe Cox,,,,,,,,,,,,0,2,1,4,2,2,0,6,4,5,4,6,4,4,0,2
Nicolas O'Rourke,,,,,,,,,,,,,0,0,1,1,2,0,7,6,6,6,6,6,6,0,2
Maj Toure,,,,,,,,,,,,,,1,1,0,0,0,2,2,2,1,2,1,2,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,0,2,1,0,2,2,2,3,3,2,2,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,2,1,2,0,3,0,0,0,2
Clarc King,,,,,,,,,,,,,,,,,0,0,3,3,2,2,2,2,2,0,2
Write-In,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,2
Jennifer Schultz,,,,,,,,,,,,,,,,,,,0,104,104,99,102,102,99,0,2
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,0,106,101,100,99,99,0,2
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,0,100,102,98,97,0,2
James C Crumlish,,,,,,,,,,,,,,,,,,,,,,0,98,100,101,0,2
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,0,99,97,0,2
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,,,,0,99,0,2
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,127,114,113,113,109,93,90,88,88,82,12,8,8,7,7,5,4,1,114,110,109,108,105,104,103,0,2
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,3
