col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Derek S Green,David Oh,Al Taubenberger,Matt Wolfe,Bill Heeney,Dan Tinney,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Daniel D Mccaffery,132,"4,286",274,97,0,"3,967","3,625","3,557","3,390","3,431",599,449,302,321,401,"1,604","1,331",328,206,107,90,64,23,All
Amanda Green-Hawkins,,16,46,49,0,"3,765","3,502","3,418","3,045","3,225",338,203,121,102,170,"1,455","1,224",281,148,81,55,60,20,All
Megan Mccarthy King,,,15,"1,830",1,145,105,137,264,123,"1,778","1,680","1,794","1,781","1,711",86,70,52,44,73,48,19,9,All
Christylee Peck,,,,5,0,97,79,83,186,88,"1,646","1,601","1,701","1,690","1,628",52,52,41,20,53,34,13,3,All
Write-In,,,,,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,All
Helen Gym,,,,,,10,"3,389","3,321","2,996","3,143",273,109,79,67,86,"1,378","1,133",243,165,48,38,28,11,All
Isaiah Thomas,,,,,,,2,"3,214","2,842","3,146",160,126,39,36,115,961,814,123,55,36,29,19,10,All
Katherine Gilmore Richardson,,,,,,,,2,"2,860","3,051",150,166,80,66,141,885,702,122,80,43,26,24,7,All
Allan Domb,,,,,,,,,28,"2,890",473,299,201,212,234,422,294,94,58,43,37,12,9,All
Derek S Green,,,,,,,,,,5,199,166,68,47,134,674,507,109,97,49,29,19,7,All
David Oh,,,,,,,,,,,59,"1,871","1,877","1,851","1,808",125,104,50,40,51,28,14,11,All
Al Taubenberger,,,,,,,,,,,,20,"1,775","1,784","1,844",34,35,21,17,40,24,8,3,All
Matt Wolfe,,,,,,,,,,,,,20,"1,959","1,812",31,39,38,17,48,27,15,2,All
Bill Heeney,,,,,,,,,,,,,,27,"1,824",26,36,24,18,37,20,10,4,All
Dan Tinney,,,,,,,,,,,,,,,14,42,25,24,10,30,20,3,1,All
Kendra Brooks,,,,,,,,,,,,,,,,2,"1,435",232,169,55,39,35,9,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,168,96,30,29,28,7,All
Joe Cox,,,,,,,,,,,,,,,,,,2,57,41,45,58,6,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,2,33,33,15,2,All
Maj Toure,,,,,,,,,,,,,,,,,,,,8,32,15,5,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,23,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"5,439","4,624","2,267","2,042",7,"4,338","3,896","3,852","3,816","3,699","2,614","2,294","2,289","2,280","2,270","1,823","1,529",405,263,193,132,89,38,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Bill Heeney,Derek S Green,Isaiah Thomas,David Oh,Al Taubenberger,Kendra Brooks,Matt Wolfe,Dan Tinney,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,1
Daniel D Mccaffery,2,53,4,0,0,56,45,36,5,42,40,5,3,29,2,0,26,5,3,1,2,2,0,1
Amanda Green-Hawkins,,0,0,2,0,50,44,36,3,37,42,5,3,22,1,0,22,3,4,0,2,1,0,1
Megan Mccarthy King,,,0,30,0,4,3,3,32,1,0,27,21,1,26,24,1,1,1,2,1,1,0,1
Christylee Peck,,,,0,0,3,3,6,30,0,1,25,24,0,25,24,2,1,0,1,1,0,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,0,46,33,3,40,37,3,1,26,3,2,22,5,1,1,0,1,0,1
Katherine Gilmore Richardson,,,,,,,0,33,3,39,39,2,1,17,1,2,16,2,1,1,1,0,0,1
Allan Domb,,,,,,,,2,9,29,32,8,7,5,4,2,6,0,0,0,1,0,0,1
Bill Heeney,,,,,,,,,4,2,2,30,26,1,29,27,0,0,1,0,0,0,0,1
Derek S Green,,,,,,,,,,0,35,1,1,14,0,0,11,4,0,0,0,0,0,1
Isaiah Thomas,,,,,,,,,,,0,2,0,11,0,0,9,1,0,0,1,1,0,1
David Oh,,,,,,,,,,,,0,25,0,28,24,2,0,0,0,0,0,0,1
