col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Sheriff,,City Commissioners,,,,All
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,All
Rochelle Bilal,62,0,"2,675","2,563",211,8,All
Write-In,,0,5,5,7,6,All
Lisa Deeley,,,67,"2,472",145,1,All
Omar Sabir,,,,28,64,0,All
Al Schmidt,,,,,507,2,All
Write-In,,,,,,0,All
Total,"2,941",14,"2,837","2,669",764,14,All
,Sheriff,,City Commissioners,,,,1
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,1
Rochelle Bilal,8,0,207,206,18,0,1
Write-In,,0,0,0,0,0,1
Omar Sabir,,,5,190,7,0,1
Lisa Deeley,,,,1,11,0,1
Al Schmidt,,,,,7,0,1
Write-In,,,,,,0,1
Total,239,0,218,215,27,0,1
,City Commissioners,,,,Sheriff,,2
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Rochelle Bilal,Write-In,2
Lisa Deeley,0,40,1,0,40,0,2
Omar Sabir,,0,0,0,39,0,2
Al Schmidt,,,4,0,1,0,2
Write-In,,,,0,0,0,2
Rochelle Bilal,,,,,0,0,2
Write-In,,,,,,0,2
Total,41,40,5,0,40,0,2
,City Commissioners,,,,Sheriff,,3
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Rochelle Bilal,Write-In,3
Lisa Deeley,3,151,13,0,160,2,3
Omar Sabir,,2,1,0,147,1,3
Al Schmidt,,,22,0,14,1,3
Write-In,,,,0,1,0,3
Rochelle Bilal,,,,,1,0,3
Write-In,,,,,,0,3
Total,173,157,38,3,168,3,3
,City Commissioners,,,,Sheriff,,4
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Rochelle Bilal,Write-In,4
Lisa Deeley,5,174,17,0,190,0,4
Omar Sabir,,2,4,0,173,0,4
Al Schmidt,,,45,0,20,0,4
Write-In,,,,0,0,0,4
Rochelle Bilal,,,,,2,0,4
Write-In,,,,,,0,4
Total,207,183,69,0,202,0,4
,Sheriff,,City Commissioners,,,,5
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,5
Rochelle Bilal,2,0,138,123,11,1,5
Write-In,,0,0,0,0,0,5
Lisa Deeley,,,5,119,9,1,5
Omar Sabir,,,,1,0,0,5
Al Schmidt,,,,,24,0,5
Write-In,,,,,,0,5
Total,148,0,145,126,35,1,5
,City Commissioners,,,,Sheriff,,6
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Rochelle Bilal,Write-In,6
Lisa Deeley,3,134,3,0,135,0,6
Omar Sabir,,2,4,0,134,0,6
Al Schmidt,,,33,0,8,0,6
Write-In,,,,0,0,0,6
Rochelle Bilal,,,,,0,0,6
Write-In,,,,,,0,6
Total,143,143,43,0,143,0,6
,Sheriff,,City Commissioners,,,,7
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,7
Rochelle Bilal,2,0,195,180,19,0,7
Write-In,,0,0,0,0,0,7
Lisa Deeley,,,8,173,17,0,7
Omar Sabir,,,,3,0,0,7
Al Schmidt,,,,,50,0,7
Write-In,,,,,,0,7
Total,210,0,207,183,73,0,7
,Sheriff,,City Commissioners,,,,8
,Rochelle Bilal,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,8
Rochelle Bilal,6,0,197,195,4,0,8
Write-In,,0,0,0,1,0,8
Omar Sabir,,,0,188,3,0,8
Lisa Deeley,,,,1,1,0,8
Al Schmidt,,,,,24,0,8
Write-In,,,,,,0,8
Total,213,1,200,199,29,0,8
,Sheriff,,City Commissioners,,,,9
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,9
Rochelle Bilal,12,0,151,146,5,2,9
Write-In,,0,2,3,1,0,9
Lisa Deeley,,,5,143,3,0,9
Omar Sabir,,,,5,3,0,9
Al Schmidt,,,,,10,0,9
Write-In,,,,,,0,9
Total,171,3,160,156,16,2,9
,City Commissioners,,,,Sheriff,,10
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Rochelle Bilal,Write-In,10
Lisa Deeley,5,107,5,0,118,0,10
Omar Sabir,,1,2,0,110,0,10
Al Schmidt,,,12,0,4,1,10
Write-In,,,,0,0,0,10
Rochelle Bilal,,,,,2,0,10
Write-In,,,,,,0,10
Total,125,114,20,2,125,1,10
,Sheriff,,City Commissioners,,,,11
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,11
Rochelle Bilal,3,0,177,167,10,0,11
Write-In,,0,0,0,0,0,11
Lisa Deeley,,,4,162,7,0,11
Omar Sabir,,,,0,3,0,11
Al Schmidt,,,,,26,0,11
Write-In,,,,,,0,11
Total,187,0,183,169,36,0,11
,Sheriff,,City Commissioners,,,,12
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,12
Rochelle Bilal,2,0,88,85,7,0,12
Write-In,,0,0,0,0,0,12
Lisa Deeley,,,5,77,5,0,12
Omar Sabir,,,,2,3,0,12
Al Schmidt,,,,,20,0,12
Write-In,,,,,,0,12
Total,98,0,93,88,28,0,12
,Sheriff,,City Commissioners,,,,13
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,13
Rochelle Bilal,4,0,142,139,11,1,13
Write-In,,0,0,0,0,0,13
Lisa Deeley,,,3,134,4,0,13
Omar Sabir,,,,0,4,0,13
Al Schmidt,,,,,26,1,13
Write-In,,,,,,0,13
Total,161,0,152,144,39,1,13
,Sheriff,,City Commissioners,,,,14
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,14
Rochelle Bilal,2,0,145,142,11,0,14
Write-In,,0,0,0,0,3,14
Lisa Deeley,,,2,136,6,0,14
Omar Sabir,,,,1,6,0,14
Al Schmidt,,,,,42,0,14
Write-In,,,,,,0,14
Total,161,2,154,151,56,3,14
,Sheriff,,City Commissioners,,,,15
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,15
Rochelle Bilal,2,0,136,138,19,1,15
Write-In,,0,1,1,1,0,15
Lisa Deeley,,,1,128,13,0,15
Omar Sabir,,,,0,6,0,15
Al Schmidt,,,,,36,0,15
Write-In,,,,,,0,15
Total,157,2,145,143,59,1,15
,Sheriff,,City Commissioners,,,,16
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,16
Rochelle Bilal,2,0,149,139,20,0,16
Write-In,,0,0,0,1,1,16
Lisa Deeley,,,4,135,10,0,16
Omar Sabir,,,,2,10,0,16
Al Schmidt,,,,,47,1,16
Write-In,,,,,,0,16
Total,165,1,160,149,73,1,16
,Sheriff,,City Commissioners,,,,17
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,17
Rochelle Bilal,2,0,98,98,12,0,17
Write-In,,0,0,0,0,0,17
Lisa Deeley,,,2,90,7,0,17
Omar Sabir,,,,2,4,0,17
Al Schmidt,,,,,38,0,17
Write-In,,,,,,0,17
Total,113,0,104,101,53,0,17
,Sheriff,,City Commissioners,,,,18
,Rochelle Bilal,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,18
Rochelle Bilal,7,0,89,90,5,0,18
Write-In,,0,0,0,0,0,18
Lisa Deeley,,,4,86,3,0,18
Omar Sabir,,,,0,1,0,18
Al Schmidt,,,,,17,0,18
Write-In,,,,,,0,18
Total,106,0,97,94,24,0,18
,City Commissioners,,,,Sheriff,,19
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Rochelle Bilal,Write-In,19
Lisa Deeley,6,105,10,0,123,0,19
Omar Sabir,,0,3,0,109,0,19
Al Schmidt,,,24,0,12,1,19
Write-In,,,,0,0,0,19
Rochelle Bilal,,,,,3,0,19
Write-In,,,,,,0,19
Total,134,110,41,0,134,1,19
