col_1,col_2,col_3,col_4,col_5,col_6,division
,Mayor,,,District Council 7th District,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Maria Quiñones Sánchez,Write-In,All
Jim Kenney,56,0,0,"1,237",0,All
Billy Ciancaglini,,45,0,23,1,All
Write-In,,,2,0,0,All
Maria Quiñones Sánchez,,,,31,0,All
Write-In,,,,,0,All
Total,"1,293",69,2,"1,291",1,All
,Mayor,,,District Council 7th District,,1
,Jim Kenney,Billy Ciancaglini,Write-In,Maria Quiñones Sánchez,Write-In,1
Jim Kenney,4,0,0,71,0,1
Billy Ciancaglini,,3,0,0,0,1
Write-In,,,0,0,0,1
Maria Quiñones Sánchez,,,,2,0,1
Write-In,,,,,0,1
Total,75,3,0,73,0,1
,Mayor,,,District Council 7th District,,2
,Jim Kenney,Billy Ciancaglini,Write-In,Maria Quiñones Sánchez,Write-In,2
Jim Kenney,2,0,0,94,0,2
Billy Ciancaglini,,1,0,1,0,2
Write-In,,,0,0,0,2
Maria Quiñones Sánchez,,,,1,0,2
Write-In,,,,,0,2
Total,96,2,0,96,0,2
,Mayor,,,District Council 7th District,,3
,Jim Kenney,Billy Ciancaglini,Write-In,Maria Quiñones Sánchez,Write-In,3
Jim Kenney,1,0,0,50,0,3
Billy Ciancaglini,,3,0,0,0,3
Write-In,,,0,0,0,3
Maria Quiñones Sánchez,,,,1,0,3
Write-In,,,,,0,3
Total,51,3,0,51,0,3
,District Council 7th District,,Mayor,,,4
,Maria Quiñones Sánchez,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,4
Maria Quiñones Sánchez,5,0,38,0,0,4
Write-In,,0,0,0,0,4
Jim Kenney,,,1,0,0,4
Billy Ciancaglini,,,,0,0,4
Write-In,,,,,0,4
Total,43,0,39,0,0,4
,District Council 7th District,,Mayor,,,5
,Maria Quiñones Sánchez,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,5
Maria Quiñones Sánchez,4,0,52,2,0,5
Write-In,,0,0,0,0,5
Jim Kenney,,,1,0,0,5
Billy Ciancaglini,,,,6,0,5
Write-In,,,,,0,5
Total,58,0,53,8,0,5
,Mayor,,,District Council 7th District,,6
,Jim Kenney,Billy Ciancaglini,Write-In,Maria Quiñones Sánchez,Write-In,6
Jim Kenney,4,0,0,29,0,6
Billy Ciancaglini,,1,0,1,0,6
Write-In,,,0,0,0,6
Maria Quiñones Sánchez,,,,3,0,6
Write-In,,,,,0,6
Total,33,2,0,33,0,6
,District Council 7th District,,Mayor,,,7
,Maria Quiñones Sánchez,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,7
Maria Quiñones Sánchez,1,0,68,4,0,7
Write-In,,0,0,0,0,7
Jim Kenney,,,1,0,0,7
Billy Ciancaglini,,,,3,0,7
Write-In,,,,,0,7
Total,73,0,69,7,0,7
,District Council 7th District,,Mayor,,,8
,Maria Quiñones Sánchez,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,8
Maria Quiñones Sánchez,2,0,65,0,0,8
Write-In,,0,0,0,0,8
Jim Kenney,,,0,0,0,8
Billy Ciancaglini,,,,3,0,8
Write-In,,,,,0,8
Total,67,0,65,3,0,8
,Mayor,,,District Council 7th District,,9
,Jim Kenney,Billy Ciancaglini,Write-In,Maria Quiñones Sánchez,Write-In,9
Jim Kenney,8,0,0,50,0,9
Billy Ciancaglini,,0,0,0,0,9
Write-In,,,0,0,0,9
Maria Quiñones Sánchez,,,,1,0,9
Write-In,,,,,0,9
Total,58,0,0,51,0,9
,District Council 7th District,,Mayor,,,10
,Maria Quiñones Sánchez,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,10
Maria Quiñones Sánchez,4,0,119,7,0,10
Write-In,,0,0,0,0,10
Jim Kenney,,,10,0,0,10
Billy Ciancaglini,,,,7,0,10
Write-In,,,,,0,10
Total,130,0,129,14,0,10
,District Council 7th District,,Mayor,,,11
,Maria Quiñones Sánchez,Write-In,Jim Kenney,Billy Ciancaglini,Write-In,11
Maria Quiñones Sánchez,0,0,63,3,0,11
Write-In,,0,0,0,0,11
Jim Kenney,,,1,0,0,11
Billy Ciancaglini,,,,3,0,11
Write-In,,,,,0,11
Total,66,0,64,6,0,11
,Mayor,,,District Council 7th District,,12
,Jim Kenney,Billy Ciancaglini,Write-In,Maria Quiñones Sánchez,Write-In,12
Jim Kenney,5,0,0,96,0,12
Billy Ciancaglini,,4,0,1,0,12
Write-In,,,1,0,0,12
Maria Quiñones Sánchez,,,,0,0,12
Write-In,,,,,0,12
Total,101,5,1,97,0,12
,Mayor,,,District Council 7th District,,13
,Jim Kenney,Billy Ciancaglini,Write-In,Maria Quiñones Sánchez,Write-In,13
Jim Kenney,2,0,0,79,0,13
Billy Ciancaglini,,2,0,0,1,13
Write-In,,,1,0,0,13
Maria Quiñones Sánchez,,,,0,0,13
Write-In,,,,,0,13
Total,81,3,1,79,1,13
