col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 1st District,,,City Commissioners,,,,All
,Mark F Squilla,Daniel Orsino,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,All
Mark F Squilla,"2,055",40,0,"22,256","21,222","2,609",138,All
Daniel Orsino,,250,0,876,527,"4,852",15,All
Write-In,,,6,32,34,7,11,All
Lisa Deeley,,,,202,"20,687","1,563",9,All
Omar Sabir,,,,,167,688,24,All
Al Schmidt,,,,,,310,20,All
Write-In,,,,,,,9,All
Total,"27,057","5,626",56,"24,158","22,712","7,900",182,All
