col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Derek S Green,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,David Oh,Matt Wolfe,Al Taubenberger,Dan Tinney,Bill Heeney,Maj Toure,Joe Cox,Clarc King,Sherrie Cohen,Steve Cherniavsky,Write-In,All
Amanda Green-Hawkins,15,"2,077",12,10,0,"2,091","2,043","1,991","1,995","1,982",179,121,38,13,15,15,7,28,18,14,16,2,1,All
Daniel D Mccaffery,,9,7,2,0,"2,016","1,972","1,918","1,925","1,928",163,109,33,15,14,10,4,23,17,10,14,1,1,All
Megan Mccarthy King,,,1,32,0,15,15,22,16,14,8,5,33,30,30,25,26,2,4,5,2,0,0,All
Christylee Peck,,,,1,0,14,8,13,11,9,8,4,25,27,24,24,25,4,3,3,1,1,0,All
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,,,,8,"2,076","2,010","2,019","2,009",121,68,30,10,14,14,4,19,12,8,11,2,1,All
Derek S Green,,,,,,,3,"2,002","1,995","2,002",95,57,27,12,16,7,3,12,13,9,7,2,1,All
Allan Domb,,,,,,,,3,"1,972","1,966",65,35,29,9,7,7,5,12,4,3,3,1,1,All
Helen Gym,,,,,,,,,1,"1,959",65,45,23,5,11,3,2,12,7,6,9,1,0,All
Katherine Gilmore Richardson,,,,,,,,,,2,51,27,17,9,13,7,4,8,5,6,6,2,1,All
Kendra Brooks,,,,,,,,,,,0,145,17,8,5,3,4,17,8,9,11,0,0,All
Nicolas O'Rourke,,,,,,,,,,,,0,11,3,1,1,1,6,2,5,6,0,0,All
David Oh,,,,,,,,,,,,,4,29,32,23,25,5,4,5,3,0,0,All
Matt Wolfe,,,,,,,,,,,,,,0,30,24,26,4,3,0,1,0,0,All
Al Taubenberger,,,,,,,,,,,,,,,0,25,27,2,3,1,0,0,0,All
Dan Tinney,,,,,,,,,,,,,,,,0,25,0,2,0,1,0,0,All
Bill Heeney,,,,,,,,,,,,,,,,,1,2,2,1,0,0,0,All
Maj Toure,,,,,,,,,,,,,,,,,,2,3,1,4,0,0,All
Joe Cox,,,,,,,,,,,,,,,,,,,0,8,2,0,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,0,1,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,0,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,275","2,157",63,49,0,"2,210","2,146","2,078","2,078","2,055",226,155,87,53,52,44,37,35,24,19,19,4,1,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Kendra Brooks,David Oh,Joe Cox,Nicolas O'Rourke,Al Taubenberger,Clarc King,Maj Toure,Matt Wolfe,Sherrie Cohen,Bill Heeney,Dan Tinney,Steve Cherniavsky,Write-In,1
Amanda Green-Hawkins,1,52,1,1,0,52,47,48,46,46,6,1,2,2,1,1,1,0,1,0,0,0,0,1
Daniel D Mccaffery,,0,0,0,0,48,47,47,46,45,5,2,2,2,1,1,0,1,0,0,0,0,0,1
Christylee Peck,,,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Megan Mccarthy King,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,,,,0,48,48,46,47,3,0,2,0,1,1,1,0,1,0,0,0,0,1
Helen Gym,,,,,,,0,47,46,45,2,2,1,1,1,0,1,0,1,0,0,0,0,1
Derek S Green,,,,,,,,0,44,46,2,0,2,0,1,1,0,0,0,0,0,0,0,1
Allan Domb,,,,,,,,,0,44,0,1,0,1,0,0,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,,,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1
Kendra Brooks,,,,,,,,,,,0,0,1,1,0,0,1,0,1,0,0,0,0,1
David Oh,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0,1
Joe Cox,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,59,55,1,1,0,54,51,50,48,48,6,3,2,2,1,1,1,1,1,0,0,0,0,1
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,2
,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Helen Gym,Kendra Brooks,Nicolas O'Rourke,Clarc King,Dan Tinney,David Oh,Al Taubenberger,Bill Heeney,Joe Cox,Maj Toure,Matt Wolfe,Sherrie Cohen,Steve Cherniavsky,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,2
Isaiah Thomas,0,126,127,126,124,4,4,2,1,1,1,0,1,1,0,0,0,0,128,126,0,0,0,2
Allan Domb,,0,122,122,124,1,1,1,1,0,0,1,0,1,0,0,0,0,122,119,1,1,0,2
Derek S Green,,,1,125,122,3,3,1,1,0,1,0,1,0,0,0,0,0,122,123,0,0,0,2
Katherine Gilmore Richardson,,,,0,122,1,1,1,1,0,1,0,1,0,0,0,0,0,123,123,0,0,0,2
Helen Gym,,,,,0,1,1,1,0,0,0,0,0,1,0,0,0,0,123,120,0,0,0,2
Kendra Brooks,,,,,,0,5,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,2
Nicolas O'Rourke,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,2
Clarc King,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,2
Dan Tinney,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,2
David Oh,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2
Al Taubenberger,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Bill Heeney,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,2
Joe Cox,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,0,0,2
Maj Toure,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,0,123,0,0,0,2
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,,0,1,0,2
Christylee Peck,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,134,128,128,127,126,6,5,2,2,2,1,1,1,1,1,0,0,0,132,128,2,1,0,2
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,3
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Clarc King,Dan Tinney,Joe Cox,Matt Wolfe,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Write-In,3
Daniel D Mccaffery,0,112,0,0,0,110,110,109,107,108,4,2,0,0,0,0,0,1,0,0,0,0,0,3
Amanda Green-Hawkins,,0,1,0,0,110,109,109,107,108,3,2,1,0,0,1,0,1,0,0,0,0,0,3
Megan Mccarthy King,,,0,1,0,1,0,0,1,0,0,1,2,1,1,1,1,0,1,0,0,0,0,3
