col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Matt Wolfe,Dan Tinney,Joe Cox,Al Taubenberger,Bill Heeney,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Daniel D Mccaffery,7,"2,083",34,22,0,"1,994","1,872","1,847","1,823","1,688",569,479,71,76,22,19,70,16,8,35,18,9,6,All
Amanda Green-Hawkins,,9,15,11,0,"1,948","1,881","1,851","1,789","1,673",534,450,79,58,19,16,65,12,8,30,14,12,6,All
Megan Mccarthy King,,,1,73,0,47,32,29,34,30,27,20,78,10,69,64,7,64,58,16,6,5,2,All
Christylee Peck,,,,0,0,32,21,18,24,16,24,13,70,12,61,59,8,63,56,16,7,4,2,All
Write-In,,,,,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Helen Gym,,,,,,5,"1,815","1,811","1,775","1,710",481,399,81,69,17,16,56,15,4,26,13,3,2,All
Isaiah Thomas,,,,,,,3,"1,798","1,761","1,626",320,269,51,25,11,12,25,11,4,14,8,8,1,All
Katherine Gilmore Richardson,,,,,,,,2,"1,719","1,621",331,265,24,31,10,14,24,13,5,17,7,9,1,All
Derek S Green,,,,,,,,,2,"1,641",276,205,48,49,11,12,26,14,2,20,5,6,0,All
Allan Domb,,,,,,,,,,0,162,109,58,15,17,14,12,17,6,12,6,1,2,All
Kendra Brooks,,,,,,,,,,,0,531,29,73,8,11,65,1,2,26,11,8,5,All
Nicolas O'Rourke,,,,,,,,,,,,0,22,45,4,0,46,0,1,16,8,5,4,All
David Oh,,,,,,,,,,,,,28,7,73,62,8,66,58,16,4,4,1,All
Sherrie Cohen,,,,,,,,,,,,,,1,2,0,27,3,2,17,6,3,4,All
Matt Wolfe,,,,,,,,,,,,,,,0,64,3,59,59,10,2,3,2,All
Dan Tinney,,,,,,,,,,,,,,,,0,2,59,57,5,1,0,1,All
Joe Cox,,,,,,,,,,,,,,,,,0,1,0,10,8,5,3,All
Al Taubenberger,,,,,,,,,,,,,,,,,,0,58,6,3,1,2,All
Bill Heeney,,,,,,,,,,,,,,,,,,,0,3,0,1,1,All
Maj Toure,,,,,,,,,,,,,,,,,,,,2,7,5,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,2,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,253","2,235",131,112,1,"2,150","2,012","1,965","1,936","1,788",668,552,206,102,96,87,86,84,71,60,24,17,8,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Kendra Brooks,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Nicolas O'Rourke,Allan Domb,Dan Tinney,Joe Cox,Sherrie Cohen,Al Taubenberger,David Oh,Matt Wolfe,Steve Cherniavsky,Bill Heeney,Maj Toure,Write-In,Clarc King,1
Daniel D Mccaffery,0,120,7,1,0,110,86,87,77,76,72,62,5,12,10,5,3,2,7,2,6,3,1,1
Amanda Green-Hawkins,,0,1,0,0,104,79,88,81,72,67,59,6,9,8,4,3,2,4,3,4,3,0,1
Megan Mccarthy King,,,0,3,0,6,6,4,2,3,5,3,3,1,0,3,4,4,3,3,2,0,1,1
Christylee Peck,,,,0,0,1,2,0,0,1,2,1,3,0,0,4,3,4,0,3,0,0,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,0,77,83,76,71,62,66,7,5,2,6,3,2,3,1,3,1,0,1
Kendra Brooks,,,,,,,0,57,45,42,84,24,5,9,9,0,1,1,4,0,5,2,1,1
Katherine Gilmore Richardson,,,,,,,,0,68,59,44,48,5,4,5,4,1,1,2,2,2,1,0,1
Isaiah Thomas,,,,,,,,,0,53,39,47,3,3,2,2,3,1,1,1,1,1,0,1
Derek S Green,,,,,,,,,,0,34,47,3,5,6,3,3,2,0,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,0,15,0,6,4,0,0,0,2,0,3,2,1,1
Allan Domb,,,,,,,,,,,,0,4,2,2,6,5,4,2,1,1,1,0,1
Dan Tinney,,,,,,,,,,,,,0,0,0,3,4,5,0,3,0,0,0,1
Joe Cox,,,,,,,,,,,,,,0,6,1,0,0,4,0,1,2,0,1
Sherrie Cohen,,,,,,,,,,,,,,,0,1,0,0,2,0,1,2,0,1
Al Taubenberger,,,,,,,,,,,,,,,,0,5,4,1,4,0,0,0,1
David Oh,,,,,,,,,,,,,,,,,0,7,1,4,1,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,,,,0,1,4,1,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,4,0,1,1
Bill Heeney,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,,,0,0,1,1
Write-In,,,,,,,,,,,,,,,,,,,,,,0,0,1
Clarc King,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,136,131,11,6,0,125,103,100,90,85,85,72,12,12,11,10,10,9,7,6,6,3,1,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Sherrie Cohen,Joe Cox,Bill Heeney,Clarc King,Maj Toure,Matt Wolfe,Steve Cherniavsky,Dan Tinney,Write-In,2
Amanda Green-Hawkins,0,114,3,0,0,107,104,104,102,99,28,18,3,2,3,3,0,2,2,1,1,0,0,2
Daniel D Mccaffery,,0,0,1,0,108,103,102,101,96,29,22,3,1,3,3,0,1,2,0,2,0,0,2
Megan Mccarthy King,,,1,2,0,2,2,2,2,3,1,0,2,2,1,0,1,1,0,1,0,1,0,2
Christylee Peck,,,,0,0,1,0,0,1,0,1,1,2,1,0,0,1,0,0,1,1,1,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Helen Gym,,,,,,0,102,104,100,96,23,16,2,1,2,1,0,0,2,0,2,0,0,2
Derek S Green,,,,,,,0,100,101,95,18,12,1,1,4,1,0,1,1,0,0,0,0,2
Katherine Gilmore Richardson,,,,,,,,0,100,95,16,11,1,2,0,0,1,0,1,0,1,0,0,2
Isaiah Thomas,,,,,,,,,0,94,15,12,2,0,0,0,0,0,0,0,1,0,0,2
Allan Domb,,,,,,,,,,0,11,6,2,3,1,1,1,1,1,0,0,0,0,2
Kendra Brooks,,,,,,,,,,,0,23,1,0,3,3,0,1,2,0,2,0,0,2
Nicolas O'Rourke,,,,,,,,,,,,0,0,0,3,2,0,1,0,0,2,0,0,2
David Oh,,,,,,,,,,,,,0,2,0,0,1,0,0,1,0,1,0,2
Al Taubenberger,,,,,,,,,,,,,,0,1,0,2,1,0,1,0,1,0,2
Sherrie Cohen,,,,,,,,,,,,,,,0,1,0,1,0,0,0,0,0,2
Joe Cox,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,2
Bill Heeney,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,2
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,,,,,,0,0,1,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Dan Tinney,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,122,119,6,3,0,115,111,110,109,103,33,23,5,4,4,3,2,2,2,2,2,1,0,2
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,3
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Derek S Green,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Maj Toure,Matt Wolfe,Al Taubenberger,Clarc King,Dan Tinney,Joe Cox,Steve Cherniavsky,Bill Heeney,Write-In,3
Amanda Green-Hawkins,1,140,3,3,0,134,132,130,125,125,22,15,8,6,3,2,1,1,2,3,1,1,0,3
Daniel D Mccaffery,,2,5,0,0,134,127,125,124,123,22,17,9,2,1,2,2,1,2,3,1,1,0,3
Megan Mccarthy King,,,0,1,0,8,3,3,1,3,2,2,6,3,3,4,2,1,2,0,1,1,0,3
Christylee Peck,,,,0,0,1,1,2,0,1,2,1,1,4,4,1,1,2,0,0,2,1,0,3
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Helen Gym,,,,,,0,129,127,127,124,19,15,9,6,3,3,2,1,3,3,1,1,0,3
Isaiah Thomas,,,,,,,0,128,120,125,11,7,5,2,0,1,1,1,1,2,1,1,0,3
Katherine Gilmore Richardson,,,,,,,,1,118,119,15,9,1,2,3,1,0,2,0,2,1,0,0,3
Allan Domb,,,,,,,,,0,120,8,6,5,2,0,0,1,0,1,0,0,0,0,3
Derek S Green,,,,,,,,,,0,10,7,5,3,0,1,1,0,1,1,0,1,0,3
Kendra Brooks,,,,,,,,,,,0,18,1,4,3,1,0,2,1,3,0,0,0,3
Nicolas O'Rourke,,,,,,,,,,,,0,1,3,2,0,0,1,0,1,2,0,0,3
David Oh,,,,,,,,,,,,,0,2,2,3,3,0,2,0,1,1,0,3
Sherrie Cohen,,,,,,,,,,,,,,0,4,0,1,1,0,0,2,1,0,3
Maj Toure,,,,,,,,,,,,,,,0,1,1,2,0,0,2,0,0,3
Matt Wolfe,,,,,,,,,,,,,,,,0,1,1,2,0,0,1,0,3
Al Taubenberger,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,3
Dan Tinney,,,,,,,,,,,,,,,,,,,0,0,0,1,0,3
Joe Cox,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Bill Heeney,,,,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,157,152,10,5,0,146,138,137,131,131,27,21,13,9,6,5,3,3,3,3,3,2,0,3
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,4
,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Bill Heeney,Joe Cox,Matt Wolfe,Al Taubenberger,Dan Tinney,Sherrie Cohen,Write-In,Clarc King,Maj Toure,Steve Cherniavsky,4
Daniel D Mccaffery,0,119,3,0,0,112,110,107,107,99,28,23,3,0,5,1,0,0,3,2,0,0,0,4
Amanda Green-Hawkins,,0,1,0,0,113,108,105,108,98,28,23,3,0,4,0,0,0,1,2,0,0,0,4
Christylee Peck,,,0,4,0,2,3,2,0,1,3,1,6,4,1,4,4,4,2,0,0,0,0,4
Megan Mccarthy King,,,,0,0,3,2,1,1,2,1,1,4,5,0,4,4,4,0,0,0,0,0,4
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Isaiah Thomas,,,,,,1,106,109,107,100,18,14,3,1,1,0,0,0,0,0,0,0,0,4
Helen Gym,,,,,,,1,103,102,101,20,15,2,0,3,0,0,0,2,0,0,0,0,4
Derek S Green,,,,,,,,1,104,98,12,8,2,0,1,0,0,0,1,0,0,0,0,4
Katherine Gilmore Richardson,,,,,,,,,0,98,14,11,2,0,2,0,0,0,0,0,0,0,0,4
Allan Domb,,,,,,,,,,0,7,4,2,0,0,0,0,0,0,0,0,0,0,4
Kendra Brooks,,,,,,,,,,,0,26,2,0,5,0,0,0,3,2,0,0,0,4
Nicolas O'Rourke,,,,,,,,,,,,0,1,0,3,0,0,0,2,2,0,0,0,4
David Oh,,,,,,,,,,,,,0,4,0,4,4,4,1,0,0,0,0,4
Bill Heeney,,,,,,,,,,,,,,0,0,4,4,4,0,0,0,0,0,4
Joe Cox,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,4
Matt Wolfe,,,,,,,,,,,,,,,,0,4,4,0,0,0,0,0,4
Al Taubenberger,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,4
Dan Tinney,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,2,0,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Maj Toure,,,,,,,,,,,,,,,,,,,,,,0,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,128,126,8,7,0,122,117,114,112,104,32,26,8,5,5,5,4,4,3,2,0,0,0,4
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,5
,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,Helen Gym,Kendra Brooks,Katherine Gilmore Richardson,Nicolas O'Rourke,Isaiah Thomas,Derek S Green,Allan Domb,David Oh,Sherrie Cohen,Dan Tinney,Matt Wolfe,Joe Cox,Al Taubenberger,Bill Heeney,Maj Toure,Write-In,Clarc King,Steve Cherniavsky,5
Daniel D Mccaffery,0,160,4,3,0,152,127,121,110,111,90,74,6,13,4,2,6,0,0,2,1,1,0,5
Amanda Green-Hawkins,,1,2,1,0,144,116,115,103,107,82,73,7,8,4,3,5,0,0,1,1,1,0,5
Christylee Peck,,,0,11,0,6,4,4,4,3,3,3,11,2,9,9,1,9,8,1,1,0,1,5
Megan Mccarthy King,,,,0,0,4,4,2,2,1,3,2,11,1,10,10,1,9,8,2,1,0,1,5
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Helen Gym,,,,,,1,120,108,102,103,78,79,9,18,4,3,9,0,0,3,1,0,1,5
Kendra Brooks,,,,,,,0,75,125,67,46,36,5,16,4,2,7,0,0,2,1,0,0,5
Katherine Gilmore Richardson,,,,,,,,0,64,99,71,61,1,4,5,1,2,0,0,0,0,1,0,5
Nicolas O'Rourke,,,,,,,,,0,58,37,28,5,11,0,1,3,0,0,1,0,0,0,5
Isaiah Thomas,,,,,,,,,,0,73,55,3,5,2,1,2,0,0,1,0,1,0,5
Derek S Green,,,,,,,,,,,1,56,1,6,2,0,2,0,0,1,0,1,0,5
Allan Domb,,,,,,,,,,,,0,7,0,4,2,0,1,0,2,1,0,0,5
David Oh,,,,,,,,,,,,,0,0,9,9,1,9,8,2,1,0,1,5
Sherrie Cohen,,,,,,,,,,,,,,0,0,0,5,0,0,2,0,0,0,5
Dan Tinney,,,,,,,,,,,,,,,0,8,1,8,8,0,0,0,1,5
Matt Wolfe,,,,,,,,,,,,,,,,0,1,8,8,0,1,0,0,5
Joe Cox,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,5
Al Taubenberger,,,,,,,,,,,,,,,,,,0,8,1,1,0,0,5
Bill Heeney,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Maj Toure,,,,,,,,,,,,,,,,,,,,0,1,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,0,0,0,5
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,178,168,17,15,0,174,145,126,125,119,96,84,19,18,14,12,10,9,8,4,2,1,1,5
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,6
,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,David Oh,Kendra Brooks,Nicolas O'Rourke,Matt Wolfe,Sherrie Cohen,Al Taubenberger,Dan Tinney,Bill Heeney,Maj Toure,Joe Cox,Steve Cherniavsky,Clarc King,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,6
Helen Gym,1,238,236,237,227,20,24,16,3,9,0,0,0,3,4,2,1,0,248,238,9,3,1,6
Derek S Green,,0,236,232,227,5,15,4,2,6,0,0,0,5,2,2,1,0,240,229,8,3,1,6
Isaiah Thomas,,,1,234,222,5,14,8,2,5,0,0,0,1,0,2,1,0,237,232,3,0,1,6
Katherine Gilmore Richardson,,,,0,221,4,16,10,2,4,0,0,0,3,1,0,1,0,237,231,3,0,1,6
Allan Domb,,,,,0,5,11,3,2,4,1,0,0,3,1,1,0,0,222,217,5,3,1,6
David Oh,,,,,,27,3,1,11,1,10,9,9,1,1,1,0,0,7,7,13,11,0,6
Kendra Brooks,,,,,,,0,21,1,7,0,0,0,2,2,0,0,0,29,23,3,2,0,6
Nicolas O'Rourke,,,,,,,,0,0,4,0,0,0,0,2,0,0,0,19,18,0,1,0,6
Matt Wolfe,,,,,,,,,0,0,10,9,9,1,0,1,0,0,3,2,11,12,0,6
Sherrie Cohen,,,,,,,,,,0,0,0,0,1,1,0,0,0,8,6,1,1,0,6
Al Taubenberger,,,,,,,,,,,0,9,9,0,0,1,0,0,0,0,10,10,0,6
