col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Allan Domb,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Al Taubenberger,Dan Tinney,Bill Heeney,David Oh,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Clarc King,Joe Cox,Maj Toure,Steve Cherniavsky,Write-In,2
Daniel D Mccaffery,1,27,1,1,0,25,25,26,26,25,4,2,3,5,2,3,2,1,0,0,0,1,0,2
Amanda Green-Hawkins,,0,0,1,0,24,26,25,25,25,1,1,0,1,0,4,3,2,0,0,0,1,0,2
Megan Mccarthy King,,,0,18,0,1,0,0,0,0,17,17,16,14,16,1,1,0,1,1,1,0,0,2
Christylee Peck,,,,0,0,1,1,0,0,0,17,18,16,14,16,1,2,1,1,1,1,0,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Allan Domb,,,,,,0,25,25,24,23,3,2,1,3,0,0,1,1,0,0,0,0,0,2
Helen Gym,,,,,,,0,25,26,24,0,1,0,2,0,2,1,2,0,0,0,1,0,2
Derek S Green,,,,,,,,0,26,25,1,0,0,2,0,1,1,0,0,0,0,1,0,2
Isaiah Thomas,,,,,,,,,0,25,0,0,0,2,0,2,1,1,0,0,0,1,0,2
Katherine Gilmore Richardson,,,,,,,,,,0,1,0,0,0,0,2,1,1,0,0,0,1,0,2
Al Taubenberger,,,,,,,,,,,1,22,20,18,19,0,0,0,0,0,0,0,0,2
Dan Tinney,,,,,,,,,,,,1,19,17,19,0,1,1,0,0,0,0,0,2
Bill Heeney,,,,,,,,,,,,,0,17,19,0,0,0,0,0,0,0,0,2
David Oh,,,,,,,,,,,,,,0,16,0,0,0,0,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Kendra Brooks,,,,,,,,,,,,,,,,0,3,1,1,1,1,0,0,2
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,1,1,1,1,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Clarc King,,,,,,,,,,,,,,,,,,,0,1,1,0,0,2
Joe Cox,,,,,,,,,,,,,,,,,,,,0,1,0,0,2
Maj Toure,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,32,29,21,20,0,28,28,27,27,26,25,25,20,20,20,5,4,2,1,1,1,1,0,2
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,3
,David Oh,Allan Domb,Al Taubenberger,Isaiah Thomas,Helen Gym,Dan Tinney,Katherine Gilmore Richardson,Matt Wolfe,Bill Heeney,Derek S Green,Kendra Brooks,Sherrie Cohen,Nicolas O'Rourke,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,3
David Oh,1,28,96,7,9,87,7,83,85,9,3,3,0,0,0,0,1,0,26,15,85,75,0,3
Allan Domb,,2,15,87,89,10,82,6,10,85,2,1,0,1,1,1,0,0,94,83,11,8,0,3
Al Taubenberger,,,4,7,3,85,9,83,81,6,2,5,0,1,1,1,1,0,20,12,80,75,0,3
Isaiah Thomas,,,,0,89,3,87,1,3,87,9,2,7,2,0,1,0,0,87,90,1,3,0,3
Helen Gym,,,,,0,2,85,1,1,85,7,1,6,2,1,0,0,0,86,84,4,3,0,3
Dan Tinney,,,,,,1,3,81,83,4,0,2,0,0,0,2,1,0,15,6,79,71,0,3
Katherine Gilmore Richardson,,,,,,,0,5,3,82,6,1,5,0,0,0,0,0,83,81,5,8,0,3
Matt Wolfe,,,,,,,,2,81,1,0,1,0,0,0,0,0,0,7,4,81,78,0,3
Bill Heeney,,,,,,,,,0,1,1,1,0,0,0,1,0,0,10,7,77,71,0,3
Derek S Green,,,,,,,,,,0,2,1,2,1,0,0,1,0,82,82,3,2,0,3
Kendra Brooks,,,,,,,,,,,0,2,7,3,2,1,0,0,10,10,1,1,0,3
Sherrie Cohen,,,,,,,,,,,,0,0,2,2,3,0,0,2,4,3,3,0,3
Nicolas O'Rourke,,,,,,,,,,,,,0,1,0,0,0,0,7,7,0,0,0,3
Joe Cox,,,,,,,,,,,,,,0,2,1,0,0,2,2,1,1,0,3
Maj Toure,,,,,,,,,,,,,,,0,1,0,0,1,1,1,1,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,0,0,0,1,1,1,2,0,3
Clarc King,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,3
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,0,90,10,6,0,3
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,0,0,2,0,3
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,,4,79,0,3
Christylee Peck,,,,,,,,,,,,,,,,,,,,,,1,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,119,118,114,103,99,96,96,96,93,93,12,10,7,4,4,3,1,0,115,106,102,91,0,3
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,4
,Al Taubenberger,Dan Tinney,Bill Heeney,Matt Wolfe,David Oh,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Kendra Brooks,Nicolas O'Rourke,Steve Cherniavsky,Joe Cox,Maj Toure,Sherrie Cohen,Clarc King,Write-In,Megan Mccarthy King,Christylee Peck,Daniel D Mccaffery,Amanda Green-Hawkins,Write-In,4
Al Taubenberger,2,177,160,160,149,23,8,9,4,5,0,2,1,1,2,0,0,0,168,154,42,12,0,4
Dan Tinney,,5,166,156,144,22,10,9,7,7,1,1,2,0,1,0,0,0,168,155,39,10,0,4
Bill Heeney,,,0,151,140,15,8,7,3,2,1,1,1,0,1,1,0,1,159,145,27,7,0,4
Matt Wolfe,,,,1,139,14,11,8,3,3,0,2,1,1,0,1,0,0,156,140,24,9,0,4
David Oh,,,,,0,22,15,3,3,9,2,2,2,2,0,1,0,0,141,126,32,15,0,4
Allan Domb,,,,,,0,43,40,37,37,0,0,2,1,0,1,0,1,16,7,55,42,0,4
Helen Gym,,,,,,,0,44,39,45,8,3,1,0,0,0,0,0,10,7,48,46,0,4
Katherine Gilmore Richardson,,,,,,,,0,44,42,6,3,1,1,0,0,1,0,8,7,44,41,0,4
Isaiah Thomas,,,,,,,,,0,42,6,4,0,1,0,1,1,0,3,1,48,40,0,4
Derek S Green,,,,,,,,,,1,7,4,0,1,0,0,1,0,3,2,43,41,0,4
Kendra Brooks,,,,,,,,,,,0,5,1,0,0,0,0,0,0,1,8,8,0,4
Nicolas O'Rourke,,,,,,,,,,,,0,0,1,0,0,0,0,2,1,5,4,0,4
Steve Cherniavsky,,,,,,,,,,,,,0,2,0,0,0,0,0,1,1,3,0,4
Joe Cox,,,,,,,,,,,,,,0,0,0,1,0,1,1,2,2,0,4
Maj Toure,,,,,,,,,,,,,,,0,0,0,0,1,1,1,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,4
Clarc King,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,4
Write-In,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,4
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,0,159,20,5,0,4
Christylee Peck,,,,,,,,,,,,,,,,,,,,0,7,1,0,4
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,,0,51,0,4
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,211,210,190,180,170,72,65,58,55,54,10,7,5,4,2,2,1,1,195,172,108,62,0,4
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,5
,Al Taubenberger,David Oh,Dan Tinney,Matt Wolfe,Bill Heeney,Allan Domb,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Maj Toure,Clarc King,Write-In,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,5
Al Taubenberger,1,111,104,100,102,10,7,2,4,2,2,1,0,2,2,5,0,0,25,102,100,3,0,5
David Oh,,3,98,98,95,16,7,3,4,3,3,2,2,2,4,6,1,0,26,95,93,13,0,5
Dan Tinney,,,1,98,95,9,5,1,6,2,4,2,0,0,0,0,0,0,19,92,94,6,0,5
Matt Wolfe,,,,0,96,4,2,1,1,1,0,1,1,1,1,2,0,0,8,94,94,4,0,5
Bill Heeney,,,,,0,6,3,1,2,1,0,0,0,0,0,2,0,0,11,93,91,2,0,5
Allan Domb,,,,,,0,82,79,78,79,9,3,3,2,3,1,1,0,90,9,4,79,0,5
Helen Gym,,,,,,,0,78,80,74,12,7,3,3,0,0,2,0,87,3,1,80,0,5
Isaiah Thomas,,,,,,,,1,80,81,9,6,6,3,3,0,1,0,82,4,4,81,0,5
Katherine Gilmore Richardson,,,,,,,,,0,75,9,6,3,1,1,0,2,0,85,5,5,82,0,5
Derek S Green,,,,,,,,,,0,4,2,2,2,2,0,0,0,77,6,3,76,0,5
Kendra Brooks,,,,,,,,,,,0,13,3,3,1,1,0,0,14,1,3,12,0,5
Nicolas O'Rourke,,,,,,,,,,,,0,3,3,2,1,0,0,10,1,2,8,0,5
Joe Cox,,,,,,,,,,,,,0,3,2,1,3,0,6,0,0,5,0,5
Sherrie Cohen,,,,,,,,,,,,,,0,1,0,1,0,4,1,1,3,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,0,2,0,0,4,2,1,3,0,5
Maj Toure,,,,,,,,,,,,,,,,0,1,0,3,5,3,1,0,5
Clarc King,,,,,,,,,,,,,,,,,0,0,3,0,0,3,0,5
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,1,10,5,93,0,5
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,0,100,0,0,5
Christylee Peck,,,,,,,,,,,,,,,,,,,,,1,3,0,5
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,2,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,129,128,115,108,105,99,93,92,92,85,20,14,9,7,7,6,3,0,124,114,112,101,0,5
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,6
,Dan Tinney,Al Taubenberger,David Oh,Bill Heeney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Steve Cherniavsky,Clarc King,Maj Toure,Write-In,Megan Mccarthy King,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Write-In,6
Dan Tinney,1,66,65,66,64,7,2,4,5,0,2,1,0,0,1,0,0,0,64,11,3,57,0,6
Al Taubenberger,,0,61,64,61,8,3,4,2,2,2,1,2,0,0,0,0,0,63,10,4,54,0,6
David Oh,,,0,60,61,6,4,3,7,2,1,0,3,0,1,0,0,0,61,15,6,51,0,6
Bill Heeney,,,,0,61,7,3,1,2,0,1,0,1,0,0,0,0,0,60,7,5,55,0,6
Matt Wolfe,,,,,0,5,2,6,2,1,2,1,3,1,0,0,0,0,61,8,4,52,0,6
Allan Domb,,,,,,3,51,49,51,47,4,1,1,0,1,0,0,0,10,55,50,7,0,6
Helen Gym,,,,,,,0,54,53,50,6,5,2,3,1,0,0,0,3,57,56,2,0,6
Katherine Gilmore Richardson,,,,,,,,0,52,47,5,4,3,2,2,0,0,0,7,55,52,4,0,6
Isaiah Thomas,,,,,,,,,0,49,2,1,0,0,0,0,0,0,5,56,50,1,0,6
Derek S Green,,,,,,,,,,0,0,1,0,1,0,0,0,0,1,49,48,0,0,6
Kendra Brooks,,,,,,,,,,,0,4,2,1,0,0,0,0,3,5,5,4,0,6
Nicolas O'Rourke,,,,,,,,,,,,0,1,3,1,0,0,0,1,5,4,2,0,6
Sherrie Cohen,,,,,,,,,,,,,0,0,0,0,0,0,4,3,3,1,0,6
Joe Cox,,,,,,,,,,,,,,0,1,0,0,0,0,3,3,0,0,6
Steve Cherniavsky,,,,,,,,,,,,,,,0,0,0,0,1,1,1,2,0,6
Clarc King,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6
Maj Toure,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,1,11,2,60,0,6
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,0,58,2,0,6
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,0,1,0,6
Christylee Peck,,,,,,,,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,79,76,76,74,72,66,61,61,57,50,9,6,6,3,3,0,0,0,79,76,64,64,0,6
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,7
,Al Taubenberger,Dan Tinney,David Oh,Matt Wolfe,Bill Heeney,Katherine Gilmore Richardson,Helen Gym,Isaiah Thomas,Allan Domb,Derek S Green,Kendra Brooks,Maj Toure,Nicolas O'Rourke,Clarc King,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Write-In,Megan Mccarthy King,Christylee Peck,Daniel D Mccaffery,Amanda Green-Hawkins,Write-In,7
Al Taubenberger,3,103,91,89,90,7,3,6,5,5,1,2,0,1,0,0,0,0,94,89,20,7,0,7
Dan Tinney,,1,84,89,85,6,2,6,3,5,0,0,0,1,0,0,0,0,85,83,17,4,0,7
David Oh,,,0,88,79,3,6,3,8,2,1,1,0,0,0,1,0,0,79,78,13,7,0,7
Matt Wolfe,,,,0,84,1,2,3,6,1,0,1,0,0,0,0,0,0,83,79,10,3,0,7
Bill Heeney,,,,,2,2,1,1,2,0,0,2,0,1,0,0,0,0,80,77,7,1,0,7
Katherine Gilmore Richardson,,,,,,0,43,43,39,42,2,1,2,1,1,1,0,0,2,4,45,45,0,7
Helen Gym,,,,,,,0,39,41,37,4,1,3,1,2,2,1,0,0,1,44,45,0,7
Isaiah Thomas,,,,,,,,1,38,42,2,0,2,0,1,0,0,0,1,3,44,43,0,7
Allan Domb,,,,,,,,,1,37,0,1,0,0,1,1,1,0,3,4,40,40,0,7
Derek S Green,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,2,42,39,0,7
Kendra Brooks,,,,,,,,,,,0,0,3,1,1,0,0,0,0,0,3,4,0,7
Maj Toure,,,,,,,,,,,,0,0,0,0,0,1,0,2,1,2,1,0,7
Nicolas O'Rourke,,,,,,,,,,,,,0,1,1,0,0,0,0,0,2,3,0,7
Clarc King,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,0,7
Joe Cox,,,,,,,,,,,,,,,0,1,0,0,0,0,2,2,0,7
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,0,7
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,7
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,0,86,5,1,0,7
Christylee Peck,,,,,,,,,,,,,,,,,,,,0,6,0,0,7
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,,0,47,0,7
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,3,0,7
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,7
Total,124,111,100,98,95,53,49,49,48,46,4,3,3,2,2,2,1,0,98,93,68,60,0,7
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,8
,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Amanda Green-Hawkins,Write-In,Al Taubenberger,Dan Tinney,David Oh,Allan Domb,Helen Gym,Matt Wolfe,Bill Heeney,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,8
Daniel D Mccaffery,3,5,8,69,0,18,17,11,76,74,4,5,70,69,65,12,4,4,4,3,2,1,0,8
Megan Mccarthy King,,1,71,3,0,73,76,70,7,4,70,68,4,6,4,3,0,1,1,2,1,0,0,8
Christylee Peck,,,0,1,0,73,76,72,8,4,68,68,5,3,1,3,1,3,0,0,0,0,0,8
Amanda Green-Hawkins,,,,2,0,9,4,4,67,68,3,2,65,62,64,5,3,1,2,1,1,1,0,8
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Al Taubenberger,,,,,,0,90,82,14,4,78,76,6,7,3,4,1,2,0,0,1,0,0,8
Dan Tinney,,,,,,,0,82,11,5,79,78,5,8,3,6,1,3,0,1,1,0,0,8
David Oh,,,,,,,,2,6,3,73,76,1,1,1,1,1,2,0,0,0,0,0,8
Allan Domb,,,,,,,,,0,71,3,3,72,69,65,5,0,2,0,0,1,0,0,8
Helen Gym,,,,,,,,,,0,2,0,70,66,65,10,4,2,3,2,1,1,0,8
Matt Wolfe,,,,,,,,,,,0,72,3,0,1,1,0,2,0,0,0,0,0,8
Bill Heeney,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,8
Derek S Green,,,,,,,,,,,,,0,66,67,3,1,2,0,0,0,0,0,8
Katherine Gilmore Richardson,,,,,,,,,,,,,,0,64,6,0,0,1,2,1,0,0,8
Isaiah Thomas,,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,0,8
Kendra Brooks,,,,,,,,,,,,,,,,0,5,2,4,3,1,1,0,8
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,8
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,8
Joe Cox,,,,,,,,,,,,,,,,,,,0,2,1,1,0,8
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,0,0,8
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,1,0,8
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,8
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,8
Total,100,83,81,78,0,99,99,88,86,82,80,78,77,74,71,15,5,5,4,3,2,1,0,8
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,9
,Al Taubenberger,Matt Wolfe,Dan Tinney,David Oh,Bill Heeney,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Nicolas O'Rourke,Joe Cox,Kendra Brooks,Sherrie Cohen,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,Megan Mccarthy King,Daniel D Mccaffery,Christylee Peck,Amanda Green-Hawkins,Write-In,9
Al Taubenberger,3,95,98,97,96,17,14,7,6,6,2,2,1,2,3,2,1,0,91,35,92,16,0,9
Matt Wolfe,,0,89,89,90,10,9,5,4,1,3,2,2,2,3,1,1,0,89,19,84,5,0,9
Dan Tinney,,,1,88,87,10,4,3,2,3,0,3,0,0,1,0,1,0,82,22,85,4,0,9
David Oh,,,,1,88,14,10,2,5,4,1,2,2,1,2,0,1,0,82,28,76,11,0,9
Bill Heeney,,,,,1,6,4,3,0,2,2,0,2,1,1,1,0,0,86,19,80,3,0,9
Allan Domb,,,,,,0,63,58,57,52,1,1,2,0,1,0,0,0,13,68,9,63,0,9
Helen Gym,,,,,,,0,60,61,59,2,1,3,4,0,0,0,0,7,68,6,69,0,9
Katherine Gilmore Richardson,,,,,,,,0,56,57,2,2,2,3,1,0,0,0,6,62,2,63,0,9
Derek S Green,,,,,,,,,0,57,1,0,1,1,0,0,0,0,5,59,2,61,0,9
Isaiah Thomas,,,,,,,,,,0,1,1,1,3,0,0,0,0,4,60,1,60,0,9
Nicolas O'Rourke,,,,,,,,,,,0,1,4,0,0,1,1,0,2,4,1,3,0,9
Joe Cox,,,,,,,,,,,,0,0,1,0,1,2,0,0,3,1,3,0,9
Kendra Brooks,,,,,,,,,,,,,0,0,0,0,0,0,2,3,0,3,0,9
Sherrie Cohen,,,,,,,,,,,,,,0,1,0,0,0,3,2,2,3,0,9
Maj Toure,,,,,,,,,,,,,,,0,0,0,0,3,0,4,0,0,9
Clarc King,,,,,,,,,,,,,,,,0,1,0,1,0,2,1,0,9
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,9
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,9
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,0,11,87,4,0,9
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,1,11,75,0,9
Christylee Peck,,,,,,,,,,,,,,,,,,,,,0,1,0,9
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,,,2,0,9
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,9
Total,132,110,109,109,105,80,79,68,65,63,6,5,5,5,4,2,2,0,110,106,103,85,0,9
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,10
