col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Billy Ciancaglini,Jim Kenney,Write-In,Bill Heeney,David Oh,Dan Tinney,Al Taubenberger,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Steve Cherniavsky,Sherrie Cohen,Clarc King,Write-In,All
Billy Ciancaglini,68,0,0,"1,642","1,361","1,390","1,366","1,325",280,143,153,128,105,50,45,54,43,49,27,19,0,All
Jim Kenney,,23,0,87,115,79,87,45,"1,031","1,080","1,027","1,006","1,021",160,112,28,38,19,35,13,0,All
Write-In,,,1,7,5,2,5,4,7,5,4,5,6,2,2,1,2,2,1,0,7,All
Bill Heeney,,,,7,"1,311","1,356","1,328","1,309",212,68,89,32,37,25,25,31,26,23,11,9,0,All
David Oh,,,,,2,"1,209","1,219","1,181",201,107,59,74,62,31,29,22,26,20,19,11,2,All
Dan Tinney,,,,,,3,"1,255","1,213",131,45,74,55,46,22,17,19,15,19,7,9,0,All
Al Taubenberger,,,,,,,4,"1,190",131,57,68,56,39,21,16,24,15,15,15,8,0,All
Matt Wolfe,,,,,,,,1,97,34,53,33,6,11,13,24,19,21,6,6,0,All
Allan Domb,,,,,,,,,5,"1,057","1,006","1,016",992,65,37,11,19,16,15,6,1,All
Helen Gym,,,,,,,,,,0,"1,054","1,025","1,038",123,88,15,21,11,28,5,0,All
Katherine Gilmore Richardson,,,,,,,,,,,1,"1,011","1,025",96,61,10,14,6,16,7,0,All
Derek S Green,,,,,,,,,,,,1,"1,030",76,50,14,10,11,15,3,0,All
Isaiah Thomas,,,,,,,,,,,,,1,91,63,13,11,7,12,5,0,All
Kendra Brooks,,,,,,,,,,,,,,0,132,20,30,22,30,12,1,All
Nicolas O'Rourke,,,,,,,,,,,,,,,0,6,20,16,13,7,0,All
Maj Toure,,,,,,,,,,,,,,,,1,20,18,13,10,0,All
Joe Cox,,,,,,,,,,,,,,,,,0,17,16,19,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,13,4,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,5,1,All
Clarc King,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,026","1,313",20,"1,766","1,503","1,495","1,485","1,389","1,358","1,253","1,209","1,162","1,151",221,166,89,86,70,66,35,8,All
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Billy Ciancaglini,Jim Kenney,Write-In,Bill Heeney,Dan Tinney,David Oh,Al Taubenberger,Matt Wolfe,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Helen Gym,Isaiah Thomas,Maj Toure,Kendra Brooks,Joe Cox,Nicolas O'Rourke,Clarc King,Sherrie Cohen,Steve Cherniavsky,Write-In,1
Billy Ciancaglini,6,0,0,106,92,85,82,85,18,12,10,10,4,6,4,3,3,1,0,2,0,1
Jim Kenney,,2,0,10,7,7,8,3,37,35,35,31,32,4,5,4,3,2,2,0,0,1
Write-In,,,0,0,0,1,0,0,2,2,2,3,3,0,0,0,0,0,0,0,0,1
Bill Heeney,,,,0,89,83,82,89,16,10,6,5,2,6,2,2,3,0,1,1,0,1
Dan Tinney,,,,,0,75,76,73,8,5,4,1,2,2,2,0,1,0,0,0,0,1
David Oh,,,,,,0,77,74,12,3,5,7,2,5,2,3,0,0,0,1,0,1
Al Taubenberger,,,,,,,0,74,9,2,4,5,1,5,2,1,0,1,0,0,0,1
Matt Wolfe,,,,,,,,0,5,6,4,2,0,6,0,3,2,0,1,0,0,1
Allan Domb,,,,,,,,,0,38,39,36,36,0,2,2,2,0,0,1,0,1
Katherine Gilmore Richardson,,,,,,,,,,0,40,37,37,2,4,0,2,1,1,0,0,1
Derek S Green,,,,,,,,,,,0,36,35,2,3,0,2,0,1,0,0,1
Helen Gym,,,,,,,,,,,,0,32,2,5,1,2,0,1,0,0,1
Isaiah Thomas,,,,,,,,,,,,,0,2,2,0,0,1,0,0,0,1
Maj Toure,,,,,,,,,,,,,,0,3,2,0,2,1,0,0,1
Kendra Brooks,,,,,,,,,,,,,,,0,2,3,2,1,0,0,1
Joe Cox,,,,,,,,,,,,,,,,0,1,2,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,0,1,1,0,1
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,135,53,4,119,101,96,93,91,61,51,48,45,41,11,9,7,6,3,2,2,0,1
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,2
