col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Council At Large,,,,,,,,,,,,,,,,,,District Council 6th District,,,All
,Bill Heeney,Dan Tinney,David Oh,Al Taubenberger,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Steve Cherniavsky,Sherrie Cohen,Clarc King,Write-In,Bobby Henon,Pete Smith,Write-In,All
Bill Heeney,24,991,949,965,959,160,52,68,28,29,16,21,27,19,18,8,6,0,355,875,0,All
Dan Tinney,,1,862,898,873,103,32,56,39,30,16,13,16,10,16,3,6,0,241,798,0,All
David Oh,,,2,874,847,145,79,40,51,40,20,17,18,16,17,11,4,2,259,778,0,All
Al Taubenberger,,,,3,852,99,41,50,40,27,13,10,22,10,10,8,5,0,234,790,0,All
Matt Wolfe,,,,,2,76,25,40,25,3,7,10,19,14,17,4,4,0,197,779,0,All
Allan Domb,,,,,,4,486,456,467,438,35,16,10,10,11,6,2,0,576,89,0,All
Helen Gym,,,,,,,1,485,460,457,73,48,12,13,9,17,4,0,527,48,0,All
Katherine Gilmore Richardson,,,,,,,,1,450,455,56,33,8,11,5,13,6,0,516,44,0,All
Derek S Green,,,,,,,,,1,455,38,22,10,6,8,11,1,0,487,40,0,All
Isaiah Thomas,,,,,,,,,,2,43,28,8,7,5,8,3,0,471,31,0,All
Kendra Brooks,,,,,,,,,,,0,69,16,17,16,18,8,0,74,30,0,All
Nicolas O'Rourke,,,,,,,,,,,,0,5,10,12,7,5,0,53,22,0,All
Maj Toure,,,,,,,,,,,,,1,14,12,9,9,0,34,29,0,All
Joe Cox,,,,,,,,,,,,,,0,9,8,12,0,36,16,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,0,9,3,0,29,15,0,All
