col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,District Council 10th District,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Brian O'Neill,Judy Moore,Write-In,Dan Tinney,Bill Heeney,Al Taubenberger,David Oh,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,All
Brian O'Neill,113,0,0,"4,653","4,154","4,128","3,820","3,686",716,365,322,316,279,74,83,108,74,43,55,28,1,All
Judy Moore,,97,0,950,635,595,653,444,"2,389","2,307","2,295","2,190","2,188",285,201,71,106,74,43,46,6,All
Write-In,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Dan Tinney,,,,44,"4,287","4,250","3,922","3,870",639,269,310,252,217,82,78,84,62,35,45,20,2,All
Bill Heeney,,,,,22,"3,903","3,739","3,749",429,157,164,69,93,41,58,76,51,25,33,22,2,All
Al Taubenberger,,,,,,7,"3,754","3,583",429,210,195,188,135,50,45,69,47,39,33,18,1,All
David Oh,,,,,,,6,"3,513",525,286,135,193,166,74,68,68,53,25,33,30,1,All
Matt Wolfe,,,,,,,,3,248,78,110,82,31,24,41,53,39,19,24,14,3,All
Allan Domb,,,,,,,,,9,"2,315","2,217","2,199","2,175",122,87,23,40,25,23,10,2,All
Helen Gym,,,,,,,,,,5,"2,229","2,156","2,179",196,122,22,38,45,13,14,1,All
Katherine Gilmore Richardson,,,,,,,,,,,2,"2,199","2,210",151,84,24,34,31,10,15,2,All
Derek S Green,,,,,,,,,,,,1,"2,217",95,66,17,30,25,4,12,2,All
Isaiah Thomas,,,,,,,,,,,,,2,126,89,17,38,13,5,15,1,All
Kendra Brooks,,,,,,,,,,,,,,1,196,35,51,46,28,19,1,All
Nicolas O'Rourke,,,,,,,,,,,,,,,0,18,43,24,23,16,0,All
Maj Toure,,,,,,,,,,,,,,,,11,41,30,28,17,1,All
Joe Cox,,,,,,,,,,,,,,,,,0,34,39,45,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,29,10,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,2,19,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,1,All
Total,"5,756","3,674",1,"5,731","4,872","4,795","4,527","4,176","3,147","2,710","2,652","2,536","2,507",379,299,199,190,128,111,82,8,All
,Council At Large,,,,,,,,,,,,,,,,,,District Council 10th District,,,1
,Dan Tinney,David Oh,Bill Heeney,Matt Wolfe,Al Taubenberger,Allan Domb,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Helen Gym,Maj Toure,Nicolas O'Rourke,Joe Cox,Kendra Brooks,Clarc King,Sherrie Cohen,Steve Cherniavsky,Write-In,Judy Moore,Brian O'Neill,Write-In,1
Dan Tinney,1,67,63,68,60,8,8,9,6,6,8,3,3,3,2,0,0,0,23,75,0,1
David Oh,,0,61,59,57,7,3,4,3,6,6,4,2,1,1,0,0,0,15,62,0,1
Bill Heeney,,,0,59,52,4,1,4,2,3,4,2,2,0,1,0,0,0,13,56,0,1
Matt Wolfe,,,,0,54,3,3,0,2,0,4,1,1,0,2,0,0,0,10,58,0,1
Al Taubenberger,,,,,0,3,7,4,6,3,4,1,1,0,0,0,0,0,9,57,0,1
Allan Domb,,,,,,0,51,55,54,52,0,2,1,1,0,0,1,0,61,4,0,1
Derek S Green,,,,,,,0,53,53,49,1,3,1,2,0,1,0,0,56,7,0,1
Isaiah Thomas,,,,,,,,0,55,53,0,2,3,1,0,0,1,0,56,6,0,1
Katherine Gilmore Richardson,,,,,,,,,0,51,0,0,1,1,0,0,1,0,55,6,0,1
Helen Gym,,,,,,,,,,0,1,2,0,2,0,0,1,0,52,6,0,1
Maj Toure,,,,,,,,,,,0,2,2,2,1,1,0,0,1,9,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,1,4,0,1,0,0,5,3,0,1
Joe Cox,,,,,,,,,,,,,0,0,1,0,0,0,2,3,0,1
Kendra Brooks,,,,,,,,,,,,,,0,0,1,0,0,3,2,0,1
Clarc King,,,,,,,,,,,,,,,0,0,0,0,0,2,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,1,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,1,0,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,1
Judy Moore,,,,,,,,,,,,,,,,,,,3,0,0,1
Brian O'Neill,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,101,77,70,69,67,66,64,64,61,60,10,8,5,5,2,1,1,0,89,84,0,1
,Council At Large,,,,,,,,,,,,,,,,,,District Council 10th District,,,2
