col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,District Council 2nd District,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Kenyatta Johnson,Michael Bradley,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Matt Wolfe,Al Taubenberger,Dan Tinney,Bill Heeney,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Kenyatta Johnson,76,0,0,"4,452","4,537","4,245","4,252","3,773","1,513","1,233",174,55,60,50,29,196,151,87,32,57,26,All
Michael Bradley,,33,0,309,244,214,231,273,195,150,377,332,320,301,317,73,52,73,36,18,2,All
Write-In,,,2,123,83,77,70,68,96,78,13,5,7,2,1,18,11,7,13,4,8,All
Helen Gym,,,,9,"4,457","4,253","4,153","3,909","1,461","1,174",174,42,57,29,23,206,171,73,42,27,17,All
Isaiah Thomas,,,,,11,"4,322","4,251","3,793","1,277","1,024",125,27,51,24,19,141,95,50,32,28,21,All
Katherine Gilmore Richardson,,,,,,5,"4,097","3,672","1,040",804,78,28,30,25,9,103,75,39,22,32,15,All
Derek S Green,,,,,,,6,"3,762",904,646,129,34,53,22,12,117,113,55,30,29,17,All
Allan Domb,,,,,,,,9,499,331,175,59,70,59,43,73,57,39,31,16,14,All
Kendra Brooks,,,,,,,,,5,"1,725",107,20,27,17,7,209,186,73,45,40,9,All
Nicolas O'Rourke,,,,,,,,,,1,69,18,18,11,8,155,118,46,27,31,9,All
David Oh,,,,,,,,,,,10,318,308,293,291,25,20,28,17,9,2,All
Matt Wolfe,,,,,,,,,,,,2,288,279,303,9,5,29,7,5,1,All
Al Taubenberger,,,,,,,,,,,,,0,278,284,11,6,26,13,2,0,All
Dan Tinney,,,,,,,,,,,,,,1,279,6,7,19,6,1,1,All
Bill Heeney,,,,,,,,,,,,,,,2,3,3,18,5,5,0,All
Joe Cox,,,,,,,,,,,,,,,,2,54,41,26,55,2,All
Sherrie Cohen,,,,,,,,,,,,,,,,,1,31,21,14,4,All
Maj Toure,,,,,,,,,,,,,,,,,,1,30,18,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,1,13,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,1,1,All
Write-In,,,,,,,,,,,,,,,,,,,,,2,All
Total,"5,458",836,148,"5,276","5,178","4,790","4,758","4,294","2,191","1,787",611,406,403,366,360,343,258,181,99,89,44,All
,Council At Large,,,,,,,,,,,,,,,,,,District Council 2nd District,,,1
,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Joe Cox,Sherrie Cohen,Dan Tinney,Maj Toure,Matt Wolfe,Bill Heeney,Steve Cherniavsky,Clarc King,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,1
Helen Gym,0,113,110,108,101,47,35,6,4,3,4,1,3,1,1,1,0,0,105,15,7,1
Derek S Green,,1,103,101,98,28,16,4,3,6,5,1,4,1,0,1,2,1,99,14,7,1
Isaiah Thomas,,,0,103,93,30,22,5,2,6,4,2,2,0,0,3,1,0,100,12,2,1
Katherine Gilmore Richardson,,,,0,90,27,20,0,3,4,2,2,1,1,0,1,2,0,96,10,4,1
Allan Domb,,,,,0,17,6,9,3,4,3,3,0,1,1,2,0,0,85,13,6,1
Kendra Brooks,,,,,,0,42,6,1,3,5,1,2,0,0,2,0,0,39,5,3,1
Nicolas O'Rourke,,,,,,,0,1,1,2,4,1,1,0,0,1,1,0,29,2,1,1
David Oh,,,,,,,,0,4,1,1,4,0,4,4,2,0,0,2,7,2,1
Al Taubenberger,,,,,,,,,0,0,0,6,1,4,4,0,0,0,3,5,1,1
Joe Cox,,,,,,,,,,0,1,0,1,0,0,1,1,0,6,2,0,1
Sherrie Cohen,,,,,,,,,,,0,0,2,1,0,1,2,0,5,2,1,1
Dan Tinney,,,,,,,,,,,,0,1,4,4,1,0,0,2,6,0,1
Maj Toure,,,,,,,,,,,,,0,1,1,2,1,0,5,2,0,1
Matt Wolfe,,,,,,,,,,,,,,0,5,0,2,1,1,4,2,1
Bill Heeney,,,,,,,,,,,,,,,0,0,0,0,1,3,1,1
Steve Cherniavsky,,,,,,,,,,,,,,,,0,1,0,1,2,0,1
Clarc King,,,,,,,,,,,,,,,,,0,1,2,1,1,1
Write-In,,,,,,,,,,,,,,,,,,0,0,0,1,1
Kenyatta Johnson,,,,,,,,,,,,,,,,,,,3,0,0,1
Michael Bradley,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,1,1
Total,139,126,126,120,109,61,43,13,9,9,9,8,7,7,5,5,4,1,128,22,9,1
,Council At Large,,,,,,,,,,,,,,,,,,District Council 2nd District,,,2
,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Joe Cox,Matt Wolfe,Maj Toure,Bill Heeney,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,2
Helen Gym,0,114,99,94,87,60,49,6,2,1,5,0,5,0,5,2,1,0,103,10,7,2
Isaiah Thomas,,0,94,89,83,49,40,3,1,1,5,1,4,0,2,2,0,1,97,9,6,2
Katherine Gilmore Richardson,,,0,87,77,34,26,3,1,1,4,2,1,1,2,0,1,0,94,6,2,2
Derek S Green,,,,0,75,30,22,3,1,2,0,1,4,0,4,1,0,1,94,7,1,2
Allan Domb,,,,,0,23,16,2,4,3,3,3,3,2,0,1,0,0,78,11,3,2
Kendra Brooks,,,,,,0,63,2,0,0,4,0,3,0,6,1,0,1,49,7,7,2
Nicolas O'Rourke,,,,,,,0,1,0,0,3,0,1,0,4,1,0,1,38,7,7,2
David Oh,,,,,,,,0,7,6,0,4,0,5,0,0,0,0,6,5,1,2
Al Taubenberger,,,,,,,,,0,6,0,4,0,5,0,0,0,0,2,7,0,2
Dan Tinney,,,,,,,,,,0,0,5,0,5,0,0,0,0,2,6,0,2
Joe Cox,,,,,,,,,,,0,1,1,1,1,2,1,0,4,1,1,2
Matt Wolfe,,,,,,,,,,,,0,1,5,0,0,0,0,1,6,0,2
Maj Toure,,,,,,,,,,,,,0,0,0,2,0,0,4,2,0,2
Bill Heeney,,,,,,,,,,,,,,0,0,0,0,0,0,6,0,2
Sherrie Cohen,,,,,,,,,,,,,,,0,0,0,0,5,1,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,0,0,0,1,0,0,2
Clarc King,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Write-In,,,,,,,,,,,,,,,,,,0,1,0,0,2
Kenyatta Johnson,,,,,,,,,,,,,,,,,,,1,0,0,2
Michael Bradley,,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,0,2
Total,138,126,111,108,101,79,64,12,9,8,8,8,7,6,6,3,1,1,128,21,7,2
,District Council 2nd District,,,Council At Large,,,,,,,,,,,,,,,,,,3
,Kenyatta Johnson,Michael Bradley,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Derek S Green,Kendra Brooks,Nicolas O'Rourke,David Oh,Dan Tinney,Sherrie Cohen,Matt Wolfe,Al Taubenberger,Bill Heeney,Maj Toure,Joe Cox,Steve Cherniavsky,Clarc King,Write-In,3
Kenyatta Johnson,3,0,0,129,128,126,121,122,35,27,8,4,5,3,1,2,4,4,1,2,0,3
Michael Bradley,,0,0,12,6,5,10,7,6,2,11,10,5,8,8,8,4,3,2,0,0,3
Write-In,,,0,5,2,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1,3
Helen Gym,,,,0,124,122,125,119,36,26,6,3,6,1,1,1,3,6,2,1,1,3
Isaiah Thomas,,,,,0,122,114,123,26,20,7,1,4,1,0,0,1,2,0,1,0,3
Katherine Gilmore Richardson,,,,,,0,117,121,23,16,5,2,3,1,1,0,3,1,1,0,1,3
Allan Domb,,,,,,,0,114,16,12,8,5,7,3,0,3,4,5,2,2,0,3
Derek S Green,,,,,,,,0,20,13,4,1,4,0,0,0,2,2,0,0,0,3
Kendra Brooks,,,,,,,,,0,37,5,1,4,0,1,0,2,2,1,0,1,3
Nicolas O'Rourke,,,,,,,,,,0,3,1,3,0,0,0,2,2,1,0,1,3
David Oh,,,,,,,,,,,1,9,0,10,8,10,2,0,2,0,0,3
Dan Tinney,,,,,,,,,,,,0,4,8,9,8,3,2,2,0,0,3
Sherrie Cohen,,,,,,,,,,,,,0,1,0,0,2,3,1,1,0,3
Matt Wolfe,,,,,,,,,,,,,,0,7,10,1,0,0,0,0,3
Al Taubenberger,,,,,,,,,,,,,,,0,7,1,0,2,0,0,3
Bill Heeney,,,,,,,,,,,,,,,,0,1,0,0,0,0,3
Maj Toure,,,,,,,,,,,,,,,,,0,3,1,1,0,3
Joe Cox,,,,,,,,,,,,,,,,,,0,0,2,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,0,3
Total,155,22,5,151,140,139,137,135,50,38,21,16,12,11,10,10,9,8,4,2,1,3
,District Council 2nd District,,,Council At Large,,,,,,,,,,,,,,,,,,4
,Kenyatta Johnson,Michael Bradley,Write-In,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Helen Gym,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Dan Tinney,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Al Taubenberger,Maj Toure,Matt Wolfe,Bill Heeney,Clarc King,Write-In,4
Kenyatta Johnson,0,0,0,85,84,82,75,67,30,26,4,1,2,2,1,1,1,0,0,0,0,4
Michael Bradley,,0,0,3,2,2,1,2,1,0,4,3,0,0,1,2,0,3,2,0,0,4
Write-In,,,0,2,2,3,3,1,3,1,1,0,0,0,2,0,2,0,0,0,0,4
Isaiah Thomas,,,,0,83,82,73,64,23,18,2,1,1,3,2,1,1,0,0,0,0,4
Derek S Green,,,,,0,82,73,66,22,17,3,0,2,0,3,1,1,0,0,0,0,4
Katherine Gilmore Richardson,,,,,,0,73,63,21,15,2,1,3,2,3,1,2,0,0,0,0,4
Helen Gym,,,,,,,0,63,24,20,6,0,2,3,1,1,2,0,0,0,0,4
Allan Domb,,,,,,,,0,9,7,3,1,2,0,3,0,0,0,0,0,0,4
Kendra Brooks,,,,,,,,,0,32,5,0,2,3,2,0,3,0,0,0,0,4
Nicolas O'Rourke,,,,,,,,,,0,4,0,2,3,1,0,1,0,0,0,0,4
David Oh,,,,,,,,,,,0,3,0,0,0,2,1,3,2,0,0,4
Dan Tinney,,,,,,,,,,,,0,0,0,0,2,0,3,2,0,0,4
Joe Cox,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,0,0,1,0,0,0,0,4
Al Taubenberger,,,,,,,,,,,,,,,,0,0,2,2,0,0,4
Maj Toure,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Matt Wolfe,,,,,,,,,,,,,,,,,,0,2,0,0,4
Bill Heeney,,,,,,,,,,,,,,,,,,,0,0,0,4
Clarc King,,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,0,4
Total,98,6,4,93,92,92,86,72,39,32,10,4,4,4,4,3,3,3,2,0,0,4
,District Council 2nd District,,,Council At Large,,,,,,,,,,,,,,,,,,5
,Kenyatta Johnson,Michael Bradley,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,Matt Wolfe,Sherrie Cohen,Al Taubenberger,Bill Heeney,David Oh,Maj Toure,Dan Tinney,Joe Cox,Write-In,Clarc King,Steve Cherniavsky,5
Kenyatta Johnson,4,0,0,156,153,147,149,132,34,26,1,4,0,0,1,2,0,2,2,0,0,5
Michael Bradley,,1,0,11,10,10,9,7,4,2,5,1,5,5,2,3,4,1,0,0,0,5
Write-In,,,0,3,3,2,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,5
Helen Gym,,,,0,154,156,154,137,33,20,4,3,2,2,3,4,1,3,1,0,0,5
Isaiah Thomas,,,,,0,157,153,136,33,20,2,4,1,0,1,1,0,4,2,0,0,5
Derek S Green,,,,,,0,151,135,30,18,1,2,0,0,2,1,0,3,2,0,0,5
Katherine Gilmore Richardson,,,,,,,0,136,27,15,1,3,1,1,0,2,0,2,2,0,0,5
Allan Domb,,,,,,,,0,11,8,1,0,2,1,1,0,0,2,1,0,0,5
Kendra Brooks,,,,,,,,,0,32,0,6,0,0,1,1,0,2,0,0,0,5
Nicolas O'Rourke,,,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,5
Matt Wolfe,,,,,,,,,,,0,0,4,4,3,2,4,0,0,0,0,5
Sherrie Cohen,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,5
Al Taubenberger,,,,,,,,,,,,,0,4,2,1,3,0,0,0,0,5
Bill Heeney,,,,,,,,,,,,,,0,2,2,4,0,0,0,0,5
David Oh,,,,,,,,,,,,,,,0,0,2,0,0,0,0,5
Maj Toure,,,,,,,,,,,,,,,,0,2,0,0,0,0,5
Dan Tinney,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Joe Cox,,,,,,,,,,,,,,,,,,0,0,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,0,0,0,5
Clarc King,,,,,,,,,,,,,,,,,,,,0,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,5
Total,178,18,3,177,174,168,168,145,49,33,7,6,5,5,5,5,4,4,2,0,0,5
,Council At Large,,,,,,,,,,,,,,,,,,District Council 2nd District,,,6
,Isaiah Thomas,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Bill Heeney,Matt Wolfe,Maj Toure,Joe Cox,Steve Cherniavsky,Sherrie Cohen,Clarc King,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,6
Isaiah Thomas,2,130,138,126,123,29,19,6,2,2,2,0,2,2,2,1,1,1,134,14,1,6
Helen Gym,,0,128,121,123,31,23,7,0,1,1,1,4,4,2,2,0,1,128,13,1,6
Katherine Gilmore Richardson,,,0,124,120,26,18,2,1,0,1,1,1,2,1,0,1,1,133,8,0,6
Derek S Green,,,,0,118,18,11,7,3,2,0,2,3,1,2,1,1,0,122,10,2,6
Allan Domb,,,,,0,14,9,9,4,3,4,1,2,1,2,0,0,1,116,16,2,6
Kendra Brooks,,,,,,0,33,3,2,1,0,1,2,4,1,2,1,0,33,5,1,6
Nicolas O'Rourke,,,,,,,0,2,1,0,0,1,0,2,1,1,0,0,26,4,1,6
David Oh,,,,,,,,0,9,7,6,5,0,0,1,1,0,0,7,9,1,6
Al Taubenberger,,,,,,,,,0,6,5,5,0,0,0,0,0,0,5,6,0,6
Dan Tinney,,,,,,,,,,0,5,3,1,0,1,0,0,0,3,5,0,6
Bill Heeney,,,,,,,,,,,0,4,0,0,0,0,0,0,0,7,0,6
Matt Wolfe,,,,,,,,,,,,0,0,0,0,0,0,0,2,5,0,6
Maj Toure,,,,,,,,,,,,,0,1,2,0,0,0,4,2,0,6
Joe Cox,,,,,,,,,,,,,,0,0,0,0,0,3,1,0,6
Steve Cherniavsky,,,,,,,,,,,,,,,0,0,0,0,1,2,1,6
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,2,0,0,6
Clarc King,,,,,,,,,,,,,,,,,0,0,1,0,0,6
Write-In,,,,,,,,,,,,,,,,,,0,1,0,0,6
Kenyatta Johnson,,,,,,,,,,,,,,,,,,,1,0,0,6
Michael Bradley,,,,,,,,,,,,,,,,,,,,1,0,6
Write-In,,,,,,,,,,,,,,,,,,,,,1,6
Total,158,150,149,139,138,46,35,18,11,8,7,7,6,5,4,2,1,1,156,25,3,6
,Council At Large,,,,,,,,,,,,,,,,,,District Council 2nd District,,,7
