col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,All
Al Schmidt,"1,636",239,58,1,274,253,276,268,277,231,199,3,All
Lisa Deeley,,55,"1,474",0,"1,613","1,617","1,591","1,591","1,585","1,530","1,487",2,All
Omar Sabir,,,18,1,"1,454","1,476","1,464","1,444","1,445","1,419","1,362",1,All
Write-In,,,,2,1,2,2,1,2,1,1,0,All
Jennifer Schultz,,,,,9,"1,727","1,693","1,686","1,647","1,646","1,577",1,All
Tiffany Palmer,,,,,,11,"1,713","1,677","1,670","1,639","1,585",1,All
Anthony Kyriakakis,,,,,,,7,"1,653","1,694","1,635","1,550",2,All
Carmella Jacquinto,,,,,,,,15,"1,639","1,635","1,574",0,All
James C Crumlish,,,,,,,,,14,"1,624","1,547",1,All
Joshua Roberts,,,,,,,,,,2,"1,542",1,All
Crystal B Powell,,,,,,,,,,,5,1,All
Write-In,,,,,,,,,,,,1,All
Total,"2,108","1,926","1,613",6,"1,854","1,854","1,828","1,815","1,812","1,711","1,635",5,All
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Carmella Jacquinto,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Crystal B Powell,James C Crumlish,Joshua Roberts,Write-In,1
Al Schmidt,72,10,2,0,12,8,8,8,9,7,7,0,1
Lisa Deeley,,5,23,0,29,30,29,27,26,27,26,0,1
Omar Sabir,,,0,0,23,23,23,22,22,22,22,0,1
Write-In,,,,0,0,0,0,0,0,0,0,0,1
Carmella Jacquinto,,,,,2,32,32,28,28,29,29,0,1
Tiffany Palmer,,,,,,0,31,29,29,30,30,0,1
Jennifer Schultz,,,,,,,0,28,27,29,30,0,1
Anthony Kyriakakis,,,,,,,,0,27,31,28,0,1
Crystal B Powell,,,,,,,,,0,27,27,0,1
James C Crumlish,,,,,,,,,,0,29,0,1
Joshua Roberts,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,0,1
Total,93,43,26,0,40,36,35,32,32,32,31,0,1
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,2
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Carmella Jacquinto,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Tiffany Palmer,Joshua Roberts,Crystal B Powell,Write-In,2
Al Schmidt,145,9,2,0,11,12,13,12,12,10,10,0,2
Lisa Deeley,,3,51,0,64,62,62,59,62,60,54,0,2
Omar Sabir,,,1,0,51,53,51,52,52,52,49,0,2
Write-In,,,,0,0,0,0,0,0,0,0,0,2
Carmella Jacquinto,,,,,1,62,62,62,62,62,58,0,2
Jennifer Schultz,,,,,,2,62,60,63,62,58,0,2
Anthony Kyriakakis,,,,,,,0,64,61,61,56,0,2
James C Crumlish,,,,,,,,1,60,62,57,0,2
Tiffany Palmer,,,,,,,,,1,60,57,0,2
Joshua Roberts,,,,,,,,,,0,58,0,2
Crystal B Powell,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,0,2
Total,167,75,56,0,72,71,70,70,69,67,62,0,2
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,3
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Jennifer Schultz,Tiffany Palmer,Carmella Jacquinto,Anthony Kyriakakis,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,3
Al Schmidt,125,9,1,0,13,13,14,10,13,9,6,0,3
Lisa Deeley,,6,37,0,45,46,44,44,43,43,42,0,3
Omar Sabir,,,0,0,37,38,36,35,36,36,37,0,3
Write-In,,,,0,0,0,0,0,0,0,0,0,3
Jennifer Schultz,,,,,1,50,46,49,50,48,45,0,3
Tiffany Palmer,,,,,,1,48,49,47,47,45,0,3
Carmella Jacquinto,,,,,,,2,47,46,45,44,0,3
Anthony Kyriakakis,,,,,,,,0,47,45,44,0,3
James C Crumlish,,,,,,,,,0,45,44,0,3
Joshua Roberts,,,,,,,,,,0,44,0,3
Crystal B Powell,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,0,3
Total,150,58,39,0,57,57,55,52,52,48,46,0,3
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,4
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Jennifer Schultz,Tiffany Palmer,Joshua Roberts,Carmella Jacquinto,James C Crumlish,Anthony Kyriakakis,Crystal B Powell,Write-In,4
Al Schmidt,78,13,0,0,9,9,10,7,8,8,7,0,4
Lisa Deeley,,0,39,0,49,45,45,46,46,45,43,0,4
Omar Sabir,,,0,0,37,37,37,36,37,37,34,0,4
Write-In,,,,1,0,0,0,0,0,0,0,0,4
Jennifer Schultz,,,,,1,47,46,45,45,45,43,0,4
Tiffany Palmer,,,,,,0,45,45,44,44,42,0,4
Joshua Roberts,,,,,,,0,42,45,46,40,0,4
Carmella Jacquinto,,,,,,,,1,42,42,43,0,4
James C Crumlish,,,,,,,,,0,46,40,0,4
Anthony Kyriakakis,,,,,,,,,,0,40,0,4
Crystal B Powell,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,0,4
Total,96,58,40,1,53,50,49,48,48,47,44,0,4
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,5
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Carmella Jacquinto,Crystal B Powell,James C Crumlish,Jennifer Schultz,Anthony Kyriakakis,Joshua Roberts,Tiffany Palmer,Write-In,5
Al Schmidt,80,13,0,0,8,7,8,9,9,7,7,0,5
Lisa Deeley,,5,52,0,62,62,62,62,60,60,60,0,5
Omar Sabir,,,0,0,53,53,53,52,52,52,52,0,5
Write-In,,,,0,0,0,0,0,0,0,0,0,5
Carmella Jacquinto,,,,,2,62,61,63,60,61,61,0,5
Crystal B Powell,,,,,,0,62,61,61,61,61,0,5
James C Crumlish,,,,,,,0,61,62,61,60,0,5
Jennifer Schultz,,,,,,,,0,61,61,61,0,5
Anthony Kyriakakis,,,,,,,,,0,61,60,0,5
Joshua Roberts,,,,,,,,,,0,60,0,5
Tiffany Palmer,,,,,,,,,,,1,0,5
Write-In,,,,,,,,,,,,0,5
Total,95,75,53,0,66,64,64,64,63,62,62,0,5
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,6
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Anthony Kyriakakis,James C Crumlish,Jennifer Schultz,Joshua Roberts,Tiffany Palmer,Carmella Jacquinto,Crystal B Powell,Write-In,6
Al Schmidt,122,22,1,0,24,24,25,21,18,20,18,0,6
Lisa Deeley,,4,56,0,70,70,71,70,70,67,67,0,6
Omar Sabir,,,0,0,53,53,50,53,52,53,51,0,6
Write-In,,,,0,0,0,0,0,0,0,0,0,6
Anthony Kyriakakis,,,,,2,81,74,73,73,74,70,0,6
James C Crumlish,,,,,,2,74,73,73,71,70,0,6
Jennifer Schultz,,,,,,,0,75,76,72,73,0,6
Joshua Roberts,,,,,,,,1,74,76,74,0,6
Tiffany Palmer,,,,,,,,,0,74,75,0,6
Carmella Jacquinto,,,,,,,,,,1,72,0,6
Crystal B Powell,,,,,,,,,,,1,0,6
Write-In,,,,,,,,,,,,0,6
Total,166,94,58,0,89,87,87,86,85,84,80,0,6
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,7
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,James C Crumlish,Jennifer Schultz,Anthony Kyriakakis,Tiffany Palmer,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,7
Al Schmidt,90,10,2,0,13,13,11,9,11,10,9,0,7
Lisa Deeley,,4,53,0,59,57,59,57,54,55,50,0,7
Omar Sabir,,,1,0,53,51,54,51,50,51,45,0,7
Write-In,,,,0,0,0,0,0,0,0,0,0,7
James C Crumlish,,,,,2,62,62,60,58,59,53,0,7
Jennifer Schultz,,,,,,0,59,59,59,60,54,0,7
Anthony Kyriakakis,,,,,,,0,60,58,60,53,0,7
Tiffany Palmer,,,,,,,,2,58,58,54,0,7
Carmella Jacquinto,,,,,,,,,1,57,53,0,7
Joshua Roberts,,,,,,,,,,0,53,0,7
Crystal B Powell,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,0,7
Total,110,72,58,0,69,67,65,63,62,61,54,0,7
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,8
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Carmella Jacquinto,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Tiffany Palmer,Joshua Roberts,Crystal B Powell,Write-In,8
Al Schmidt,81,13,2,0,14,13,14,15,11,6,8,0,8
Lisa Deeley,,1,59,0,73,72,70,73,68,64,61,0,8
Omar Sabir,,,1,0,58,59,58,56,56,56,53,0,8
Write-In,,,,0,0,0,0,0,0,0,0,0,8
Carmella Jacquinto,,,,,0,77,75,73,71,69,65,0,8
Jennifer Schultz,,,,,,0,74,71,72,68,65,0,8
Anthony Kyriakakis,,,,,,,0,71,73,68,63,0,8
James C Crumlish,,,,,,,,0,71,67,65,0,8
Tiffany Palmer,,,,,,,,,1,67,65,0,8
Joshua Roberts,,,,,,,,,,0,63,0,8
Crystal B Powell,,,,,,,,,,,1,0,8
Write-In,,,,,,,,,,,,0,8
Total,105,84,62,0,83,83,81,80,77,69,67,0,8
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,9
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,9
Al Schmidt,92,17,5,0,21,19,21,18,20,16,13,0,9
Lisa Deeley,,2,59,0,62,63,63,63,62,61,58,0,9
Omar Sabir,,,0,0,60,58,58,62,57,58,53,0,9
Write-In,,,,1,0,0,0,0,0,0,0,0,9
Jennifer Schultz,,,,,1,74,71,73,70,71,66,0,9
Tiffany Palmer,,,,,,1,73,72,72,70,66,0,9
Anthony Kyriakakis,,,,,,,0,71,74,69,65,0,9
Carmella Jacquinto,,,,,,,,1,69,69,65,0,9
James C Crumlish,,,,,,,,,0,68,65,0,9
Joshua Roberts,,,,,,,,,,0,64,0,9
Crystal B Powell,,,,,,,,,,,0,0,9
Write-In,,,,,,,,,,,,0,9
Total,124,80,67,1,80,79,78,78,75,73,68,0,9
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,10
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Carmella Jacquinto,James C Crumlish,Jennifer Schultz,Tiffany Palmer,Joshua Roberts,Anthony Kyriakakis,Crystal B Powell,Write-In,10
Lisa Deeley,3,58,6,0,63,62,61,60,59,58,59,0,10
Omar Sabir,,3,1,0,58,57,57,58,55,56,55,0,10
Al Schmidt,,,35,0,5,6,6,6,5,5,4,0,10
Write-In,,,,0,0,0,0,0,0,0,0,0,10
Carmella Jacquinto,,,,,0,64,67,66,64,62,61,0,10
James C Crumlish,,,,,,0,62,65,62,63,59,0,10
Jennifer Schultz,,,,,,,0,64,63,61,61,0,10
Tiffany Palmer,,,,,,,,0,62,63,59,0,10
Joshua Roberts,,,,,,,,,0,62,59,0,10
Anthony Kyriakakis,,,,,,,,,,0,58,0,10
Crystal B Powell,,,,,,,,,,,0,0,10
Write-In,,,,,,,,,,,,0,10
Total,74,64,45,2,70,69,69,68,65,64,63,0,10
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,11
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,11
Lisa Deeley,2,83,9,0,87,85,84,82,80,78,78,0,11
Omar Sabir,,0,3,0,82,81,82,77,78,76,73,0,11
Al Schmidt,,,63,0,11,12,12,12,11,9,10,0,11
Write-In,,,,0,0,0,0,0,0,0,0,0,11
Tiffany Palmer,,,,,0,89,91,87,87,86,84,0,11
Jennifer Schultz,,,,,,1,91,87,87,85,83,0,11
Anthony Kyriakakis,,,,,,,0,88,88,85,83,0,11
Carmella Jacquinto,,,,,,,,0,84,83,82,0,11
James C Crumlish,,,,,,,,,1,83,80,0,11
Joshua Roberts,,,,,,,,,,0,81,0,11
Crystal B Powell,,,,,,,,,,,0,0,11
Write-In,,,,,,,,,,,,0,11
Total,101,89,79,0,97,96,95,92,91,86,85,0,11
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,12
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Jennifer Schultz,Crystal B Powell,Write-In,12
Lisa Deeley,2,85,11,0,97,96,93,91,91,91,89,0,12
Omar Sabir,,0,2,1,86,86,85,84,83,83,79,0,12
Al Schmidt,,,60,0,11,11,12,11,12,10,7,0,12
Write-In,,,,0,1,1,1,0,0,0,0,0,12
Tiffany Palmer,,,,,0,99,97,94,95,94,90,0,12
James C Crumlish,,,,,,0,97,92,94,92,88,0,12
Anthony Kyriakakis,,,,,,,0,94,94,92,87,0,12
Carmella Jacquinto,,,,,,,,0,94,94,89,0,12
Joshua Roberts,,,,,,,,,1,93,88,0,12
Jennifer Schultz,,,,,,,,,,0,89,0,12
Crystal B Powell,,,,,,,,,,,0,0,12
Write-In,,,,,,,,,,,,0,12
Total,105,91,79,1,102,101,100,99,98,96,90,0,12
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,13
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Tiffany Palmer,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Jennifer Schultz,Joshua Roberts,Crystal B Powell,Write-In,13
Lisa Deeley,2,60,6,0,59,61,58,58,58,56,55,0,13
Omar Sabir,,2,3,0,61,59,57,57,56,57,55,0,13
Al Schmidt,,,44,1,8,9,11,11,9,9,7,0,13
Write-In,,,,0,1,1,1,1,1,1,1,0,13
Tiffany Palmer,,,,,1,65,64,63,65,63,62,0,13
Anthony Kyriakakis,,,,,,0,62,64,64,64,61,0,13
Carmella Jacquinto,,,,,,,0,64,64,63,61,0,13
James C Crumlish,,,,,,,,1,61,63,62,0,13
Jennifer Schultz,,,,,,,,,0,63,60,0,13
Joshua Roberts,,,,,,,,,,0,62,0,13
Crystal B Powell,,,,,,,,,,,0,0,13
Write-In,,,,,,,,,,,,0,13
Total,74,70,64,1,72,71,71,71,68,67,65,0,13
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,14
,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Crystal B Powell,Joshua Roberts,Write-In,Lisa Deeley,Al Schmidt,Omar Sabir,Write-In,14
Jennifer Schultz,0,92,88,87,89,83,85,0,81,18,74,0,14
Tiffany Palmer,,0,90,88,87,85,84,0,81,18,73,0,14
Anthony Kyriakakis,,,2,91,87,83,85,0,81,20,71,0,14
James C Crumlish,,,,0,88,84,85,0,80,19,72,0,14
Carmella Jacquinto,,,,,0,84,85,0,80,16,71,0,14
Crystal B Powell,,,,,,0,79,0,78,15,70,0,14
Joshua Roberts,,,,,,,0,0,75,14,70,0,14
Write-In,,,,,,,,0,0,0,0,0,14
Lisa Deeley,,,,,,,,,1,12,68,0,14
Al Schmidt,,,,,,,,,,58,6,0,14
Omar Sabir,,,,,,,,,,,1,0,14
Write-In,,,,,,,,,,,,0,14
Total,98,98,97,97,92,89,86,0,92,83,79,0,14
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,15
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,James C Crumlish,Carmella Jacquinto,Jennifer Schultz,Anthony Kyriakakis,Tiffany Palmer,Joshua Roberts,Crystal B Powell,Write-In,15
Al Schmidt,70,18,8,0,28,24,23,23,22,21,19,1,15
Lisa Deeley,,2,52,0,64,62,61,61,60,61,57,0,15
Omar Sabir,,,0,0,57,53,54,56,55,54,50,1,15
Write-In,,,,0,0,0,0,0,0,0,0,0,15
James C Crumlish,,,,,0,70,70,72,71,72,67,1,15
Carmella Jacquinto,,,,,,0,72,70,73,68,68,0,15
Jennifer Schultz,,,,,,,1,73,73,69,69,1,15
Anthony Kyriakakis,,,,,,,,0,72,70,67,1,15
Tiffany Palmer,,,,,,,,,0,69,69,1,15
Joshua Roberts,,,,,,,,,,0,66,1,15
Crystal B Powell,,,,,,,,,,,2,1,15
Write-In,,,,,,,,,,,,0,15
Total,108,80,61,0,83,79,79,77,77,76,72,1,15
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,16
,Jennifer Schultz,Tiffany Palmer,Carmella Jacquinto,Anthony Kyriakakis,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,16
Jennifer Schultz,1,121,117,116,113,114,109,0,109,107,4,0,16
Tiffany Palmer,,1,116,117,114,112,109,0,108,108,4,0,16
Carmella Jacquinto,,,0,113,112,114,107,0,106,105,4,0,16
Anthony Kyriakakis,,,,0,114,111,106,0,103,106,5,0,16
James C Crumlish,,,,,0,109,104,0,100,103,5,0,16
Joshua Roberts,,,,,,0,103,0,102,101,4,0,16
Crystal B Powell,,,,,,,0,0,99,98,3,0,16
Write-In,,,,,,,,0,0,0,0,0,16
Lisa Deeley,,,,,,,,,1,107,3,0,16
Omar Sabir,,,,,,,,,,0,1,0,16
Al Schmidt,,,,,,,,,,,34,0,16
Write-In,,,,,,,,,,,,0,16
Total,125,125,119,118,115,115,109,0,118,114,41,0,16
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,17
,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,James C Crumlish,Write-In,17
Lisa Deeley,1,68,6,0,74,74,70,65,65,63,61,0,17
Omar Sabir,,0,0,0,67,66,67,60,60,59,58,0,17
Al Schmidt,,,36,0,6,5,5,4,5,1,4,0,17
Write-In,,,,0,0,0,0,0,0,0,0,0,17
Tiffany Palmer,,,,,0,75,77,65,65,63,63,0,17
Jennifer Schultz,,,,,,0,73,66,65,63,61,0,17
Anthony Kyriakakis,,,,,,,0,65,64,62,64,0,17
Carmella Jacquinto,,,,,,,,0,65,63,62,0,17
Joshua Roberts,,,,,,,,,0,61,61,0,17
Crystal B Powell,,,,,,,,,,0,59,0,17
James C Crumlish,,,,,,,,,,,0,0,17
Write-In,,,,,,,,,,,,0,17
Total,82,71,43,0,81,79,78,67,66,65,65,0,17
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,18
,Al Schmidt,Omar Sabir,Lisa Deeley,Write-In,Anthony Kyriakakis,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,18
Al Schmidt,76,2,3,0,10,4,6,6,6,6,5,0,18
Omar Sabir,,0,77,0,75,75,76,77,73,75,74,0,18
Lisa Deeley,,,0,0,75,76,75,75,73,74,73,0,18
Write-In,,,,0,0,0,0,0,0,0,0,0,18
Anthony Kyriakakis,,,,,0,79,81,78,76,79,75,0,18
Jennifer Schultz,,,,,,0,79,76,76,78,75,0,18
Tiffany Palmer,,,,,,,0,78,76,79,76,0,18
James C Crumlish,,,,,,,,0,74,77,75,0,18
Carmella Jacquinto,,,,,,,,,1,76,75,0,18
Joshua Roberts,,,,,,,,,,0,76,0,18
Crystal B Powell,,,,,,,,,,,1,0,18
Write-In,,,,,,,,,,,,0,18
Total,87,84,83,0,86,83,83,82,80,80,79,0,18
,Judge Of The Court Of Common Pleas,,,,,,,,City Commissioners,,,,19
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,19
Tiffany Palmer,0,97,97,88,86,82,77,0,82,83,11,0,19
Anthony Kyriakakis,,2,93,86,83,80,74,0,82,79,9,0,19
Jennifer Schultz,,,0,82,82,78,76,0,80,79,10,0,19
James C Crumlish,,,,0,81,80,75,0,80,76,9,0,19
Carmella Jacquinto,,,,,0,79,74,0,79,76,9,0,19
Joshua Roberts,,,,,,0,72,0,73,71,7,0,19
Crystal B Powell,,,,,,,0,0,71,72,4,0,19
Write-In,,,,,,,,0,0,0,0,0,19
Omar Sabir,,,,,,,,,3,75,6,0,19
Lisa Deeley,,,,,,,,,,2,5,0,19
Al Schmidt,,,,,,,,,,,54,0,19
Write-In,,,,,,,,,,,,0,19
Total,107,104,99,93,88,82,78,0,91,89,72,0,19
,City Commissioners,,,,Judge Of The Court Of Common Pleas,,,,,,,,20
,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,Anthony Kyriakakis,Carmella Jacquinto,Jennifer Schultz,Joshua Roberts,Tiffany Palmer,Crystal B Powell,James C Crumlish,Write-In,20
Al Schmidt,28,8,0,0,7,7,8,7,6,5,6,1,20
Lisa Deeley,,0,16,0,21,19,20,21,20,19,19,2,20
Omar Sabir,,,0,0,15,15,14,15,15,14,14,0,20
Write-In,,,,0,0,0,0,0,0,0,0,0,20
Anthony Kyriakakis,,,,,0,20,21,20,22,20,20,1,20
Carmella Jacquinto,,,,,,0,21,21,20,20,20,0,20
Jennifer Schultz,,,,,,,0,21,21,20,20,0,20
Joshua Roberts,,,,,,,,0,20,20,21,0,20
Tiffany Palmer,,,,,,,,,0,20,20,0,20
Crystal B Powell,,,,,,,,,,0,20,0,20
