col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"2,308","2,295",394,350,3,"2,262","2,199","2,196","2,179","2,135",470,405,389,339,324,202,140,56,50,43,29,26,8,All
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,1
,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Al Taubenberger,Bill Heeney,David Oh,Dan Tinney,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Clarc King,Joe Cox,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Write-In,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,1
Isaiah Thomas,1,39,39,39,37,1,0,2,0,1,2,2,0,0,0,0,0,0,41,39,0,1,0,1
Allan Domb,,0,37,38,35,0,0,1,0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,1
Derek S Green,,,0,38,36,0,0,1,0,0,2,2,0,0,0,0,0,0,38,36,0,0,0,1
Helen Gym,,,,0,35,0,0,1,0,0,1,1,0,0,0,0,0,0,38,36,0,0,0,1
Katherine Gilmore Richardson,,,,,0,1,0,1,0,1,1,1,0,0,0,0,0,0,36,34,0,1,0,1
Al Taubenberger,,,,,,0,4,4,4,4,0,0,0,0,0,0,0,0,1,1,2,3,0,1
Bill Heeney,,,,,,,0,3,4,3,0,0,0,0,0,0,0,0,2,1,3,2,0,1
David Oh,,,,,,,,0,3,4,0,0,0,0,0,0,0,0,1,1,2,3,0,1
Dan Tinney,,,,,,,,,0,3,0,0,0,0,0,0,0,0,1,1,2,2,0,1
Matt Wolfe,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1
Kendra Brooks,,,,,,,,,,,0,2,0,0,0,0,0,0,2,2,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,0,0,0,0,0,0,2,2,0,0,0,1
Clarc King,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Joe Cox,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,0,39,1,0,0,1
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,,1,2,0,1
Christylee Peck,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,45,41,39,39,37,5,5,5,4,4,2,2,0,0,0,0,0,0,43,42,4,3,0,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Christylee Peck,Megan Mccarthy King,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Allan Domb,David Oh,Al Taubenberger,Bill Heeney,Kendra Brooks,Matt Wolfe,Dan Tinney,Nicolas O'Rourke,Sherrie Cohen,Clarc King,Maj Toure,Joe Cox,Write-In,Steve Cherniavsky,2
Daniel D Mccaffery,1,80,0,1,0,82,76,76,74,74,2,2,1,9,0,1,6,2,2,1,1,1,0,2
Amanda Green-Hawkins,,1,2,1,0,81,75,74,72,72,4,3,3,9,2,2,6,3,0,2,1,1,0,2
Christylee Peck,,,0,6,0,1,0,0,0,0,9,8,8,0,9,8,0,0,0,1,0,0,0,2
Megan Mccarthy King,,,,0,0,1,2,1,2,1,7,7,6,1,6,6,0,0,0,0,0,0,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Isaiah Thomas,,,,,,0,78,78,76,78,2,3,2,7,1,1,5,2,0,2,1,1,0,2
Helen Gym,,,,,,,0,75,73,73,3,1,0,8,0,0,4,2,0,0,1,0,0,2
Derek S Green,,,,,,,,0,73,74,1,0,0,6,0,0,5,0,0,0,1,1,0,2
Katherine Gilmore Richardson,,,,,,,,,0,73,2,2,1,6,0,0,3,3,0,1,0,1,0,2
Allan Domb,,,,,,,,,,0,1,1,1,1,0,0,0,1,0,1,1,1,0,2
David Oh,,,,,,,,,,,0,9,8,2,10,8,0,1,0,1,0,0,0,2
Al Taubenberger,,,,,,,,,,,,0,9,1,8,8,0,0,0,1,0,0,0,2
Bill Heeney,,,,,,,,,,,,,0,0,8,9,0,0,0,0,0,0,0,2
Kendra Brooks,,,,,,,,,,,,,,0,0,0,6,2,0,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,0,8,0,0,0,1,0,0,0,2
Dan Tinney,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,2
Clarc King,,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Joe Cox,,,,,,,,,,,,,,,,,,,,,0,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,,,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,,0,2
Total,87,86,9,8,0,87,80,79,79,78,13,11,11,10,10,9,6,3,2,2,1,1,0,2
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,3
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,David Oh,Bill Heeney,Matt Wolfe,Al Taubenberger,Dan Tinney,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Clarc King,Sherrie Cohen,Steve Cherniavsky,Maj Toure,Write-In,3
Daniel D Mccaffery,0,35,0,0,0,34,34,33,35,33,3,4,2,2,1,2,2,2,1,0,1,0,0,3
Amanda Green-Hawkins,,1,1,0,0,35,34,33,31,31,1,2,1,2,1,5,3,1,1,1,1,0,0,3
Megan Mccarthy King,,,1,5,0,2,1,0,0,1,5,4,5,4,5,1,0,0,0,0,0,0,0,3
Christylee Peck,,,,0,0,1,0,0,0,0,6,4,6,4,5,0,0,0,0,0,0,0,0,3
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Isaiah Thomas,,,,,,0,37,36,33,34,1,0,1,0,1,2,1,0,0,0,0,0,0,3
Derek S Green,,,,,,,0,37,33,34,0,0,0,0,0,3,1,1,0,1,0,0,0,3
Helen Gym,,,,,,,,1,33,33,0,0,0,0,0,2,1,0,0,1,0,0,0,3
Katherine Gilmore Richardson,,,,,,,,,0,33,0,1,1,1,0,0,0,0,0,0,0,0,0,3
Allan Domb,,,,,,,,,,0,1,1,1,0,0,1,0,0,0,0,0,0,0,3
David Oh,,,,,,,,,,,0,7,7,5,6,0,0,0,0,0,0,0,0,3
Bill Heeney,,,,,,,,,,,,0,6,6,5,0,0,0,0,0,0,0,0,3
Matt Wolfe,,,,,,,,,,,,,0,5,5,0,0,0,0,0,0,0,0,3
Al Taubenberger,,,,,,,,,,,,,,0,5,0,0,0,0,0,0,0,0,3
Dan Tinney,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Kendra Brooks,,,,,,,,,,,,,,,,0,3,1,1,1,1,0,0,3
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,1,1,0,1,0,0,3
Joe Cox,,,,,,,,,,,,,,,,,,0,1,0,1,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,,0,0,1,0,0,3
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,0,0,3
Maj Toure,,,,,,,,,,,,,,,,,,,,,,0,0,3
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,3
Total,42,41,7,6,0,40,39,38,36,35,9,8,8,6,6,5,3,2,1,1,1,0,0,3
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,4
,Allan Domb,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Clarc King,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,4
Allan Domb,0,96,95,94,96,8,5,3,2,1,6,2,0,0,1,1,0,0,92,93,7,3,0,4
Isaiah Thomas,,0,97,97,98,6,3,1,0,1,8,3,1,1,1,0,0,0,93,92,4,2,0,4
Derek S Green,,,0,96,98,6,4,0,1,2,5,2,0,0,1,0,0,0,91,91,2,2,0,4
Helen Gym,,,,0,96,6,4,0,0,1,6,4,0,1,0,0,0,0,89,91,3,1,0,4
Katherine Gilmore Richardson,,,,,0,4,3,0,1,1,6,3,0,0,1,0,0,0,88,91,5,2,0,4
David Oh,,,,,,0,23,20,20,17,4,1,0,0,0,0,0,0,13,9,17,15,0,4
Al Taubenberger,,,,,,,0,19,21,19,1,1,1,0,0,1,0,0,9,6,17,15,0,4
Bill Heeney,,,,,,,,2,21,19,2,1,2,0,0,0,0,0,4,1,20,16,0,4
Dan Tinney,,,,,,,,,0,19,0,0,1,0,0,1,0,0,6,2,17,15,0,4
Matt Wolfe,,,,,,,,,,0,2,1,1,0,0,0,0,0,3,3,16,16,0,4
Kendra Brooks,,,,,,,,,,,1,5,1,1,0,0,0,0,6,8,5,1,0,4
Nicolas O'Rourke,,,,,,,,,,,,0,0,1,0,0,0,0,4,2,3,1,0,4
Maj Toure,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,1,0,4
Clarc King,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,4
Joe Cox,,,,,,,,,,,,,,,0,0,0,0,0,0,1,1,0,4
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,0,90,3,2,0,4
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,,1,2,0,0,4
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,,0,17,0,4
Christylee Peck,,,,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,110,107,103,103,103,34,27,26,23,21,13,6,2,1,1,1,0,0,108,102,25,19,0,4
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Superior Court,,,,,5
,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Matt Wolfe,Bill Heeney,Dan Tinney,Kendra Brooks,Maj Toure,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Write-In,Clarc King,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,5
Isaiah Thomas,0,74,74,72,70,2,2,1,2,0,5,1,2,1,1,1,0,0,79,71,4,3,0,5
Allan Domb,,0,74,72,70,4,2,2,1,1,1,0,0,1,0,1,0,0,73,70,3,4,0,5
Derek S Green,,,0,70,70,2,1,2,1,1,2,0,1,1,0,1,0,0,73,69,2,3,0,5
Helen Gym,,,,0,68,3,1,0,1,0,2,0,1,0,1,0,0,0,71,68,2,3,0,5
Katherine Gilmore Richardson,,,,,0,1,2,0,0,0,1,0,1,1,0,0,0,0,70,66,1,2,0,5
David Oh,,,,,,0,12,12,10,11,0,1,0,0,0,0,0,0,3,5,11,12,0,5
Al Taubenberger,,,,,,,0,12,12,10,1,1,0,0,0,0,0,0,3,2,12,11,0,5
Matt Wolfe,,,,,,,,0,11,11,0,1,0,0,0,1,0,0,1,1,12,12,0,5
Bill Heeney,,,,,,,,,0,9,1,1,0,0,0,0,0,0,2,1,12,11,0,5
Dan Tinney,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,9,10,0,5
Kendra Brooks,,,,,,,,,,,0,1,2,0,1,0,0,0,4,2,1,0,0,5
Maj Toure,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,5
Nicolas O'Rourke,,,,,,,,,,,,,0,0,1,0,0,0,2,1,0,0,0,5
Joe Cox,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,5
Write-In,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,5
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Amanda Green-Hawkins,,,,,,,,,,,,,,,,,,,0,73,3,1,0,5
Daniel D Mccaffery,,,,,,,,,,,,,,,,,,,,0,0,1,0,5
Christylee Peck,,,,,,,,,,,,,,,,,,,,,0,13,0,5
Megan Mccarthy King,,,,,,,,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,82,76,75,73,71,17,15,14,13,11,5,2,2,1,1,1,1,0,81,75,16,16,0,5
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,6
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Allan Domb,David Oh,Bill Heeney,Al Taubenberger,Kendra Brooks,Matt Wolfe,Nicolas O'Rourke,Dan Tinney,Joe Cox,Sherrie Cohen,Write-In,Clarc King,Maj Toure,Steve Cherniavsky,6
Daniel D Mccaffery,1,90,3,1,0,90,88,88,87,85,5,3,2,5,1,5,0,1,0,0,1,2,1,6
Amanda Green-Hawkins,,1,1,1,0,88,88,89,85,83,4,1,1,7,0,6,0,2,2,0,1,1,0,6
Megan Mccarthy King,,,0,6,0,3,3,1,2,1,7,6,5,1,5,0,3,2,0,0,2,1,1,6
Christylee Peck,,,,0,0,2,2,1,3,1,6,6,6,0,6,0,3,0,0,0,0,0,0,6
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Isaiah Thomas,,,,,,1,90,89,89,85,3,3,1,4,0,4,0,0,0,0,0,1,0,6
Helen Gym,,,,,,,0,89,86,85,3,2,2,4,0,5,0,0,0,0,0,0,0,6
Katherine Gilmore Richardson,,,,,,,,0,87,85,1,0,1,4,0,5,0,0,0,0,0,0,0,6
Derek S Green,,,,,,,,,0,84,2,1,2,2,1,2,0,0,0,0,0,1,0,6
Allan Domb,,,,,,,,,,1,1,1,0,1,0,1,0,0,0,0,0,0,0,6
David Oh,,,,,,,,,,,0,8,7,1,6,0,4,1,0,0,1,2,1,6
Bill Heeney,,,,,,,,,,,,1,6,0,7,0,4,0,0,0,0,0,0,6
Al Taubenberger,,,,,,,,,,,,,0,0,6,0,4,0,0,0,0,0,0,6
Kendra Brooks,,,,,,,,,,,,,,0,0,5,0,1,1,0,0,1,0,6
Matt Wolfe,,,,,,,,,,,,,,,0,0,4,0,0,0,0,0,0,6
Nicolas O'Rourke,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6
Dan Tinney,,,,,,,,,,,,,,,,,0,0,1,3,0,0,0,6
Joe Cox,,,,,,,,,,,,,,,,,,0,1,0,2,1,1,6
Sherrie Cohen,,,,,,,,,,,,,,,,,,,0,3,0,0,0,6
Write-In,,,,,,,,,,,,,,,,,,,,0,0,0,0,6
Clarc King,,,,,,,,,,,,,,,,,,,,,0,1,1,6
Maj Toure,,,,,,,,,,,,,,,,,,,,,,0,1,6
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,99,97,11,8,2,96,93,92,91,89,13,12,8,8,7,6,5,3,3,3,2,2,1,6
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,7
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Helen Gym,Allan Domb,Derek S Green,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,7
Amanda Green-Hawkins,0,96,0,0,0,95,96,94,94,93,6,3,1,1,1,2,1,0,1,1,0,0,0,7
Daniel D Mccaffery,,0,0,1,0,97,94,93,95,92,5,2,2,1,1,3,2,0,1,1,0,0,0,7
Megan Mccarthy King,,,0,10,0,0,1,1,0,0,10,10,10,11,10,0,0,0,0,0,0,0,0,7
Christylee Peck,,,,0,0,1,1,2,1,0,9,9,9,9,9,1,1,0,0,0,0,0,0,7
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Isaiah Thomas,,,,,,1,95,94,96,95,4,1,1,0,0,3,2,0,1,1,0,0,0,7
Helen Gym,,,,,,,0,95,94,94,3,1,1,0,0,0,0,0,1,0,0,0,0,7
Allan Domb,,,,,,,,0,93,93,2,1,1,1,1,1,1,0,0,0,0,0,0,7
Derek S Green,,,,,,,,,0,93,3,0,0,1,1,2,1,0,1,1,0,0,0,7
Katherine Gilmore Richardson,,,,,,,,,,0,2,0,1,0,0,1,0,0,0,1,0,0,0,7
David Oh,,,,,,,,,,,1,12,10,11,11,1,1,0,1,0,0,0,0,7
Al Taubenberger,,,,,,,,,,,,0,10,10,10,1,1,0,0,0,0,0,0,7
Bill Heeney,,,,,,,,,,,,,1,10,10,0,0,0,0,0,0,0,0,7
Matt Wolfe,,,,,,,,,,,,,,0,11,0,0,0,0,0,0,0,0,7
Dan Tinney,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7
Kendra Brooks,,,,,,,,,,,,,,,,0,2,0,0,1,0,0,0,7
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,7
Joe Cox,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,7
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,0,0,0,0,7
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,0,7
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,7
Total,101,101,12,11,0,101,99,98,98,95,17,13,13,12,11,3,2,1,1,1,0,0,0,7
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,8
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Isaiah Thomas,Allan Domb,Derek S Green,Katherine Gilmore Richardson,Helen Gym,David Oh,Al Taubenberger,Matt Wolfe,Bill Heeney,Dan Tinney,Kendra Brooks,Joe Cox,Maj Toure,Nicolas O'Rourke,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,8
Amanda Green-Hawkins,0,103,1,2,0,100,97,99,96,93,6,6,3,3,2,7,1,1,3,3,1,0,0,8
Daniel D Mccaffery,,0,2,1,0,97,93,95,93,90,7,5,5,4,4,7,0,1,3,2,1,0,0,8
Megan Mccarthy King,,,0,20,0,1,3,1,2,1,17,16,18,18,15,1,2,1,0,0,2,0,0,8
Christylee Peck,,,,0,0,2,3,2,2,2,17,14,17,17,14,1,1,1,0,0,1,0,0,8
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Isaiah Thomas,,,,,,1,97,100,99,95,4,2,1,2,2,5,1,0,1,2,1,0,0,8
Allan Domb,,,,,,,1,98,96,94,7,5,1,3,0,4,1,0,0,1,0,0,0,8
Derek S Green,,,,,,,,0,97,93,4,2,0,2,1,5,1,0,1,2,1,0,0,8
Katherine Gilmore Richardson,,,,,,,,,0,90,3,2,1,2,2,2,1,0,0,0,0,0,0,8
Helen Gym,,,,,,,,,,0,3,2,1,0,1,4,0,0,1,1,0,0,0,8
David Oh,,,,,,,,,,,1,19,18,19,15,1,1,2,0,0,1,0,0,8
Al Taubenberger,,,,,,,,,,,,1,18,18,14,0,0,2,0,1,0,0,0,8
Matt Wolfe,,,,,,,,,,,,,0,21,18,0,1,2,0,0,1,0,0,8
Bill Heeney,,,,,,,,,,,,,,0,17,0,1,2,0,1,1,0,0,8
Dan Tinney,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8
Kendra Brooks,,,,,,,,,,,,,,,,0,1,1,3,2,1,1,0,8
Joe Cox,,,,,,,,,,,,,,,,,0,1,0,1,2,1,0,8
Maj Toure,,,,,,,,,,,,,,,,,,0,0,1,0,1,0,8
Nicolas O'Rourke,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,0,1,1,0,8
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,0,8
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,8
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,8
Total,116,113,26,23,0,107,105,105,103,97,27,26,25,24,19,10,4,4,4,4,3,1,0,8
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,9
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Isaiah Thomas,Helen Gym,Allan Domb,Derek S Green,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Dan Tinney,Bill Heeney,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,9
Amanda Green-Hawkins,0,114,5,2,0,117,110,102,104,101,23,7,7,6,1,21,18,8,4,2,3,0,0,9
Daniel D Mccaffery,,0,3,1,0,104,100,95,99,93,22,8,8,5,2,15,13,7,4,2,2,0,0,9
Christylee Peck,,,0,32,0,5,7,9,6,3,35,34,27,25,27,4,2,3,2,2,0,0,0,9
Megan Mccarthy King,,,,0,0,3,8,10,3,1,32,32,27,26,27,2,2,0,1,2,0,0,0,9
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Isaiah Thomas,,,,,,1,106,96,103,99,13,5,3,3,2,12,11,3,2,1,1,0,0,9
Helen Gym,,,,,,,0,102,98,96,15,9,4,1,1,15,13,4,2,3,2,0,0,9
Allan Domb,,,,,,,,0,95,94,19,11,7,6,4,5,3,2,3,0,1,0,0,9
Derek S Green,,,,,,,,,1,95,18,7,3,3,1,5,5,0,3,0,0,0,0,9
Katherine Gilmore Richardson,,,,,,,,,,0,8,4,2,2,1,6,5,2,0,0,1,0,0,9
David Oh,,,,,,,,,,,0,39,31,29,26,3,3,2,3,1,0,0,0,9
Al Taubenberger,,,,,,,,,,,,0,30,28,25,1,1,1,1,1,0,0,0,9
Dan Tinney,,,,,,,,,,,,,0,28,24,1,0,0,2,1,0,0,0,9
Bill Heeney,,,,,,,,,,,,,,2,23,0,0,0,0,0,0,0,0,9
Matt Wolfe,,,,,,,,,,,,,,,0,1,2,1,1,1,0,0,0,9
Kendra Brooks,,,,,,,,,,,,,,,,0,16,8,3,3,2,0,0,9
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,7,2,2,3,0,0,9
Joe Cox,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,9
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,0,0,0,0,9
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,0,9
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,9
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,9
Total,139,124,41,37,0,129,122,117,113,105,60,43,35,34,30,23,20,9,6,4,3,0,0,9
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,10
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Allan Domb,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Steve Cherniavsky,Joe Cox,Sherrie Cohen,Write-In,Clarc King,10
