col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Register Of Wills,,District Council 4th District,,,,All
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,All
Tracey Gordon,255,0,"6,071",990,330,3,All
Write-In,,1,5,3,8,4,All
Curtis Jones Jr,,,512,0,0,0,All
Karla Cruel,,,,414,0,0,All
Matt Baltsar,,,,,374,0,All
Write-In,,,,,,6,All
Total,"7,649",21,"6,588","1,407",712,13,All
,Register Of Wills,,District Council 4th District,,,,1
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,1
Tracey Gordon,5,0,121,24,5,0,1
Write-In,,0,0,0,0,0,1
Curtis Jones Jr,,,8,0,0,0,1
Karla Cruel,,,,4,0,0,1
Matt Baltsar,,,,,8,0,1
Write-In,,,,,,0,1
Total,155,0,129,28,13,0,1
,Register Of Wills,,District Council 4th District,,,,2
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,2
Tracey Gordon,3,0,145,23,11,0,2
Write-In,,0,0,0,2,0,2
Curtis Jones Jr,,,4,0,0,0,2
Karla Cruel,,,,3,0,0,2
Matt Baltsar,,,,,12,0,2
Write-In,,,,,,0,2
Total,182,2,149,26,25,0,2
,Register Of Wills,,District Council 4th District,,,,3
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,3
Tracey Gordon,3,0,117,4,1,0,3
Write-In,,0,0,0,0,0,3
Curtis Jones Jr,,,4,0,0,0,3
Karla Cruel,,,,2,0,0,3
Matt Baltsar,,,,,0,0,3
Write-In,,,,,,0,3
Total,125,0,121,6,1,0,3
,Register Of Wills,,District Council 4th District,,,,4
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,4
Tracey Gordon,1,0,109,12,3,0,4
Write-In,,0,0,0,0,0,4
Curtis Jones Jr,,,5,0,0,0,4
Karla Cruel,,,,6,0,0,4
Matt Baltsar,,,,,4,0,4
Write-In,,,,,,0,4
Total,125,0,114,18,7,0,4
,Register Of Wills,,District Council 4th District,,,,5
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,5
Tracey Gordon,12,0,187,33,9,0,5
Write-In,,0,0,0,0,0,5
Curtis Jones Jr,,,18,0,0,0,5
Karla Cruel,,,,17,0,0,5
Matt Baltsar,,,,,9,0,5
Write-In,,,,,,0,5
Total,241,0,205,50,18,0,5
,Register Of Wills,,District Council 4th District,,,,6
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,6
Tracey Gordon,2,0,93,16,8,0,6
Write-In,,0,0,0,0,0,6
Curtis Jones Jr,,,6,0,0,0,6
Karla Cruel,,,,2,0,0,6
Matt Baltsar,,,,,7,0,6
Write-In,,,,,,0,6
Total,119,0,99,18,15,0,6
,Register Of Wills,,District Council 4th District,,,,7
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,7
Tracey Gordon,5,0,124,20,3,0,7
Write-In,,0,0,0,0,0,7
Curtis Jones Jr,,,4,0,0,0,7
Karla Cruel,,,,2,0,0,7
Matt Baltsar,,,,,6,0,7
Write-In,,,,,,0,7
Total,152,0,128,22,9,0,7
,Register Of Wills,,District Council 4th District,,,,8
,Tracey Gordon,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,8
Tracey Gordon,0,0,106,15,3,0,8
