col_1,col_2,col_3,col_4,col_5,col_6,division
,District Council 2nd District,,,Judge Of The Municipal Court,,All
,Michael Bradley,Kenyatta Johnson,Write-In,David H Conroy,Write-In,All
Michael Bradley,286,0,0,53,1,All
Kenyatta Johnson,,29,0,133,0,All
Write-In,,,0,0,0,All
David H Conroy,,,,9,0,All
Write-In,,,,,0,All
Total,340,162,0,195,1,All
,District Council 2nd District,,,Judge Of The Municipal Court,,14
,Michael Bradley,Kenyatta Johnson,Write-In,David H Conroy,Write-In,14
Michael Bradley,93,0,0,10,0,14
Kenyatta Johnson,,4,0,36,0,14
Write-In,,,0,0,0,14
David H Conroy,,,,3,0,14
Write-In,,,,,0,14
Total,103,40,0,49,0,14
,District Council 2nd District,,,Judge Of The Municipal Court,,36
,Michael Bradley,Kenyatta Johnson,Write-In,David H Conroy,Write-In,36
Michael Bradley,99,0,0,18,0,36
Kenyatta Johnson,,13,0,48,0,36
Write-In,,,0,0,0,36
David H Conroy,,,,3,0,36
Write-In,,,,,0,36
Total,117,61,0,69,0,36
,District Council 2nd District,,,Judge Of The Municipal Court,,41
,Michael Bradley,Kenyatta Johnson,Write-In,David H Conroy,Write-In,41
Michael Bradley,94,0,0,25,1,41
Kenyatta Johnson,,12,0,49,0,41
Write-In,,,0,0,0,41
David H Conroy,,,,3,0,41
Write-In,,,,,0,41
Total,120,61,0,77,1,41
