col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Pete Smith,Write-In,Isaiah Thomas,Allan Domb,Helen Gym,Derek S Green,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Kendra Brooks,Sherrie Cohen,Nicolas O'Rourke,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,All
Bobby Henon,13,0,0,743,732,728,732,707,86,47,39,34,29,85,46,57,12,12,6,3,0,All
Pete Smith,,2,0,20,31,27,18,18,193,189,179,184,163,9,16,3,4,5,5,4,1,All
Write-In,,,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,All
Isaiah Thomas,,,,8,694,703,729,700,38,14,6,7,4,66,24,41,9,7,5,1,0,All
Allan Domb,,,,,4,706,699,670,72,34,20,22,16,37,33,16,5,6,3,4,1,All
Helen Gym,,,,,,0,697,687,44,28,10,15,10,65,32,30,8,5,4,2,0,All
Derek S Green,,,,,,,0,693,38,16,5,7,4,54,21,30,5,7,3,2,0,All
Katherine Gilmore Richardson,,,,,,,,2,15,15,10,7,6,51,15,29,5,1,3,1,0,All
David Oh,,,,,,,,,26,222,198,197,180,14,27,11,4,4,3,0,1,All
Al Taubenberger,,,,,,,,,,3,202,198,186,6,15,6,2,4,3,0,0,All
Bill Heeney,,,,,,,,,,,8,194,183,4,13,3,3,4,1,3,2,All
Matt Wolfe,,,,,,,,,,,,6,182,3,11,4,2,7,1,2,2,All
Dan Tinney,,,,,,,,,,,,,1,5,3,2,3,4,0,2,0,All
Kendra Brooks,,,,,,,,,,,,,,3,18,62,5,3,3,5,0,All
Sherrie Cohen,,,,,,,,,,,,,,,0,14,7,3,5,7,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,1,8,2,3,2,0,All
Joe Cox,,,,,,,,,,,,,,,,,0,4,10,3,0,All
Maj Toure,,,,,,,,,,,,,,,,,,4,2,4,0,All
Clarc King,,,,,,,,,,,,,,,,,,,0,1,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,903,241,1,799,794,786,776,747,330,264,244,239,206,122,80,78,24,23,15,12,2,All
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,7
,Bobby Henon,Pete Smith,Write-In,Derek S Green,Helen Gym,Isaiah Thomas,Allan Domb,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Matt Wolfe,Bill Heeney,Dan Tinney,Nicolas O'Rourke,Sherrie Cohen,Kendra Brooks,Clarc King,Joe Cox,Maj Toure,Steve Cherniavsky,Write-In,7
Bobby Henon,0,0,0,58,59,59,59,55,7,3,3,0,0,5,4,2,1,1,0,0,0,7
Pete Smith,,0,0,0,0,0,0,0,13,13,13,13,12,0,0,0,0,0,0,0,0,7
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Derek S Green,,,,0,58,58,57,57,3,1,0,0,0,3,2,3,0,0,0,0,0,7
Helen Gym,,,,,0,58,56,57,2,0,0,0,0,1,2,3,0,0,0,0,0,7
Isaiah Thomas,,,,,,0,54,57,2,1,1,0,0,3,2,4,1,1,0,0,0,7
Allan Domb,,,,,,,0,55,5,2,1,0,0,2,3,0,0,0,0,0,0,7
Katherine Gilmore Richardson,,,,,,,,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7
David Oh,,,,,,,,,3,18,15,13,12,3,4,1,0,0,0,0,0,7
Al Taubenberger,,,,,,,,,,0,14,13,12,2,0,0,0,0,0,0,0,7
Matt Wolfe,,,,,,,,,,,0,13,12,1,1,0,0,0,0,0,0,7
Bill Heeney,,,,,,,,,,,,0,12,0,0,0,0,0,0,0,0,7
Dan Tinney,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,7
Nicolas O'Rourke,,,,,,,,,,,,,,0,2,1,1,1,0,0,0,7
Sherrie Cohen,,,,,,,,,,,,,,,0,1,1,1,0,0,0,7
Kendra Brooks,,,,,,,,,,,,,,,,0,0,0,0,0,0,7
Clarc King,,,,,,,,,,,,,,,,,0,2,0,0,0,7
Joe Cox,,,,,,,,,,,,,,,,,,0,0,0,0,7
Maj Toure,,,,,,,,,,,,,,,,,,,1,0,0,7
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,,,,,,,,,,0,7
Total,69,13,0,62,62,62,60,59,26,18,16,13,12,5,5,4,2,2,1,0,0,7
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,8
,Bobby Henon,Pete Smith,Write-In,Isaiah Thomas,Katherine Gilmore Richardson,Helen Gym,Allan Domb,Derek S Green,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Sherrie Cohen,Clarc King,Joe Cox,Steve Cherniavsky,Write-In,8
Bobby Henon,0,0,0,50,50,48,49,48,2,0,1,1,0,4,3,0,0,0,0,0,0,8
Pete Smith,,0,0,0,1,1,1,0,8,9,8,8,8,0,0,0,1,0,0,0,0,8
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Isaiah Thomas,,,,1,50,47,49,48,1,1,1,0,0,4,2,0,0,0,0,0,0,8
Katherine Gilmore Richardson,,,,,0,48,48,48,0,2,1,1,0,4,2,0,1,0,0,0,0,8
Helen Gym,,,,,,0,47,45,1,2,1,1,0,2,0,0,1,0,0,0,0,8
Allan Domb,,,,,,,0,46,1,1,1,0,0,1,0,0,1,0,0,0,0,8
Derek S Green,,,,,,,,0,1,0,1,1,0,3,2,0,0,0,0,0,0,8
David Oh,,,,,,,,,2,9,9,9,8,1,1,0,0,0,0,0,0,8
Al Taubenberger,,,,,,,,,,0,9,9,8,0,0,0,1,0,0,0,0,8
Dan Tinney,,,,,,,,,,,0,9,8,0,0,0,0,0,0,0,0,8
Matt Wolfe,,,,,,,,,,,,0,8,1,1,0,0,0,0,0,0,8
Bill Heeney,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,8
Kendra Brooks,,,,,,,,,,,,,,0,4,0,0,0,0,0,0,8
Nicolas O'Rourke,,,,,,,,,,,,,,,0,0,0,0,0,0,0,8
Maj Toure,,,,,,,,,,,,,,,,1,0,0,0,0,0,8
Sherrie Cohen,,,,,,,,,,,,,,,,,0,0,0,0,0,8
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,0,8
Joe Cox,,,,,,,,,,,,,,,,,,,0,0,0,8
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,8
Write-In,,,,,,,,,,,,,,,,,,,,,0,8
Total,54,9,0,54,53,51,50,49,13,11,10,10,8,6,4,1,1,0,0,0,0,8
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,9
,Bobby Henon,Pete Smith,Write-In,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Maj Toure,Clarc King,Steve Cherniavsky,Write-In,9
Bobby Henon,0,0,0,46,45,47,44,44,5,3,1,1,1,5,2,3,1,2,0,0,0,9
Pete Smith,,0,0,2,2,1,1,0,17,16,16,16,15,0,1,1,1,0,1,0,0,9
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Isaiah Thomas,,,,1,44,46,44,45,3,0,0,1,0,4,2,2,0,0,0,0,0,9
Allan Domb,,,,,1,45,44,42,4,1,1,2,0,2,1,2,2,1,1,0,1,9
Derek S Green,,,,,,0,44,43,2,0,0,1,0,2,0,1,1,1,0,0,0,9
Helen Gym,,,,,,,0,43,1,0,0,0,0,4,1,2,2,1,1,0,0,9
Katherine Gilmore Richardson,,,,,,,,0,1,0,0,0,0,3,1,0,0,0,0,0,0,9
David Oh,,,,,,,,,1,19,18,18,17,2,2,1,0,0,0,0,1,9
Al Taubenberger,,,,,,,,,,0,17,16,17,0,2,1,0,0,0,0,0,9
Bill Heeney,,,,,,,,,,,0,17,16,0,1,0,0,0,0,0,1,9
Matt Wolfe,,,,,,,,,,,,0,16,0,0,0,0,0,0,0,1,9
Dan Tinney,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,9
Kendra Brooks,,,,,,,,,,,,,,0,2,1,0,0,0,0,0,9
Nicolas O'Rourke,,,,,,,,,,,,,,,0,1,0,0,0,0,0,9
Sherrie Cohen,,,,,,,,,,,,,,,,0,1,0,1,0,0,9
Joe Cox,,,,,,,,,,,,,,,,,0,1,1,0,0,9
Maj Toure,,,,,,,,,,,,,,,,,,0,0,0,0,9
Clarc King,,,,,,,,,,,,,,,,,,,0,0,0,9
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,1,0,9
Write-In,,,,,,,,,,,,,,,,,,,,,0,9
Total,56,19,0,51,50,50,47,46,25,20,18,18,17,6,4,4,2,2,1,1,1,9
,Council At Large,,,,,,,,,,,,,,,,,,District Council 6th District,,,10
,Allan Domb,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Matt Wolfe,Bill Heeney,Al Taubenberger,David Oh,Dan Tinney,Maj Toure,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Steve Cherniavsky,Clarc King,Joe Cox,Write-In,Bobby Henon,Pete Smith,Write-In,10
Allan Domb,1,38,38,36,34,3,2,5,8,3,1,0,0,1,0,0,0,0,38,4,0,10
Isaiah Thomas,,1,40,34,36,1,1,1,2,1,1,2,2,0,0,0,0,0,39,2,0,10
Derek S Green,,,0,34,36,1,0,1,3,0,1,2,2,0,0,0,0,0,38,2,0,10
Helen Gym,,,,0,34,1,1,3,3,1,0,0,0,1,0,0,0,0,33,3,0,10
Katherine Gilmore Richardson,,,,,0,1,1,1,0,0,0,1,1,0,0,0,0,0,36,1,0,10
Matt Wolfe,,,,,,4,22,21,16,20,2,0,0,0,2,0,0,0,3,19,0,10
Bill Heeney,,,,,,,2,21,16,21,2,0,0,1,2,0,0,0,3,18,0,10
Al Taubenberger,,,,,,,,1,20,19,0,0,0,1,0,0,0,0,3,19,0,10
David Oh,,,,,,,,,2,16,1,0,0,1,0,0,0,0,3,17,0,10
Dan Tinney,,,,,,,,,,1,2,0,0,0,2,0,0,0,1,18,0,10
Maj Toure,,,,,,,,,,,0,0,0,0,2,0,0,0,1,1,0,10
Kendra Brooks,,,,,,,,,,,,0,2,0,0,0,0,0,2,0,0,10
Nicolas O'Rourke,,,,,,,,,,,,,0,0,0,0,0,0,2,0,0,10
Sherrie Cohen,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10
Steve Cherniavsky,,,,,,,,,,,,,,,0,0,0,0,0,1,0,10
Clarc King,,,,,,,,,,,,,,,,0,0,0,0,0,0,10
Joe Cox,,,,,,,,,,,,,,,,,0,0,0,0,0,10
Write-In,,,,,,,,,,,,,,,,,,0,0,0,0,10
Bobby Henon,,,,,,,,,,,,,,,,,,,0,0,0,10
Pete Smith,,,,,,,,,,,,,,,,,,,,0,0,10
Write-In,,,,,,,,,,,,,,,,,,,,,0,10
Total,46,43,41,37,37,28,27,26,25,23,3,2,2,2,2,0,0,0,43,22,0,10
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,11
,Bobby Henon,Pete Smith,Write-In,Derek S Green,Isaiah Thomas,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,Joe Cox,Steve Cherniavsky,Maj Toure,Clarc King,Write-In,11
Bobby Henon,0,0,0,43,41,41,39,38,9,8,2,7,1,1,0,0,1,2,1,0,0,11
Pete Smith,,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,0,0,0,0,0,11
Write-In,,,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,11
Derek S Green,,,,0,39,38,37,37,6,6,1,4,1,1,0,0,1,1,1,0,0,11
Isaiah Thomas,,,,,0,37,38,36,9,7,1,5,0,0,0,0,2,1,0,0,0,11
Allan Domb,,,,,,0,36,34,3,1,1,7,1,1,0,0,0,2,1,0,0,11
Helen Gym,,,,,,,0,33,6,4,2,4,1,1,0,0,1,0,0,0,0,11
