col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Council At Large,,,,,,,,,,,,,,,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Al Taubenberger,Dan Tinney,David Oh,Bill Heeney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Maj Toure,Joe Cox,Steve Cherniavsky,Clarc King,Write-In,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Al Taubenberger,140,"2,307","2,240","2,203","2,069",417,286,176,160,128,48,38,62,43,25,31,8,6,595,569,616,567,524,536,459,9,All
Dan Tinney,,48,"2,012","2,112","2,023",290,133,133,96,84,49,35,33,28,18,17,16,3,392,391,424,396,345,351,304,11,All
David Oh,,,35,"2,009","1,951",373,240,86,127,88,45,39,35,40,18,23,15,3,491,452,468,448,406,428,388,8,All
Bill Heeney,,,,56,"2,037",232,105,72,41,45,23,29,19,37,23,15,12,3,357,315,344,336,292,320,278,10,All
Matt Wolfe,,,,,26,155,72,57,44,21,19,21,26,35,17,16,12,2,305,275,299,283,252,276,233,9,All
Allan Domb,,,,,,22,"1,763","1,584","1,584","1,547",128,63,65,22,23,15,3,2,"1,793","1,795","1,807","1,777","1,735","1,728","1,693",1,All
Helen Gym,,,,,,,5,"1,673","1,628","1,638",216,113,76,26,28,17,4,4,"1,845","1,868","1,817","1,817","1,803","1,774","1,739",0,All
Katherine Gilmore Richardson,,,,,,,,5,"1,582","1,593",142,75,39,15,21,9,9,2,"1,686","1,716","1,676","1,667","1,669","1,634","1,617",1,All
Derek S Green,,,,,,,,,4,"1,620",107,53,41,20,15,8,7,4,"1,675","1,686","1,663","1,649","1,656","1,639","1,619",1,All
Isaiah Thomas,,,,,,,,,,4,130,77,34,19,17,8,9,2,"1,659","1,682","1,656","1,642","1,662","1,635","1,603",1,All
Kendra Brooks,,,,,,,,,,,1,160,43,12,21,11,6,3,227,242,225,228,212,211,193,0,All
Nicolas O'Rourke,,,,,,,,,,,,2,21,6,24,16,8,1,155,155,137,147,138,139,124,0,All
Sherrie Cohen,,,,,,,,,,,,,2,15,14,18,8,1,119,116,114,111,107,101,101,1,All
Maj Toure,,,,,,,,,,,,,,11,14,11,12,0,49,48,50,46,44,46,41,2,All
Joe Cox,,,,,,,,,,,,,,,1,16,26,0,53,53,49,52,52,53,45,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,0,10,0,30,26,30,32,27,28,24,0,All
Clarc King,,,,,,,,,,,,,,,,,0,0,23,22,22,22,19,21,21,1,All
Write-In,,,,,,,,,,,,,,,,,,0,4,4,5,4,5,5,4,0,All
Jennifer Schultz,,,,,,,,,,,,,,,,,,,8,"2,325","2,278","2,271","2,242","2,262","2,187",1,All
Tiffany Palmer,,,,,,,,,,,,,,,,,,,,6,"2,297","2,291","2,256","2,230","2,186",1,All
James C Crumlish,,,,,,,,,,,,,,,,,,,,,4,"2,309","2,220","2,244","2,128",1,All
Anthony Kyriakakis,,,,,,,,,,,,,,,,,,,,,,3,"2,214","2,226","2,116",1,All
Carmella Jacquinto,,,,,,,,,,,,,,,,,,,,,,,4,"2,197","2,142",1,All
Joshua Roberts,,,,,,,,,,,,,,,,,,,,,,,,1,"2,120",1,All
Crystal B Powell,,,,,,,,,,,,,,,,,,,,,,,,,1,0,All
