col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Allan Domb,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,David Oh,Dan Tinney,Bill Heeney,Al Taubenberger,Matt Wolfe,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Daniel D Mccaffery,23,"1,210",28,9,0,"1,188","1,190","1,178","1,177","1,174",60,39,37,38,20,69,46,17,13,10,9,7,7,All
Amanda Green-Hawkins,,19,8,7,0,"1,179","1,194","1,178","1,181","1,177",33,15,11,14,8,63,43,14,11,6,8,7,7,All
Megan Mccarthy King,,,5,239,0,36,16,19,23,22,234,225,225,225,220,6,3,4,5,5,5,3,0,All
Christylee Peck,,,,0,0,25,13,11,16,18,222,217,217,213,210,7,7,2,6,4,4,3,0,All
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Allan Domb,,,,,,2,"1,203","1,203","1,200","1,201",51,24,26,22,12,23,12,3,5,2,2,1,0,All
Isaiah Thomas,,,,,,,4,"1,212","1,205","1,207",24,9,8,3,5,43,29,4,5,7,2,2,1,All
Derek S Green,,,,,,,,4,"1,201","1,205",20,12,5,7,2,38,27,5,6,5,4,2,2,All
Helen Gym,,,,,,,,,0,"1,195",32,7,5,7,4,43,30,9,3,3,3,2,1,All
Katherine Gilmore Richardson,,,,,,,,,,3,15,16,12,12,11,35,24,4,5,4,4,1,1,All
David Oh,,,,,,,,,,,12,237,240,242,229,19,11,6,2,5,4,0,0,All
Dan Tinney,,,,,,,,,,,,3,250,248,235,4,1,4,2,1,3,0,0,All
Bill Heeney,,,,,,,,,,,,,2,249,240,1,2,4,2,2,1,1,0,All
Al Taubenberger,,,,,,,,,,,,,,2,235,5,2,2,2,2,4,0,0,All
Matt Wolfe,,,,,,,,,,,,,,,0,3,2,1,3,3,2,1,0,All
Kendra Brooks,,,,,,,,,,,,,,,,3,52,12,9,4,6,6,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,,0,5,5,3,4,3,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,4,3,7,3,0,All
Joe Cox,,,,,,,,,,,,,,,,,,,1,1,3,9,0,All
Maj Toure,,,,,,,,,,,,,,,,,,,,0,3,2,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,2,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,346","1,319",296,264,0,"1,287","1,279","1,265","1,265","1,264",323,286,282,280,255,90,62,25,21,18,16,11,7,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Helen Gym,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Kendra Brooks,Steve Cherniavsky,Clarc King,Joe Cox,Maj Toure,Nicolas O'Rourke,Sherrie Cohen,Write-In,1
Daniel D Mccaffery,2,62,2,1,0,64,62,62,61,59,7,7,5,6,4,2,1,0,0,0,0,0,0,1
Amanda Green-Hawkins,,0,1,0,0,62,61,60,60,59,1,1,1,1,0,1,1,0,0,0,0,0,0,1
Megan Mccarthy King,,,0,20,0,0,0,0,0,0,21,20,20,21,20,0,0,0,0,0,0,0,0,1
Christylee Peck,,,,0,0,1,0,0,0,0,20,19,19,18,17,0,0,0,0,0,0,0,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Allan Domb,,,,,,0,65,63,63,61,3,2,2,1,0,1,1,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,0,63,63,61,1,1,1,1,0,1,1,0,0,0,0,0,0,1
Derek S Green,,,,,,,,1,63,61,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Isaiah Thomas,,,,,,,,,0,61,2,1,0,0,0,1,0,0,0,0,0,0,0,1
Helen Gym,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,,,,,5,27,26,25,26,1,0,0,0,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,0,29,28,26,0,0,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,,0,28,26,0,1,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,0,26,0,1,0,0,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Kendra Brooks,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,75,66,24,21,0,68,66,65,64,61,38,32,30,30,27,2,2,0,0,0,0,0,0,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,Sherrie Cohen,Kendra Brooks,Maj Toure,Steve Cherniavsky,Clarc King,Joe Cox,Nicolas O'Rourke,Write-In,2
Amanda Green-Hawkins,0,55,1,0,0,56,55,54,54,53,5,1,1,1,0,1,0,0,0,0,0,0,0,2
Daniel D Mccaffery,,2,0,0,0,56,53,53,54,52,4,2,0,0,0,3,1,0,1,0,0,0,0,2
Christylee Peck,,,0,13,0,2,1,1,0,1,12,12,12,13,10,0,0,1,0,0,0,0,0,2
Megan Mccarthy King,,,,1,0,1,0,1,0,1,11,12,11,12,10,0,0,1,0,0,0,0,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Isaiah Thomas,,,,,,0,53,54,54,54,4,3,1,2,0,2,1,0,1,0,0,0,0,2
Allan Domb,,,,,,,0,54,53,52,2,0,1,1,0,1,0,0,0,0,0,0,0,2
Derek S Green,,,,,,,,0,54,53,1,1,0,1,0,0,0,0,0,0,0,0,0,2
