col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Isaiah Thomas,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,David Oh,Nicolas O'Rourke,Matt Wolfe,Al Taubenberger,Bill Heeney,Dan Tinney,Maj Toure,Sherrie Cohen,Joe Cox,Clarc King,Steve Cherniavsky,Write-In,All
Jim Kenney,17,0,0,"1,865","1,851","1,837","1,829","1,828",100,32,71,8,4,5,2,11,14,8,5,2,2,All
Billy Ciancaglini,,1,0,16,14,13,11,9,2,43,3,42,39,38,39,1,1,2,1,1,0,All
Write-In,,,0,2,1,2,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,All
Isaiah Thomas,,,,1,"1,823","1,830","1,828","1,816",51,19,31,2,1,3,0,6,6,6,3,0,2,All
Helen Gym,,,,,1,"1,817","1,804","1,810",43,23,28,4,2,2,0,6,10,8,0,1,1,All
Derek S Green,,,,,,2,"1,818","1,813",38,16,21,3,1,1,0,7,8,5,0,1,2,All
Katherine Gilmore Richardson,,,,,,,1,"1,798",49,8,27,2,2,1,0,5,6,4,2,0,1,All
Allan Domb,,,,,,,,0,21,19,9,2,2,0,0,4,6,0,0,0,2,All
Kendra Brooks,,,,,,,,,1,8,72,2,1,1,1,4,8,6,4,2,0,All
David Oh,,,,,,,,,,4,4,43,40,42,39,4,3,2,0,0,0,All
Nicolas O'Rourke,,,,,,,,,,,0,1,1,2,1,1,1,5,1,1,0,All
Matt Wolfe,,,,,,,,,,,,0,41,39,41,1,0,0,1,1,0,All
Al Taubenberger,,,,,,,,,,,,,1,39,40,0,0,0,1,1,0,All
Bill Heeney,,,,,,,,,,,,,,0,38,0,0,1,0,0,0,All
Dan Tinney,,,,,,,,,,,,,,,0,0,0,0,1,1,0,All
Maj Toure,,,,,,,,,,,,,,,,2,2,2,1,0,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,0,2,2,0,0,All
Joe Cox,,,,,,,,,,,,,,,,,,0,1,0,0,All
Clarc King,,,,,,,,,,,,,,,,,,,0,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"1,984",59,3,"1,892","1,874","1,864","1,851","1,841",108,84,78,50,44,44,41,17,15,12,6,3,2,All
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Jim Kenney,Billy Ciancaglini,Write-In,Helen Gym,Derek S Green,Allan Domb,Isaiah Thomas,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Matt Wolfe,Sherrie Cohen,Clarc King,Dan Tinney,Joe Cox,Maj Toure,Steve Cherniavsky,Write-In,1
Jim Kenney,0,0,0,59,56,55,55,55,6,5,1,0,0,0,1,0,0,0,0,0,0,1
Billy Ciancaglini,,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,0,55,54,54,55,4,3,2,1,1,1,1,0,0,0,0,0,0,1
Derek S Green,,,,,0,54,54,54,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Allan Domb,,,,,,0,54,54,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,,,,,0,54,1,0,1,0,0,0,1,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1
Kendra Brooks,,,,,,,,,0,5,0,0,0,0,1,0,0,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,,,,,0,1,1,1,0,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Clarc King,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,,,,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,63,1,0,60,57,56,56,56,6,5,2,1,1,1,1,0,0,0,0,0,0,1
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Jim Kenney,Billy Ciancaglini,Write-In,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Helen Gym,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,Sherrie Cohen,Joe Cox,Clarc King,Maj Toure,Steve Cherniavsky,Write-In,2
Jim Kenney,1,0,0,94,95,90,90,87,16,10,2,0,0,0,0,2,1,0,0,0,0,2
Billy Ciancaglini,,0,0,5,2,3,3,3,0,0,4,2,2,2,2,0,0,0,0,0,0,2
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Isaiah Thomas,,,,0,94,91,88,88,12,7,4,0,0,0,0,0,1,0,0,0,0,2
Katherine Gilmore Richardson,,,,,0,88,87,86,15,9,1,0,0,0,0,1,1,0,0,0,0,2
Derek S Green,,,,,,1,85,87,8,4,3,0,0,0,0,1,1,0,0,0,0,2
