col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Bobby Henon,Pete Smith,Write-In,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Bill Heeney,Matt Wolfe,Dan Tinney,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,All
Bobby Henon,3,0,0,382,382,384,376,369,33,29,25,11,17,29,19,8,5,4,5,4,0,All
Pete Smith,,1,0,16,14,8,10,11,117,115,119,118,107,4,1,5,6,2,1,2,6,All
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Isaiah Thomas,,,,4,364,379,367,367,14,10,5,1,3,24,17,6,3,3,2,1,0,All
Allan Domb,,,,,0,367,371,363,20,15,14,7,7,17,7,4,2,2,1,3,0,All
Derek S Green,,,,,,1,367,361,15,10,4,2,4,18,11,4,4,2,1,1,0,All
Helen Gym,,,,,,,1,364,14,9,6,4,1,15,8,3,4,1,1,2,0,All
Katherine Gilmore Richardson,,,,,,,,0,4,8,6,2,4,16,10,3,1,4,1,3,0,All
David Oh,,,,,,,,,4,130,123,115,111,8,5,4,3,3,0,0,1,All
Al Taubenberger,,,,,,,,,,2,124,115,115,3,2,5,4,1,0,1,1,All
Bill Heeney,,,,,,,,,,,2,119,119,1,2,1,3,1,0,0,1,All
Matt Wolfe,,,,,,,,,,,,1,111,1,0,0,3,0,1,0,1,All
Dan Tinney,,,,,,,,,,,,,0,2,1,0,2,0,0,0,0,All
Kendra Brooks,,,,,,,,,,,,,,0,24,4,5,5,4,3,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,,0,2,2,1,1,1,0,All
Joe Cox,,,,,,,,,,,,,,,,0,2,2,5,2,0,All
Maj Toure,,,,,,,,,,,,,,,,,1,3,2,2,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,1,2,1,0,All
Clarc King,,,,,,,,,,,,,,,,,,,0,2,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,443,150,0,412,402,400,391,386,158,152,152,133,129,47,29,13,13,10,7,6,6,All
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,17
,Bobby Henon,Pete Smith,Write-In,Isaiah Thomas,Derek S Green,Allan Domb,Helen Gym,Katherine Gilmore Richardson,David Oh,Al Taubenberger,Matt Wolfe,Bill Heeney,Dan Tinney,Kendra Brooks,Nicolas O'Rourke,Write-In,Joe Cox,Steve Cherniavsky,Clarc King,Sherrie Cohen,Maj Toure,17
Bobby Henon,0,0,0,95,92,92,85,87,5,5,1,2,1,10,6,0,3,2,1,1,0,17
Pete Smith,,0,0,3,2,2,3,1,20,19,19,16,16,0,1,5,1,0,0,0,0,17
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
Isaiah Thomas,,,,1,92,86,85,86,4,3,0,1,2,9,6,0,2,1,0,1,0,17
Derek S Green,,,,,0,89,82,85,2,3,0,1,2,5,3,0,2,1,0,0,0,17
Allan Domb,,,,,,0,85,84,4,4,0,1,0,6,3,0,2,1,0,0,0,17
Helen Gym,,,,,,,1,83,3,2,1,1,0,4,2,0,1,0,0,0,0,17
Katherine Gilmore Richardson,,,,,,,,0,0,2,0,0,1,4,3,0,1,1,0,0,0,17
David Oh,,,,,,,,,0,23,18,19,16,3,1,0,1,0,0,1,0,17
Al Taubenberger,,,,,,,,,,0,18,18,17,1,1,0,2,0,0,0,0,17
Matt Wolfe,,,,,,,,,,,0,17,15,0,0,0,0,0,0,0,0,17
Bill Heeney,,,,,,,,,,,,0,14,1,0,0,0,0,0,0,0,17
Dan Tinney,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,17
Kendra Brooks,,,,,,,,,,,,,,0,7,0,1,1,1,1,0,17
Nicolas O'Rourke,,,,,,,,,,,,,,,0,0,2,1,1,0,0,17
Write-In,,,,,,,,,,,,,,,,0,0,0,0,0,0,17
Joe Cox,,,,,,,,,,,,,,,,,0,1,1,0,0,17
Steve Cherniavsky,,,,,,,,,,,,,,,,,,0,1,0,0,17
Clarc King,,,,,,,,,,,,,,,,,,,0,0,0,17
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,0,0,17
Maj Toure,,,,,,,,,,,,,,,,,,,,,0,17
Total,104,24,0,102,95,94,90,88,27,25,21,19,17,13,8,5,4,2,1,1,0,17
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,21
,Bobby Henon,Pete Smith,Write-In,Allan Domb,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Bill Heeney,David Oh,Matt Wolfe,Dan Tinney,Al Taubenberger,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Clarc King,Joe Cox,Maj Toure,Steve Cherniavsky,Write-In,21
Bobby Henon,0,0,0,52,53,50,51,51,4,5,3,3,3,3,2,1,1,1,0,0,0,21
Pete Smith,,0,0,2,0,2,0,1,15,14,15,13,13,0,0,1,0,0,0,0,0,21
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Allan Domb,,,,0,51,51,49,50,2,2,3,0,0,3,2,0,1,0,0,0,0,21
Helen Gym,,,,,0,49,50,50,0,3,1,0,0,2,1,1,1,1,0,0,0,21
Isaiah Thomas,,,,,,0,49,49,2,3,1,0,0,2,2,1,0,0,0,0,0,21
Derek S Green,,,,,,,0,48,0,2,0,1,0,1,0,1,0,0,0,0,0,21
Katherine Gilmore Richardson,,,,,,,,0,2,1,0,0,0,1,1,2,0,1,0,0,0,21
Bill Heeney,,,,,,,,,1,15,17,16,16,0,0,1,0,0,0,0,0,21
David Oh,,,,,,,,,,1,15,14,14,1,1,1,0,1,0,0,0,21
Matt Wolfe,,,,,,,,,,,0,16,15,1,0,0,1,0,0,0,0,21
Dan Tinney,,,,,,,,,,,,0,15,0,0,0,0,0,0,0,0,21
Al Taubenberger,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,21
Kendra Brooks,,,,,,,,,,,,,,0,3,1,1,0,0,0,0,21
Nicolas O'Rourke,,,,,,,,,,,,,,,0,0,0,0,0,0,0,21
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,1,0,0,0,21
Clarc King,,,,,,,,,,,,,,,,,0,0,0,0,0,21
Joe Cox,,,,,,,,,,,,,,,,,,0,0,0,0,21
Maj Toure,,,,,,,,,,,,,,,,,,,0,0,0,21
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,0,0,21
Write-In,,,,,,,,,,,,,,,,,,,,,0,21
Total,59,16,0,55,53,53,52,52,21,20,19,17,16,5,3,3,1,1,0,0,0,21
,District Council 6th District,,,Council At Large,,,,,,,,,,,,,,,,,,22
,Bobby Henon,Pete Smith,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Allan Domb,Katherine Gilmore Richardson,Al Taubenberger,David Oh,Bill Heeney,Matt Wolfe,Dan Tinney,Kendra Brooks,Maj Toure,Nicolas O'Rourke,Clarc King,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Write-In,22
Bobby Henon,3,0,0,74,72,73,71,70,2,3,1,2,0,2,1,1,0,0,0,0,0,22
Pete Smith,,1,0,1,2,1,1,2,17,17,17,17,16,1,1,0,1,1,1,1,1,22
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Helen Gym,,,,0,72,74,73,70,2,3,1,2,0,2,1,1,0,0,0,0,0,22
