col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,District Council 4th District,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Tiffany Palmer,Crystal B Powell,Joshua Roberts,Anthony Kyriakakis,Carmella Jacquinto,Jennifer Schultz,James C Crumlish,Write-In,All
Curtis Jones Jr,11,0,0,0,429,423,419,417,414,416,416,0,All
Karla Cruel,,2,0,0,5,4,3,4,4,5,3,0,All
Matt Baltsar,,,0,0,2,0,2,1,0,1,0,0,All
Write-In,,,,0,0,0,0,0,0,0,0,0,All
Tiffany Palmer,,,,,0,426,420,423,425,421,418,0,All
Crystal B Powell,,,,,,2,422,416,420,418,417,0,All
Joshua Roberts,,,,,,,2,414,416,416,417,0,All
Anthony Kyriakakis,,,,,,,,0,419,420,419,0,All
Carmella Jacquinto,,,,,,,,,0,417,418,0,All
Jennifer Schultz,,,,,,,,,,0,416,0,All
James C Crumlish,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,0,All
Total,453,8,2,0,443,436,432,426,426,425,423,0,All
,District Council 4th District,,,,Judge Of The Court Of Common Pleas,,,,,,,,9
,Curtis Jones Jr,Matt Baltsar,Karla Cruel,Write-In,Tiffany Palmer,Joshua Roberts,Crystal B Powell,James C Crumlish,Carmella Jacquinto,Anthony Kyriakakis,Jennifer Schultz,Write-In,9
Curtis Jones Jr,4,0,0,0,131,125,126,124,122,122,122,0,9
Matt Baltsar,,0,0,0,2,2,0,0,0,1,1,0,9
Karla Cruel,,,0,0,1,1,1,1,1,1,1,0,9
Write-In,,,,0,0,0,0,0,0,0,0,0,9
Tiffany Palmer,,,,,0,126,128,125,126,126,125,0,9
Joshua Roberts,,,,,,1,125,124,122,122,123,0,9
Crystal B Powell,,,,,,,0,124,124,123,124,0,9
James C Crumlish,,,,,,,,0,125,125,123,0,9
Carmella Jacquinto,,,,,,,,,0,124,123,0,9
Anthony Kyriakakis,,,,,,,,,,0,123,0,9
Jennifer Schultz,,,,,,,,,,,0,0,9
Write-In,,,,,,,,,,,,0,9
Total,140,2,1,0,137,132,130,128,127,126,126,0,9
,District Council 4th District,,,,Judge Of The Court Of Common Pleas,,,,,,,,16
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Crystal B Powell,Tiffany Palmer,Carmella Jacquinto,Jennifer Schultz,Anthony Kyriakakis,Joshua Roberts,James C Crumlish,Write-In,16
Curtis Jones Jr,3,0,0,0,99,98,97,98,97,97,96,0,16
Karla Cruel,,0,0,0,1,1,1,1,0,0,0,0,16
Matt Baltsar,,,0,0,0,0,0,0,0,0,0,0,16
Write-In,,,,0,0,0,0,0,0,0,0,0,16
Crystal B Powell,,,,,1,97,97,97,96,96,95,0,16
Tiffany Palmer,,,,,,0,99,97,97,96,96,0,16
Carmella Jacquinto,,,,,,,0,97,97,96,96,0,16
Jennifer Schultz,,,,,,,,0,97,96,96,0,16
Anthony Kyriakakis,,,,,,,,,0,95,96,0,16
Joshua Roberts,,,,,,,,,,0,95,0,16
James C Crumlish,,,,,,,,,,,0,0,16
Write-In,,,,,,,,,,,,0,16
Total,104,2,0,0,101,100,99,99,98,97,96,0,16
,District Council 4th District,,,,Judge Of The Court Of Common Pleas,,,,,,,,17
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Tiffany Palmer,Crystal B Powell,Anthony Kyriakakis,Joshua Roberts,Jennifer Schultz,Carmella Jacquinto,James C Crumlish,Write-In,17
Curtis Jones Jr,1,0,0,0,90,88,89,87,87,86,87,0,17
Karla Cruel,,1,0,0,2,1,2,1,2,1,1,0,17
Matt Baltsar,,,0,0,0,0,0,0,0,0,0,0,17
Write-In,,,,0,0,0,0,0,0,0,0,0,17
Tiffany Palmer,,,,,0,90,90,87,89,89,87,0,17
Crystal B Powell,,,,,,1,87,89,87,88,88,0,17
Anthony Kyriakakis,,,,,,,0,87,90,88,88,0,17
Joshua Roberts,,,,,,,,1,87,87,88,0,17
Jennifer Schultz,,,,,,,,,0,87,87,0,17
Carmella Jacquinto,,,,,,,,,,0,87,0,17
James C Crumlish,,,,,,,,,,,0,0,17
Write-In,,,,,,,,,,,,0,17
Total,95,3,0,0,94,93,92,91,90,89,89,0,17
,District Council 4th District,,,,Judge Of The Court Of Common Pleas,,,,,,,,18
,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,Crystal B Powell,Joshua Roberts,Tiffany Palmer,Carmella Jacquinto,Anthony Kyriakakis,James C Crumlish,Jennifer Schultz,Write-In,18
Curtis Jones Jr,3,0,0,0,110,110,110,109,109,109,109,0,18
Karla Cruel,,1,0,0,1,1,1,1,1,1,1,0,18
Matt Baltsar,,,0,0,0,0,0,0,0,0,0,0,18
Write-In,,,,0,0,0,0,0,0,0,0,0,18
Crystal B Powell,,,,,0,112,111,111,110,110,110,0,18
Joshua Roberts,,,,,,0,111,111,110,110,110,0,18
Tiffany Palmer,,,,,,,0,111,110,110,110,0,18
Carmella Jacquinto,,,,,,,,0,110,110,110,0,18
Anthony Kyriakakis,,,,,,,,,0,110,110,0,18
James C Crumlish,,,,,,,,,,0,110,0,18
Jennifer Schultz,,,,,,,,,,,0,0,18
Write-In,,,,,,,,,,,,0,18
Total,114,2,0,0,112,112,112,111,110,110,110,0,18
