col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Jim Kenney,Billy Ciancaglini,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Bill Heeney,Al Taubenberger,Dan Tinney,Matt Wolfe,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Jim Kenney,32,0,0,"2,843","2,377","2,351","2,243","1,880","1,531","1,276",201,40,68,77,54,279,194,105,68,48,9,All
Billy Ciancaglini,,14,0,88,62,77,69,123,44,34,452,448,418,406,401,43,23,48,29,17,0,All
Write-In,,,0,7,6,3,7,7,8,8,4,0,3,3,1,4,0,3,1,0,1,All
Helen Gym,,,,2,"2,214","2,203","2,064","1,825","1,291","1,051",155,20,44,42,30,212,167,70,45,26,5,All
Isaiah Thomas,,,,,3,"1,994","1,891","1,627",854,707,82,16,26,20,13,99,62,48,20,15,4,All
Katherine Gilmore Richardson,,,,,,1,"1,891","1,596",835,665,57,23,28,42,20,104,75,43,21,22,2,All
Derek S Green,,,,,,,0,"1,643",689,520,111,12,38,35,23,104,87,51,29,20,2,All
Allan Domb,,,,,,,,4,358,242,161,43,72,80,57,70,32,33,34,11,4,All
Kendra Brooks,,,,,,,,,0,"1,316",76,13,17,24,10,219,158,64,47,29,4,All
Nicolas O'Rourke,,,,,,,,,,0,56,16,8,14,13,159,97,38,34,21,6,All
David Oh,,,,,,,,,,,1,398,416,388,399,39,21,32,26,15,2,All
Bill Heeney,,,,,,,,,,,,6,389,387,389,15,6,20,11,4,0,All
Al Taubenberger,,,,,,,,,,,,,3,399,381,8,8,20,11,3,1,All
Dan Tinney,,,,,,,,,,,,,,0,381,11,6,20,5,2,0,All
Matt Wolfe,,,,,,,,,,,,,,,1,11,10,21,14,2,0,All
Joe Cox,,,,,,,,,,,,,,,,0,74,55,34,45,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,,2,25,21,8,0,All
Maj Toure,,,,,,,,,,,,,,,,,,4,22,20,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,14,2,All
Clarc King,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,370",664,15,"3,001","2,481","2,469","2,350","2,045","1,641","1,362",675,505,503,497,464,338,228,167,101,68,10,All
,Mayor,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Jim Kenney,Billy Ciancaglini,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Derek S Green,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Matt Wolfe,Dan Tinney,Al Taubenberger,Bill Heeney,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Clarc King,Write-In,1
Jim Kenney,0,0,0,149,128,129,114,98,81,64,11,11,4,3,4,2,6,3,3,2,2,1
Billy Ciancaglini,,2,0,1,1,1,0,3,1,0,10,2,8,8,6,7,1,1,0,1,0,1
Write-In,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,0,118,117,102,93,65,50,7,8,1,2,1,0,2,3,1,1,2,1
Isaiah Thomas,,,,,0,111,98,88,48,37,3,4,0,0,2,0,2,1,3,0,0,1
Katherine Gilmore Richardson,,,,,,0,101,85,47,35,2,5,2,3,2,0,1,2,1,1,0,1
