col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,District Council 6th District,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Bobby Henon,Pete Smith,Write-In,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Bobby Henon,"1,960",5,0,"9,863","9,853","9,592","9,558","9,557","9,522","9,451",10,All
Pete Smith,,"6,715",0,"1,198","1,166","1,122","1,121","1,056","1,031","1,001",63,All
Write-In,,,5,6,7,7,7,6,6,7,13,All
Jennifer Schultz,,,,48,"10,666","10,362","10,409","10,422","10,415","10,334",15,All
Tiffany Palmer,,,,,57,"10,430","10,481","10,524","10,363","10,378",9,All
James C Crumlish,,,,,,35,"10,487","10,270","10,350","10,064",3,All
Anthony Kyriakakis,,,,,,,24,"10,294","10,329","10,044",6,All
Carmella Jacquinto,,,,,,,,29,"10,276","10,182",8,All
Joshua Roberts,,,,,,,,,19,"10,101",4,All
Crystal B Powell,,,,,,,,,,23,17,All
Write-In,,,,,,,,,,,2,All
Total,"12,910","8,408",14,"11,468","11,457","11,086","11,036","10,967","10,880","10,788",100,All
