col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,All
,Rochelle Bilal,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Joe Cox,Matt Wolfe,Dan Tinney,Bill Heeney,Maj Toure,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,All
Rochelle Bilal,21,0,"2,785","2,704","2,682","2,658","2,555",369,286,80,31,64,21,19,11,40,40,20,10,8,All
Write-In,,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,All
Isaiah Thomas,,,13,"2,649","2,618","2,610","2,509",252,189,52,21,32,3,6,6,24,18,10,2,3,All
Derek S Green,,,,6,"2,560","2,555","2,507",191,134,54,18,29,9,4,1,20,23,6,4,1,All
Helen Gym,,,,,2,"2,537","2,488",209,167,41,17,44,8,2,4,19,21,5,4,0,All
Katherine Gilmore Richardson,,,,,,5,"2,445",179,136,23,11,30,5,2,2,9,16,7,3,1,All
Allan Domb,,,,,,,8,85,65,35,7,11,7,4,2,9,8,1,4,1,All
Kendra Brooks,,,,,,,,0,325,18,5,48,2,5,4,21,29,14,6,5,All
Nicolas O'Rourke,,,,,,,,,0,5,3,31,1,2,2,14,14,8,3,0,All
David Oh,,,,,,,,,,2,66,7,58,59,57,15,12,3,2,3,All
Al Taubenberger,,,,,,,,,,,1,0,53,56,56,7,1,0,2,0,All
Joe Cox,,,,,,,,,,,,0,3,2,3,14,13,14,4,0,All
Matt Wolfe,,,,,,,,,,,,,2,52,55,5,4,2,1,0,All
Dan Tinney,,,,,,,,,,,,,,0,52,6,2,0,3,0,All
Bill Heeney,,,,,,,,,,,,,,,1,5,0,3,1,0,All
Maj Toure,,,,,,,,,,,,,,,,4,6,3,5,2,All
Sherrie Cohen,,,,,,,,,,,,,,,,,1,3,3,0,All
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,062",2,"2,851","2,747","2,737","2,693","2,595",423,333,146,88,77,72,70,65,58,49,24,15,8,All
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,1
,Rochelle Bilal,Write-In,Isaiah Thomas,Allan Domb,Derek S Green,Helen Gym,Katherine Gilmore Richardson,Kendra Brooks,Al Taubenberger,Bill Heeney,David Oh,Matt Wolfe,Nicolas O'Rourke,Clarc King,Dan Tinney,Joe Cox,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Write-In,1
Rochelle Bilal,0,0,56,52,53,51,51,4,1,1,1,1,0,0,0,0,0,0,0,0,1
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Isaiah Thomas,,,0,51,53,50,50,4,0,0,1,0,0,0,0,0,0,0,0,0,1
Allan Domb,,,,0,51,51,47,2,0,1,1,1,1,0,0,0,0,0,0,0,1
Derek S Green,,,,,0,51,50,4,0,0,1,0,1,0,0,0,0,0,0,0,1
Helen Gym,,,,,,1,49,3,0,1,0,1,1,0,0,0,0,0,0,0,1
Katherine Gilmore Richardson,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Kendra Brooks,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Al Taubenberger,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Bill Heeney,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,1
David Oh,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Clarc King,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Dan Tinney,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Joe Cox,,,,,,,,,,,,,,,,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,0,1
Total,59,0,56,54,54,54,51,5,1,1,1,1,1,0,0,0,0,0,0,0,1
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,2
,Rochelle Bilal,Write-In,Derek S Green,Isaiah Thomas,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Bill Heeney,Al Taubenberger,Clarc King,Dan Tinney,David Oh,Matt Wolfe,Maj Toure,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Write-In,2
Rochelle Bilal,0,0,79,79,76,76,76,8,7,0,0,1,0,0,0,1,0,0,0,0,2
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Derek S Green,,,0,77,74,73,75,4,3,0,0,1,0,0,0,1,0,0,0,0,2
Isaiah Thomas,,,,0,75,75,76,5,4,0,0,1,0,0,0,1,0,0,0,0,2
Allan Domb,,,,,0,74,73,3,3,0,0,1,0,0,0,0,0,0,0,0,2
Helen Gym,,,,,,0,74,1,1,0,0,0,0,0,0,0,0,0,0,0,2
Katherine Gilmore Richardson,,,,,,,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2
Kendra Brooks,,,,,,,,0,8,0,0,2,0,0,0,1,0,0,0,0,2
Nicolas O'Rourke,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,2
Bill Heeney,,,,,,,,,,1,2,0,2,2,2,0,0,0,0,0,2
Al Taubenberger,,,,,,,,,,,0,0,2,2,2,0,0,0,0,0,2
Clarc King,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,2
Dan Tinney,,,,,,,,,,,,,0,2,2,0,0,0,0,0,2
David Oh,,,,,,,,,,,,,,0,2,0,0,0,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Maj Toure,,,,,,,,,,,,,,,,0,0,0,0,0,2
Joe Cox,,,,,,,,,,,,,,,,,0,0,0,0,2
Sherrie Cohen,,,,,,,,,,,,,,,,,,0,0,0,2
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,2
Write-In,,,,,,,,,,,,,,,,,,,,0,2
Total,86,0,79,79,77,76,76,9,8,3,2,2,2,2,2,1,0,0,0,0,2
,Sheriff,,Council At Large,,,,,,,,,,,,,,,,,,3
,Rochelle Bilal,Write-In,Isaiah Thomas,Derek S Green,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Kendra Brooks,Sherrie Cohen,David Oh,Nicolas O'Rourke,Al Taubenberger,Bill Heeney,Dan Tinney,Joe Cox,Maj Toure,Matt Wolfe,Clarc King,Steve Cherniavsky,Write-In,3
Rochelle Bilal,2,0,91,91,90,88,85,3,2,1,2,0,0,0,1,1,0,0,0,0,3
Write-In,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Isaiah Thomas,,,1,89,89,88,85,3,2,1,1,0,0,0,1,1,0,0,0,0,3
Derek S Green,,,,0,87,87,85,2,2,1,0,0,0,0,0,1,0,0,0,0,3
Helen Gym,,,,,0,86,83,1,1,1,1,0,0,0,1,1,0,0,0,0,3
Allan Domb,,,,,,1,84,1,0,1,1,0,0,0,1,1,0,0,0,0,3
Katherine Gilmore Richardson,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Kendra Brooks,,,,,,,,0,2,0,1,0,0,0,0,0,0,0,0,0,3
Sherrie Cohen,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3
David Oh,,,,,,,,,,0,0,1,1,1,0,0,1,0,0,0,3
Nicolas O'Rourke,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,3
Al Taubenberger,,,,,,,,,,,,0,1,1,0,0,1,0,0,0,3
Bill Heeney,,,,,,,,,,,,,0,1,0,0,1,0,0,0,3
Dan Tinney,,,,,,,,,,,,,,0,0,0,1,0,0,0,3
Joe Cox,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Maj Toure,,,,,,,,,,,,,,,,0,0,0,0,0,3
Matt Wolfe,,,,,,,,,,,,,,,,,0,0,0,0,3
Clarc King,,,,,,,,,,,,,,,,,,0,0,0,3
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,3
