col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,District Council 10th District,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Brian O'Neill,Judy Moore,Write-In,Al Taubenberger,Dan Tinney,David Oh,Bill Heeney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Maj Toure,Joe Cox,Steve Cherniavsky,Clarc King,Write-In,All
Brian O'Neill,65,0,0,"2,640","2,343","2,211","2,253","2,092",482,276,201,202,177,62,62,55,52,39,35,24,5,All
Judy Moore,,60,0,426,314,348,264,226,"1,732","1,819","1,680","1,646","1,642",242,149,111,52,50,26,22,5,All
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All
Al Taubenberger,,,,27,"2,344","2,267","2,232","2,094",419,286,179,163,130,48,39,63,45,25,31,8,6,All
Dan Tinney,,,,,6,"2,039","2,142","2,048",292,133,136,99,86,49,35,33,30,18,17,16,3,All
David Oh,,,,,,9,"2,036","1,975",374,240,86,128,88,45,40,36,42,18,23,15,3,All
Bill Heeney,,,,,,,18,"2,063",234,105,72,41,45,23,30,20,40,23,15,12,3,All
Matt Wolfe,,,,,,,,6,155,72,57,44,21,19,21,26,38,17,16,12,2,All
Allan Domb,,,,,,,,,6,"1,774","1,595","1,596","1,558",128,63,65,22,23,15,3,2,All
Helen Gym,,,,,,,,,,2,"1,684","1,639","1,649",216,113,76,26,28,17,4,4,All
Katherine Gilmore Richardson,,,,,,,,,,,2,"1,595","1,606",142,75,39,15,21,9,9,2,All
Derek S Green,,,,,,,,,,,,1,"1,633",107,53,41,20,15,8,7,4,All
Isaiah Thomas,,,,,,,,,,,,,1,130,77,34,19,17,8,9,2,All
Kendra Brooks,,,,,,,,,,,,,,0,160,43,12,21,11,6,3,All
Nicolas O'Rourke,,,,,,,,,,,,,,,1,22,6,24,16,8,1,All
Sherrie Cohen,,,,,,,,,,,,,,,,2,15,14,18,8,1,All
Maj Toure,,,,,,,,,,,,,,,,,7,14,11,12,0,All
Joe Cox,,,,,,,,,,,,,,,,,,0,16,26,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,10,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,1,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,263","2,502",0,"3,149","2,701","2,603","2,572","2,350","2,261","2,138","1,905","1,868","1,845",320,223,176,116,91,67,48,10,All
,Council At Large,,,,,,,,,,,,,,,,,,District Council 10th District,,,1
,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,David Oh,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Steve Cherniavsky,Sherrie Cohen,Clarc King,Write-In,Brian O'Neill,Judy Moore,Write-In,1
Al Taubenberger,1,109,117,104,101,28,14,8,3,2,4,3,1,3,5,2,1,0,118,25,0,1
Bill Heeney,,4,103,100,90,13,9,8,7,2,3,2,4,2,1,0,1,0,95,31,0,1
Dan Tinney,,,1,102,89,18,9,9,3,2,5,3,0,2,3,1,1,0,102,25,0,1
Matt Wolfe,,,,1,91,10,4,6,2,3,3,2,2,4,3,0,0,0,90,22,0,1
David Oh,,,,,0,16,12,2,4,3,2,0,1,2,3,1,1,0,92,17,0,1
Allan Domb,,,,,,0,79,65,69,58,16,8,2,1,2,3,0,1,28,73,0,1
Helen Gym,,,,,,,0,72,71,63,18,12,3,0,1,1,1,1,17,79,0,1
Katherine Gilmore Richardson,,,,,,,,0,66,62,10,6,2,0,0,0,0,0,12,72,0,1
Isaiah Thomas,,,,,,,,,0,60,14,7,3,0,0,1,0,1,10,68,0,1
Derek S Green,,,,,,,,,,0,11,5,1,1,0,2,0,1,7,64,0,1
Kendra Brooks,,,,,,,,,,,0,18,3,1,0,3,0,0,6,23,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,2,0,1,1,1,0,4,14,0,1
Joe Cox,,,,,,,,,,,,,0,1,1,0,2,0,3,5,0,1
Maj Toure,,,,,,,,,,,,,,1,2,1,0,0,4,2,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,0,0,1,0,5,1,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,3,2,0,1
Clarc King,,,,,,,,,,,,,,,,,0,0,2,1,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,1,0,1
Brian O'Neill,,,,,,,,,,,,,,,,,,,3,0,0,1
Judy Moore,,,,,,,,,,,,,,,,,,,,3,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,146,132,130,115,110,103,97,84,79,71,30,19,8,7,6,5,3,1,140,118,0,1
,District Council 10th District,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Brian O'Neill,Judy Moore,Write-In,Al Taubenberger,Dan Tinney,Bill Heeney,David Oh,Matt Wolfe,Allan Domb,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Joe Cox,Write-In,Clarc King,2
