col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Council At Large,,,,,,,,,,,,,,,,,,City Commissioners,,,,All
,Al Taubenberger,Dan Tinney,David Oh,Bill Heeney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Maj Toure,Joe Cox,Steve Cherniavsky,Clarc King,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,All
Al Taubenberger,71,"2,344","2,267","2,232","2,094",419,286,179,163,130,48,39,63,45,25,31,8,6,"2,539",689,214,3,All
Dan Tinney,,25,"2,039","2,142","2,048",292,133,136,99,86,49,35,33,30,18,17,16,3,"2,343",462,120,3,All
David Oh,,,18,"2,036","1,975",374,240,86,128,88,45,40,36,42,18,23,15,3,"2,199",525,169,1,All
Bill Heeney,,,,33,"2,063",234,105,72,41,45,23,30,20,40,23,15,12,3,"2,263",418,71,3,All
Matt Wolfe,,,,,14,155,72,57,44,21,19,21,26,38,17,16,12,2,"2,169",290,47,4,All
Allan Domb,,,,,,19,"1,774","1,595","1,596","1,558",128,63,65,22,23,15,3,2,375,"1,913","1,650",3,All
Helen Gym,,,,,,,8,"1,684","1,639","1,649",216,113,76,26,28,17,4,4,227,"1,889","1,737",3,All
Katherine Gilmore Richardson,,,,,,,,2,"1,595","1,606",142,75,39,15,21,9,9,2,178,"1,746","1,622",2,All
Derek S Green,,,,,,,,,3,"1,633",107,53,41,20,15,8,7,4,165,"1,715","1,622",1,All
Isaiah Thomas,,,,,,,,,,1,130,77,34,19,17,8,9,2,132,"1,708","1,631",4,All
Kendra Brooks,,,,,,,,,,,1,160,43,12,21,11,6,3,80,211,210,2,All
Nicolas O'Rourke,,,,,,,,,,,,1,22,6,24,16,8,1,64,151,119,2,All
Sherrie Cohen,,,,,,,,,,,,,3,15,14,18,8,1,56,122,77,0,All
Maj Toure,,,,,,,,,,,,,,8,14,11,12,0,60,44,31,1,All
Joe Cox,,,,,,,,,,,,,,,1,16,26,0,37,63,33,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,0,10,0,42,32,13,0,All
Clarc King,,,,,,,,,,,,,,,,,1,0,25,22,12,0,All
Write-In,,,,,,,,,,,,,,,,,,0,3,5,3,2,All
Al Schmidt,,,,,,,,,,,,,,,,,,,12,503,87,3,All
Lisa Deeley,,,,,,,,,,,,,,,,,,,,22,"1,844",0,All
Omar Sabir,,,,,,,,,,,,,,,,,,,,,2,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,0,All
Total,"3,149","2,701","2,603","2,572","2,350","2,261","2,138","1,905","1,868","1,845",320,223,176,116,91,67,48,10,"3,005","2,735","2,015",9,All
,Council At Large,,,,,,,,,,,,,,,,,,City Commissioners,,,,1
,Al Taubenberger,Bill Heeney,Dan Tinney,Matt Wolfe,David Oh,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Maj Toure,Steve Cherniavsky,Sherrie Cohen,Clarc King,Write-In,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,1
Al Taubenberger,1,109,117,104,101,28,14,8,3,2,4,3,1,3,5,2,1,0,127,30,6,0,1
Bill Heeney,,4,103,100,90,13,9,8,7,2,3,2,4,2,1,0,1,0,111,27,5,0,1
Dan Tinney,,,1,102,89,18,9,9,3,2,5,3,0,2,3,1,1,0,114,27,6,0,1
Matt Wolfe,,,,1,91,10,4,6,2,3,3,2,2,4,3,0,0,0,107,17,2,0,1
David Oh,,,,,0,16,12,2,4,3,2,0,1,2,3,1,1,0,99,20,5,0,1
Allan Domb,,,,,,0,79,65,69,58,16,8,2,1,2,3,0,1,21,87,70,0,1
Helen Gym,,,,,,,0,72,71,63,18,12,3,0,1,1,1,1,15,81,69,2,1
Katherine Gilmore Richardson,,,,,,,,0,66,62,10,6,2,0,0,0,0,0,13,78,60,2,1
Isaiah Thomas,,,,,,,,,0,60,14,7,3,0,0,1,0,1,6,71,66,2,1
Derek S Green,,,,,,,,,,0,11,5,1,1,0,2,0,1,7,65,60,0,1
Kendra Brooks,,,,,,,,,,,0,18,3,1,0,3,0,0,5,19,18,2,1
Nicolas O'Rourke,,,,,,,,,,,,0,2,0,1,1,1,0,4,10,9,2,1
Joe Cox,,,,,,,,,,,,,0,1,1,0,2,0,2,4,2,0,1
Maj Toure,,,,,,,,,,,,,,1,2,1,0,0,5,1,1,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,0,0,1,0,5,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,1,3,2,0,1
Clarc King,,,,,,,,,,,,,,,,,0,0,1,1,0,0,1
Write-In,,,,,,,,,,,,,,,,,,0,0,1,1,0,1
Al Schmidt,,,,,,,,,,,,,,,,,,,0,28,3,0,1
Lisa Deeley,,,,,,,,,,,,,,,,,,,,1,74,0,1
Omar Sabir,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,0,1
Total,146,132,130,115,110,103,97,84,79,71,30,19,8,7,6,5,3,1,144,121,79,2,1
,Council At Large,,,,,,,,,,,,,,,,,,City Commissioners,,,,2
,Al Taubenberger,Dan Tinney,Bill Heeney,David Oh,Matt Wolfe,Allan Domb,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Kendra Brooks,Nicolas O'Rourke,Maj Toure,Sherrie Cohen,Steve Cherniavsky,Joe Cox,Write-In,Clarc King,Al Schmidt,Lisa Deeley,Omar Sabir,Write-In,2
Al Taubenberger,1,109,108,108,103,19,12,12,9,10,2,6,4,2,0,1,3,1,119,35,10,0,2
Dan Tinney,,0,98,92,96,12,5,5,3,4,2,1,2,1,0,1,1,1,108,20,3,0,2
Bill Heeney,,,0,96,97,9,4,3,2,3,1,1,2,0,0,0,2,0,106,21,4,0,2
David Oh,,,,1,91,12,6,5,6,4,1,5,2,1,0,1,1,0,103,22,3,0,2
Matt Wolfe,,,,,0,4,4,3,0,2,1,2,3,1,1,0,1,0,102,15,2,0,2
Allan Domb,,,,,,1,61,56,54,52,6,2,1,2,1,0,0,0,16,66,61,0,2
