col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,District Council 7th District,,Judge Of The Superior Court,,,,,All
,Maria Quiñones Sánchez,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
Maria Quiñones Sánchez,2,0,80,78,3,0,0,All
Write-In,,0,0,0,0,0,0,All
Daniel D Mccaffery,,,1,76,2,0,0,All
Amanda Green-Hawkins,,,,1,1,0,0,All
Megan Mccarthy King,,,,,0,0,0,All
Christylee Peck,,,,,,0,0,All
Write-In,,,,,,,0,All
Total,87,0,83,82,4,0,0,All
,District Council 7th District,,Judge Of The Superior Court,,,,,1
,Maria Quiñones Sánchez,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,1
Maria Quiñones Sánchez,2,0,80,78,3,0,0,1
Write-In,,0,0,0,0,0,0,1
Daniel D Mccaffery,,,1,76,2,0,0,1
Amanda Green-Hawkins,,,,1,1,0,0,1
Megan Mccarthy King,,,,,0,0,0,1
Christylee Peck,,,,,,0,0,1
Write-In,,,,,,,0,1
Total,87,0,83,82,4,0,0,1
