col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 1st District,,,Judge Of The Superior Court,,,,,All
,Mark F Squilla,Daniel Orsino,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
Mark F Squilla,"1,361",40,0,"23,321","20,992","1,829","1,347",7,All
Daniel Orsino,,341,0,874,575,"4,495","4,276",0,All
Write-In,,,5,39,37,4,5,9,All
Daniel D Mccaffery,,,,339,"21,135","1,110",500,2,All
Amanda Green-Hawkins,,,,,209,240,252,2,All
Megan Mccarthy King,,,,,,89,"5,079",1,All
Christylee Peck,,,,,,,60,0,All
Write-In,,,,,,,,1,All
Total,"27,057","5,626",56,"25,785","22,966","6,739","5,979",21,All
