col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,division
,District Council 1st District,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Mark F Squilla,Daniel Orsino,Write-In,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Mark F Squilla,27,0,0,"5,743","4,856","5,063","4,859","4,818","2,253","1,534",549,342,303,166,112,406,299,133,126,81,15,All
Daniel Orsino,,2,0,186,248,103,128,93,120,78,713,671,653,720,646,61,71,80,63,30,3,All
Write-In,,,0,11,6,7,6,7,10,7,2,0,0,2,0,2,1,0,1,0,14,All
Helen Gym,,,,7,"4,612","4,809","4,584","4,582","2,075","1,350",401,205,219,71,40,360,224,100,89,45,18,All
Allan Domb,,,,,29,"4,073","4,002","3,857",985,526,539,340,335,218,140,173,119,74,81,27,6,All
Katherine Gilmore Richardson,,,,,,2,"4,277","4,318","1,439",880,168,135,189,58,42,214,115,70,47,40,7,All
Derek S Green,,,,,,,3,"4,296","1,163",719,272,159,80,64,21,207,149,81,68,31,10,All
Isaiah Thomas,,,,,,,,3,"1,238",858,177,95,61,28,23,168,120,68,42,32,7,All
Kendra Brooks,,,,,,,,,3,"1,749",127,41,144,24,16,304,216,79,78,43,10,All
Nicolas O'Rourke,,,,,,,,,,1,67,13,19,16,10,153,149,27,55,29,3,All
David Oh,,,,,,,,,,,173,812,689,754,682,53,46,65,40,22,3,All
Al Taubenberger,,,,,,,,,,,,4,699,714,655,34,19,44,31,4,4,All
Dan Tinney,,,,,,,,,,,,,3,677,649,13,17,29,32,6,0,All
Matt Wolfe,,,,,,,,,,,,,,3,705,20,25,45,31,13,0,All
Bill Heeney,,,,,,,,,,,,,,,1,7,16,27,16,12,0,All
Sherrie Cohen,,,,,,,,,,,,,,,,0,76,45,47,18,1,All
Joe Cox,,,,,,,,,,,,,,,,,1,59,68,76,2,All
Maj Toure,,,,,,,,,,,,,,,,,,7,42,25,0,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,19,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,0,2,All
Write-In,,,,,,,,,,,,,,,,,,,,,0,All
Total,"6,796","1,021",18,"6,254","5,355","5,351","5,163","5,097","2,643","1,805","1,528","1,079","1,011",934,791,510,402,244,209,120,40,All
,District Council 1st District,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Mark F Squilla,Daniel Orsino,Write-In,Helen Gym,Allan Domb,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Dan Tinney,Al Taubenberger,David Oh,Matt Wolfe,Nicolas O'Rourke,Bill Heeney,Sherrie Cohen,Steve Cherniavsky,Joe Cox,Clarc King,Maj Toure,Write-In,1
Mark F Squilla,0,0,0,222,186,197,185,178,53,23,19,17,5,30,2,10,4,4,3,3,2,1
Daniel Orsino,,0,0,4,16,6,8,2,3,38,40,39,40,1,35,1,0,0,0,0,0,1
Write-In,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,0,190,201,186,181,61,24,12,12,4,32,0,9,0,3,3,2,0,1
Allan Domb,,,,,1,179,165,151,30,30,23,29,14,8,6,5,2,0,0,0,2,1
Katherine Gilmore Richardson,,,,,,0,176,170,43,19,12,9,6,16,3,4,1,0,2,1,2,1
Derek S Green,,,,,,,0,172,29,5,12,11,4,19,2,4,2,1,1,1,2,1
Isaiah Thomas,,,,,,,,0,27,3,5,2,0,19,0,4,0,0,2,0,0,1
Kendra Brooks,,,,,,,,,1,16,2,1,1,38,0,6,2,3,2,1,0,1
Dan Tinney,,,,,,,,,,0,41,43,37,1,33,1,1,0,0,1,0,1
Al Taubenberger,,,,,,,,,,,0,47,41,0,34,1,0,0,0,1,0,1
David Oh,,,,,,,,,,,,0,41,1,34,0,1,0,0,0,0,1
Matt Wolfe,,,,,,,,,,,,,0,1,37,0,0,0,0,0,0,1
Nicolas O'Rourke,,,,,,,,,,,,,,0,0,3,2,3,1,1,0,1
Bill Heeney,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,0,2,2,0,1,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,0,1,0,1,0,1
Joe Cox,,,,,,,,,,,,,,,,,,0,1,1,0,1
Clarc King,,,,,,,,,,,,,,,,,,,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,0,1
Total,246,51,0,245,222,219,207,188,72,67,62,62,48,39,38,13,5,4,3,3,2,1
,District Council 1st District,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Mark F Squilla,Daniel Orsino,Write-In,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Kendra Brooks,David Oh,Al Taubenberger,Dan Tinney,Matt Wolfe,Nicolas O'Rourke,Bill Heeney,Joe Cox,Sherrie Cohen,Write-In,Steve Cherniavsky,Clarc King,Maj Toure,2
Mark F Squilla,1,0,0,193,193,182,166,170,55,30,24,19,12,33,7,10,6,2,3,1,2,2
