col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,division
,Judge Of The Court Of Common Pleas,,,,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Helen Gym,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Derek S Green,David Oh,Al Taubenberger,Matt Wolfe,Bill Heeney,Dan Tinney,Kendra Brooks,Nicolas O'Rourke,Joe Cox,Sherrie Cohen,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Tiffany Palmer,5,"4,659","4,644","4,457","4,436","4,363","4,218",6,"3,949","3,639","3,556","3,217","3,414",484,343,251,229,318,"1,535","1,260",327,200,111,85,69,22,All
Jennifer Schultz,,5,"4,569","4,391","4,429","4,376","4,212",8,"3,876","3,600","3,539","3,187","3,377",490,349,253,242,321,"1,465","1,219",308,187,100,80,64,20,All
Anthony Kyriakakis,,,6,"4,489","4,373","4,370","4,138",7,"3,839","3,573","3,485","3,221","3,396",490,372,259,238,336,"1,454","1,204",310,181,104,87,67,21,All
James C Crumlish,,,,18,"4,338","4,358","4,131",8,"3,657","3,450","3,397","3,220","3,350",522,411,284,271,363,"1,274","1,028",289,173,97,85,61,18,All
Carmella Jacquinto,,,,,12,"4,326","4,190",3,"3,655","3,446","3,398","3,141","3,321",475,343,257,228,313,"1,267","1,048",283,174,102,74,63,16,All
Joshua Roberts,,,,,,3,"4,134",8,"3,578","3,410","3,341","3,118","3,300",463,332,240,209,302,"1,210",990,273,157,92,67,59,15,All
Crystal B Powell,,,,,,,5,6,"3,453","3,302","3,257","3,030","3,172",438,309,232,206,277,"1,109",938,253,142,87,60,61,17,All
Write-In,,,,,,,,2,5,2,4,1,6,5,4,4,3,2,6,6,1,1,4,0,0,0,All
Helen Gym,,,,,,,,,13,"3,389","3,321","2,996","3,143",273,109,79,67,86,"1,378","1,133",243,165,48,38,28,11,All
Isaiah Thomas,,,,,,,,,,3,"3,214","2,842","3,146",160,126,39,36,115,961,814,123,55,36,29,19,10,All
Katherine Gilmore Richardson,,,,,,,,,,,8,"2,860","3,051",150,166,80,66,141,885,702,122,80,43,26,24,7,All
Allan Domb,,,,,,,,,,,,59,"2,890",473,299,201,212,234,422,294,94,58,43,37,12,9,All
Derek S Green,,,,,,,,,,,,,7,199,166,68,47,134,674,507,109,97,49,29,19,7,All
David Oh,,,,,,,,,,,,,,92,"1,871","1,877","1,851","1,808",125,104,50,40,51,28,14,11,All
Al Taubenberger,,,,,,,,,,,,,,,39,"1,775","1,784","1,844",34,35,21,17,40,24,8,3,All
Matt Wolfe,,,,,,,,,,,,,,,,41,"1,959","1,812",31,39,38,17,48,27,15,2,All
