col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Crystal B Powell,Carmella Jacquinto,Joshua Roberts,James C Crumlish,Write-In,All
Amanda Green-Hawkins,7,"1,272",8,6,0,"1,312","1,293","1,264","1,206","1,202","1,190","1,176",0,All
Daniel D Mccaffery,,7,13,3,0,"1,272","1,265","1,254","1,170","1,179","1,170","1,169",0,All
Megan Mccarthy King,,,4,42,0,20,18,17,18,20,16,17,0,All
Christylee Peck,,,,2,0,15,14,13,13,14,14,14,0,All
Write-In,,,,,0,0,0,0,0,0,0,0,0,All
Tiffany Palmer,,,,,,0,"1,307","1,284","1,222","1,230","1,212","1,212",0,All
Jennifer Schultz,,,,,,,0,"1,286","1,209","1,220","1,215","1,203",0,All
Anthony Kyriakakis,,,,,,,,0,"1,192","1,203","1,203","1,208",0,All
Crystal B Powell,,,,,,,,,1,"1,211","1,202","1,195",0,All
Carmella Jacquinto,,,,,,,,,,0,"1,210","1,208",0,All
Joshua Roberts,,,,,,,,,,,0,"1,205",0,All
James C Crumlish,,,,,,,,,,,,2,0,All
Write-In,,,,,,,,,,,,,0,All
Total,"1,383","1,334",68,55,0,"1,365","1,340","1,309","1,251","1,250","1,233","1,228",0,All
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Jennifer Schultz,Tiffany Palmer,Anthony Kyriakakis,Joshua Roberts,Carmella Jacquinto,Crystal B Powell,James C Crumlish,Write-In,1
Amanda Green-Hawkins,1,101,1,0,0,106,102,100,70,70,70,68,0,1
Daniel D Mccaffery,,0,0,2,0,101,97,102,70,67,67,70,0,1
Christylee Peck,,,1,2,0,2,2,2,2,2,2,2,0,1
Megan Mccarthy King,,,,0,0,2,2,2,2,2,2,2,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,1
Jennifer Schultz,,,,,,0,103,104,74,75,72,72,0,1
Tiffany Palmer,,,,,,,0,99,73,75,74,74,0,1
Anthony Kyriakakis,,,,,,,,0,74,72,70,74,0,1
Joshua Roberts,,,,,,,,,0,72,72,73,0,1
Carmella Jacquinto,,,,,,,,,,0,71,72,0,1
Crystal B Powell,,,,,,,,,,,0,71,0,1
James C Crumlish,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,0,1
Total,111,107,4,4,0,111,108,107,76,75,75,75,0,1
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Tiffany Palmer,Carmella Jacquinto,Jennifer Schultz,Joshua Roberts,Crystal B Powell,James C Crumlish,Anthony Kyriakakis,Write-In,2
Daniel D Mccaffery,2,74,4,0,0,75,76,77,77,74,75,74,0,2
Amanda Green-Hawkins,,1,0,1,0,78,74,75,74,73,72,71,0,2
Megan Mccarthy King,,,0,4,0,3,4,3,3,4,3,3,0,2
Christylee Peck,,,,0,0,2,2,2,2,2,2,2,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,2
