col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Register Of Wills,,Judge Of The Superior Court,,,,,All
,Tracey Gordon,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
Tracey Gordon,"5,806",0,"208,900","205,662","10,845","7,459",42,All
Write-In,,21,154,110,136,120,33,All
Daniel D Mccaffery,,,"6,079","199,950","6,815","2,927",12,All
Amanda Green-Hawkins,,,,"3,712","1,791","1,614",15,All
Megan Mccarthy King,,,,,"2,316","35,474",3,All
Christylee Peck,,,,,,947,3,All
Write-In,,,,,,,10,All
Total,"233,358",316,"225,813","217,982","47,276","41,373",109,All
