col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Sheriff,,District Council 4th District,,,,All
,Rochelle Bilal,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,All
Rochelle Bilal,231,0,"6,045",963,309,4,All
Write-In,,12,7,9,14,3,All
Curtis Jones Jr,,,536,0,0,0,All
Karla Cruel,,,,435,0,0,All
Matt Baltsar,,,,,389,0,All
Write-In,,,,,,6,All
Total,"7,552",45,"6,588","1,407",712,13,All
,Sheriff,,District Council 4th District,,,,1
,Rochelle Bilal,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,1
Rochelle Bilal,4,0,119,24,6,0,1
Write-In,,0,0,0,0,0,1
Curtis Jones Jr,,,10,0,0,0,1
Karla Cruel,,,,4,0,0,1
Matt Baltsar,,,,,7,0,1
Write-In,,,,,,0,1
Total,153,0,129,28,13,0,1
,Sheriff,,District Council 4th District,,,,2
,Rochelle Bilal,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,2
Rochelle Bilal,1,0,142,21,11,0,2
Write-In,,0,0,0,1,0,2
Curtis Jones Jr,,,7,0,0,0,2
Karla Cruel,,,,5,0,0,2
Matt Baltsar,,,,,13,0,2
Write-In,,,,,,0,2
Total,175,1,149,26,25,0,2
,Sheriff,,District Council 4th District,,,,3
,Rochelle Bilal,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,3
Rochelle Bilal,3,0,116,3,1,0,3
Write-In,,0,0,1,0,0,3
Curtis Jones Jr,,,5,0,0,0,3
Karla Cruel,,,,2,0,0,3
Matt Baltsar,,,,,0,0,3
Write-In,,,,,,0,3
Total,123,1,121,6,1,0,3
,Sheriff,,District Council 4th District,,,,4
,Rochelle Bilal,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,4
Rochelle Bilal,3,0,110,12,2,0,4
Write-In,,0,0,1,0,0,4
Curtis Jones Jr,,,4,0,0,0,4
Karla Cruel,,,,5,0,0,4
Matt Baltsar,,,,,5,0,4
Write-In,,,,,,0,4
Total,127,1,114,18,7,0,4
,Sheriff,,District Council 4th District,,,,5
,Rochelle Bilal,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,5
Rochelle Bilal,9,0,188,33,9,0,5
Write-In,,1,0,0,0,0,5
Curtis Jones Jr,,,17,0,0,0,5
Karla Cruel,,,,17,0,0,5
Matt Baltsar,,,,,9,0,5
