col_1,col_2,col_3,col_4,col_5,division
,District Council 7th District,,Sheriff,,All
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,All
Maria Quiñones Sánchez,63,0,"1,115",1,All
Write-In,,1,3,1,All
Rochelle Bilal,,,40,0,All
Write-In,,,,0,All
Total,"1,179",5,"1,158",2,All
,District Council 7th District,,Sheriff,,1
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,1
Maria Quiñones Sánchez,7,0,93,1,1
Write-In,,0,0,0,1
Rochelle Bilal,,,6,0,1
Write-In,,,,0,1
Total,101,0,99,1,1
,District Council 7th District,,Sheriff,,2
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,2
Maria Quiñones Sánchez,6,0,59,0,2
Write-In,,0,0,0,2
Rochelle Bilal,,,3,0,2
Write-In,,,,0,2
Total,65,0,62,0,2
,District Council 7th District,,Sheriff,,3
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,3
Maria Quiñones Sánchez,3,0,75,0,3
Write-In,,0,0,0,3
Rochelle Bilal,,,2,0,3
Write-In,,,,0,3
Total,78,0,77,0,3
,District Council 7th District,,Sheriff,,4
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,4
Maria Quiñones Sánchez,5,0,73,0,4
Write-In,,0,0,0,4
Rochelle Bilal,,,3,0,4
Write-In,,,,0,4
Total,78,0,76,0,4
,District Council 7th District,,Sheriff,,5
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,5
Maria Quiñones Sánchez,18,0,120,0,5
Write-In,,0,0,0,5
Rochelle Bilal,,,4,0,5
Write-In,,,,0,5
Total,138,0,124,0,5
,Sheriff,,District Council 7th District,,6
,Rochelle Bilal,Write-In,Maria Quiñones Sánchez,Write-In,6
Rochelle Bilal,3,0,61,0,6
Write-In,,0,0,0,6
Maria Quiñones Sánchez,,,1,0,6
Write-In,,,,0,6
Total,64,0,62,0,6
,District Council 7th District,,Sheriff,,7
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,7
Maria Quiñones Sánchez,5,0,69,0,7
Write-In,,0,0,1,7
Rochelle Bilal,,,1,0,7
Write-In,,,,0,7
Total,74,1,70,1,7
,District Council 7th District,,Sheriff,,8
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,8
Maria Quiñones Sánchez,3,0,78,0,8
Write-In,,0,0,0,8
Rochelle Bilal,,,1,0,8
Write-In,,,,0,8
Total,81,0,79,0,8
,Sheriff,,District Council 7th District,,9
,Rochelle Bilal,Write-In,Maria Quiñones Sánchez,Write-In,9
Rochelle Bilal,3,0,75,0,9
Write-In,,0,0,0,9
Maria Quiñones Sánchez,,,1,0,9
Write-In,,,,0,9
Total,78,0,76,0,9
,District Council 7th District,,Sheriff,,10
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,10
Maria Quiñones Sánchez,3,0,81,0,10
Write-In,,0,0,0,10
Rochelle Bilal,,,3,0,10
Write-In,,,,0,10
Total,84,0,84,0,10
,District Council 7th District,,Sheriff,,11
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,11
Maria Quiñones Sánchez,5,0,81,0,11
Write-In,,0,2,0,11
Rochelle Bilal,,,1,0,11
Write-In,,,,0,11
Total,86,2,84,0,11
,Sheriff,,District Council 7th District,,14
,Rochelle Bilal,Write-In,Maria Quiñones Sánchez,Write-In,14
Rochelle Bilal,6,0,108,1,14
Write-In,,0,0,0,14
Maria Quiñones Sánchez,,,2,0,14
Write-In,,,,0,14
Total,115,0,110,1,14
,Sheriff,,District Council 7th District,,22
,Rochelle Bilal,Write-In,Maria Quiñones Sánchez,Write-In,22
Rochelle Bilal,3,0,91,0,22
Write-In,,0,0,0,22
Maria Quiñones Sánchez,,,1,0,22
Write-In,,,,1,22
Total,94,0,92,1,22
,District Council 7th District,,Sheriff,,23
,Maria Quiñones Sánchez,Write-In,Rochelle Bilal,Write-In,23
Maria Quiñones Sánchez,3,0,51,0,23
Write-In,,0,0,0,23
Rochelle Bilal,,,1,0,23
Write-In,,,,0,23
Total,54,0,52,0,23
