col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Judge Of The Superior Court,,,,,District Council 4th District,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Curtis Jones Jr,Karla Cruel,Matt Baltsar,Write-In,All
Daniel D Mccaffery,282,"24,570",687,287,1,"24,046","1,680",448,10,All
Amanda Green-Hawkins,,248,203,213,2,"24,148","1,507",302,7,All
Megan Mccarthy King,,,112,"2,830",0,769,512,495,10,All
Christylee Peck,,,,48,0,570,399,412,10,All
Write-In,,,,,2,3,0,0,3,All
Curtis Jones Jr,,,,,,762,0,0,0,All
Karla Cruel,,,,,,,196,0,0,All
Matt Baltsar,,,,,,,,74,0,All
Write-In,,,,,,,,,1,All
Total,"27,149","26,814","3,961","3,445",16,"26,793","2,450",984,25,All
