col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,division
,Council At Large,,,,,,,,,,,,,,,,,,Sheriff,,All
,Al Taubenberger,Dan Tinney,David Oh,Bill Heeney,Matt Wolfe,Allan Domb,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Kendra Brooks,Nicolas O'Rourke,Sherrie Cohen,Maj Toure,Joe Cox,Steve Cherniavsky,Clarc King,Write-In,Rochelle Bilal,Write-In,All
Al Taubenberger,144,"2,307","2,240","2,203","2,069",417,286,176,160,128,48,38,62,43,25,31,8,6,630,16,All
Dan Tinney,,49,"2,012","2,112","2,023",290,133,133,96,84,49,35,33,28,18,17,16,3,395,15,All
David Oh,,,41,"2,009","1,951",373,240,86,127,88,45,39,35,40,18,23,15,3,493,13,All
Bill Heeney,,,,63,"2,037",232,105,72,41,45,23,29,19,37,23,15,12,3,352,15,All
Matt Wolfe,,,,,30,155,72,57,44,21,19,21,26,35,17,16,12,2,291,18,All
Allan Domb,,,,,,30,"1,763","1,584","1,584","1,547",128,63,65,22,23,15,3,2,"1,857",7,All
Helen Gym,,,,,,,13,"1,673","1,628","1,638",216,113,76,26,28,17,4,4,"1,913",1,All
Katherine Gilmore Richardson,,,,,,,,6,"1,582","1,593",142,75,39,15,21,9,9,2,"1,746",3,All
Derek S Green,,,,,,,,,3,"1,620",107,53,41,20,15,8,7,4,"1,733",3,All
Isaiah Thomas,,,,,,,,,,6,130,77,34,19,17,8,9,2,"1,715",0,All
Kendra Brooks,,,,,,,,,,,1,160,43,12,21,11,6,3,249,1,All
Nicolas O'Rourke,,,,,,,,,,,,2,21,6,24,16,8,1,157,1,All
Sherrie Cohen,,,,,,,,,,,,,4,15,14,18,8,1,127,0,All
Maj Toure,,,,,,,,,,,,,,12,14,11,12,0,51,4,All
Joe Cox,,,,,,,,,,,,,,,1,16,26,0,55,2,All
Steve Cherniavsky,,,,,,,,,,,,,,,,0,10,0,34,3,All
Clarc King,,,,,,,,,,,,,,,,,1,0,19,0,All
Write-In,,,,,,,,,,,,,,,,,,0,7,0,All
Rochelle Bilal,,,,,,,,,,,,,,,,,,,18,0,All
Write-In,,,,,,,,,,,,,,,,,,,,1,All
Total,"3,106","2,659","2,573","2,533","2,321","2,246","2,127","1,891","1,854","1,832",320,222,175,113,91,67,48,10,"2,635",23,All
,Council At Large,,,,,,,,,,,,,,,,,,Sheriff,,1
