col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,District Council 6th District,,,Judge Of The Superior Court,,,,,All
,Bobby Henon,Pete Smith,Write-In,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,All
Bobby Henon,726,5,0,"10,443","9,160","1,667","1,149",4,All
Pete Smith,,544,0,"1,307",589,"6,775","6,297",3,All
Write-In,,,1,10,9,1,1,4,All
Daniel D Mccaffery,,,,266,"9,159","1,146",411,3,All
Amanda Green-Hawkins,,,,,133,164,143,4,All
Megan Mccarthy King,,,,,,131,"7,046",0,All
Christylee Peck,,,,,,,70,1,All
Write-In,,,,,,,,0,All
Total,"12,910","8,408",14,"12,414","10,196","8,955","7,847",14,All
