col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,District Council 3rd District,,City Commissioners,,,,All
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,All
Jamie Gauthier,53,0,"3,646","3,551",29,1,All
Write-In,,0,7,7,0,0,All
Omar Sabir,,,54,"3,534",14,0,All
Lisa Deeley,,,,26,15,0,All
Al Schmidt,,,,,44,0,All
Write-In,,,,,,0,All
Total,"3,793",7,"3,770","3,652",80,1,All
,District Council 3rd District,,City Commissioners,,,,1
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,1
Jamie Gauthier,4,0,116,112,1,0,1
Write-In,,0,0,0,0,0,1
Omar Sabir,,,1,112,1,0,1
Lisa Deeley,,,,0,0,0,1
Al Schmidt,,,,,2,0,1
Write-In,,,,,,0,1
Total,124,0,121,115,4,0,1
,District Council 3rd District,,City Commissioners,,,,2
,Jamie Gauthier,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,2
Jamie Gauthier,2,0,144,143,1,0,2
Write-In,,0,0,0,0,0,2
Lisa Deeley,,,0,141,0,0,2
Omar Sabir,,,,0,0,0,2
Al Schmidt,,,,,2,0,2
Write-In,,,,,,0,2
Total,149,0,144,143,3,0,2
,District Council 3rd District,,City Commissioners,,,,3
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,3
Jamie Gauthier,1,0,193,183,1,0,3
Write-In,,0,0,0,0,0,3
Omar Sabir,,,3,181,0,0,3
Lisa Deeley,,,,1,1,0,3
Al Schmidt,,,,,3,0,3
Write-In,,,,,,0,3
Total,198,0,197,186,5,0,3
,City Commissioners,,,,District Council 3rd District,,4
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Jamie Gauthier,Write-In,4
Omar Sabir,4,246,0,0,237,0,4
Lisa Deeley,,1,0,0,234,0,4
Al Schmidt,,,3,0,1,0,4
Write-In,,,,0,0,0,4
Jamie Gauthier,,,,,3,0,4
Write-In,,,,,,0,4
Total,255,249,4,0,243,0,4
,City Commissioners,,,,District Council 3rd District,,5
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Jamie Gauthier,Write-In,5
Omar Sabir,1,131,1,0,132,0,5
Lisa Deeley,,0,0,0,129,0,5
Al Schmidt,,,1,0,1,0,5
Write-In,,,,0,0,0,5
Jamie Gauthier,,,,,0,0,5
Write-In,,,,,,0,5
Total,135,131,2,0,132,0,5
,City Commissioners,,,,District Council 3rd District,,6
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Jamie Gauthier,Write-In,6
Omar Sabir,3,147,0,0,155,0,6
Lisa Deeley,,0,1,0,147,0,6
Al Schmidt,,,2,0,1,0,6
Write-In,,,,0,0,0,6
Jamie Gauthier,,,,,2,0,6
Write-In,,,,,,0,6
Total,160,149,3,0,159,0,6
,City Commissioners,,,,District Council 3rd District,,7
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Jamie Gauthier,Write-In,7
Omar Sabir,3,136,1,0,141,0,7
Lisa Deeley,,0,0,0,135,0,7
Al Schmidt,,,5,0,1,0,7
Write-In,,,,0,0,0,7
Jamie Gauthier,,,,,0,0,7
Write-In,,,,,,0,7
Total,146,137,6,0,142,0,7
,District Council 3rd District,,City Commissioners,,,,8
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,8
Jamie Gauthier,2,0,179,167,2,0,8
Write-In,,0,0,0,0,0,8
Omar Sabir,,,3,165,2,0,8
Lisa Deeley,,,,0,1,0,8
Al Schmidt,,,,,0,0,8
Write-In,,,,,,0,8
Total,185,0,184,170,3,0,8
,District Council 3rd District,,City Commissioners,,,,9
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,9
Jamie Gauthier,4,0,205,200,2,0,9
Write-In,,0,0,0,0,0,9
Omar Sabir,,,2,194,1,0,9
Lisa Deeley,,,,3,1,0,9
Al Schmidt,,,,,0,0,9
Write-In,,,,,,0,9
Total,218,0,210,206,2,0,9
,District Council 3rd District,,City Commissioners,,,,10
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,10
Jamie Gauthier,1,0,156,155,0,0,10
Write-In,,0,0,0,0,0,10
Omar Sabir,,,1,154,0,0,10
Lisa Deeley,,,,0,0,0,10
Al Schmidt,,,,,0,0,10
Write-In,,,,,,0,10
Total,158,0,157,155,0,0,10
,City Commissioners,,,,District Council 3rd District,,11
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Jamie Gauthier,Write-In,11
Omar Sabir,8,207,2,0,215,0,11
Lisa Deeley,,1,0,0,202,0,11
Al Schmidt,,,5,0,2,0,11
Write-In,,,,0,1,0,11
Jamie Gauthier,,,,,4,0,11
Write-In,,,,,,0,11
Total,231,211,7,1,223,0,11
,District Council 3rd District,,City Commissioners,,,,12
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,12
Jamie Gauthier,3,0,164,157,3,0,12
Write-In,,0,0,0,0,0,12
Omar Sabir,,,1,158,2,0,12
Lisa Deeley,,,,1,1,0,12
Al Schmidt,,,,,0,0,12
Write-In,,,,,,0,12
Total,169,0,168,161,3,0,12
,District Council 3rd District,,City Commissioners,,,,13
,Jamie Gauthier,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,13
Jamie Gauthier,0,0,125,119,3,0,13
Write-In,,0,0,0,0,0,13
Lisa Deeley,,,0,117,3,0,13
Omar Sabir,,,,1,0,0,13
Al Schmidt,,,,,0,0,13
Write-In,,,,,,0,13
Total,128,0,126,121,3,0,13
,District Council 3rd District,,City Commissioners,,,,14
,Jamie Gauthier,Write-In,Lisa Deeley,Omar Sabir,Al Schmidt,Write-In,14
Jamie Gauthier,3,0,189,189,1,0,14
Write-In,,0,0,0,0,0,14
Lisa Deeley,,,2,183,0,0,14
Omar Sabir,,,,2,0,0,14
Al Schmidt,,,,,1,0,14
Write-In,,,,,,0,14
Total,201,0,193,193,2,0,14
,District Council 3rd District,,City Commissioners,,,,15
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,15
Jamie Gauthier,6,0,178,173,2,0,15
Write-In,,0,0,0,0,0,15
Omar Sabir,,,3,169,1,0,15
Lisa Deeley,,,,2,1,0,15
Al Schmidt,,,,,0,0,15
Write-In,,,,,,0,15
Total,192,0,184,179,3,0,15
,District Council 3rd District,,City Commissioners,,,,16
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,16
Jamie Gauthier,0,0,201,199,0,0,16
Write-In,,0,0,0,0,0,16
Omar Sabir,,,2,195,0,0,16
Lisa Deeley,,,,0,0,0,16
Al Schmidt,,,,,2,0,16
Write-In,,,,,,0,16
Total,206,0,204,200,2,0,16
,District Council 3rd District,,City Commissioners,,,,17
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,17
Jamie Gauthier,2,0,205,202,1,0,17
Write-In,,0,1,1,0,0,17
Omar Sabir,,,3,197,0,0,17
Lisa Deeley,,,,4,2,0,17
Al Schmidt,,,,,1,0,17
Write-In,,,,,,0,17
Total,215,1,211,210,3,0,17
,City Commissioners,,,,District Council 3rd District,,18
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Jamie Gauthier,Write-In,18
Omar Sabir,0,164,1,0,162,6,18
Lisa Deeley,,1,3,0,158,6,18
Al Schmidt,,,9,0,2,0,18
Write-In,,,,0,0,0,18
Jamie Gauthier,,,,,2,0,18
Write-In,,,,,,0,18
Total,172,171,13,0,168,6,18
,City Commissioners,,,,District Council 3rd District,,19
,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,Jamie Gauthier,Write-In,19
Omar Sabir,7,195,0,0,200,0,19
Lisa Deeley,,4,0,0,199,0,19
Al Schmidt,,,2,0,0,0,19
Write-In,,,,0,0,0,19
Jamie Gauthier,,,,,2,0,19
Write-In,,,,,,0,19
Total,211,207,2,0,210,0,19
,District Council 3rd District,,City Commissioners,,,,20
,Jamie Gauthier,Write-In,Omar Sabir,Lisa Deeley,Al Schmidt,Write-In,20
Jamie Gauthier,5,0,143,136,2,0,20
Write-In,,0,0,0,0,0,20
Omar Sabir,,,0,138,1,0,20
Lisa Deeley,,,,2,0,0,20
Al Schmidt,,,,,2,0,20
Write-In,,,,,,0,20
