col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Jennifer Schultz,Tiffany Palmer,James C Crumlish,Anthony Kyriakakis,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,All
Daniel D Mccaffery,168,"1,728",224,88,1,"1,915","1,910","1,926","1,900","1,870","1,864","1,834",7,All
Amanda Green-Hawkins,,8,37,27,1,"1,758","1,760","1,718","1,719","1,737","1,716","1,733",6,All
Megan Mccarthy King,,,84,"1,325",0,261,242,251,252,232,223,215,18,All
Christylee Peck,,,,33,0,180,169,178,173,154,146,143,25,All
Write-In,,,,,0,0,0,0,0,0,0,1,6,All
Jennifer Schultz,,,,,,5,"2,020","1,988","1,993","1,992","1,985","1,971",3,All
Tiffany Palmer,,,,,,,0,"1,987","1,992","1,999","1,968","1,975",0,All
James C Crumlish,,,,,,,,2,"2,019","1,968","1,976","1,933",0,All
Anthony Kyriakakis,,,,,,,,,0,"1,975","1,983","1,915",3,All
Carmella Jacquinto,,,,,,,,,,1,"1,954","1,950",0,All
Joshua Roberts,,,,,,,,,,,0,"1,928",0,All
Crystal B Powell,,,,,,,,,,,,1,6,All
Write-In,,,,,,,,,,,,,0,All
Total,"2,427","1,913","1,692","1,486",6,"2,170","2,148","2,146","2,117","2,085","2,065","2,060",45,All
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,1
,Megan Mccarthy King,Christylee Peck,Daniel D Mccaffery,Amanda Green-Hawkins,Write-In,James C Crumlish,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Tiffany Palmer,Crystal B Powell,Write-In,1
Megan Mccarthy King,5,135,32,3,0,34,31,31,28,26,30,27,0,1
Christylee Peck,,1,7,1,0,16,16,14,12,10,13,12,0,1
Daniel D Mccaffery,,,24,60,0,92,82,82,80,83,78,76,0,1
Amanda Green-Hawkins,,,,1,0,56,57,58,59,57,59,58,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,1
James C Crumlish,,,,,,1,90,88,85,89,86,83,0,1
Anthony Kyriakakis,,,,,,,0,89,87,87,89,82,0,1
Jennifer Schultz,,,,,,,,0,91,88,88,85,0,1
Carmella Jacquinto,,,,,,,,,0,85,88,86,0,1
Joshua Roberts,,,,,,,,,,0,85,84,0,1
Tiffany Palmer,,,,,,,,,,,0,85,0,1
Crystal B Powell,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,0,1
Total,177,145,143,68,0,108,99,99,96,95,95,91,0,1
,Judge Of The Superior Court,,,,,Judge Of The Court Of Common Pleas,,,,,,,,2
,Megan Mccarthy King,Daniel D Mccaffery,Christylee Peck,Amanda Green-Hawkins,Write-In,Jennifer Schultz,Anthony Kyriakakis,James C Crumlish,Tiffany Palmer,Carmella Jacquinto,Crystal B Powell,Joshua Roberts,Write-In,2
Megan Mccarthy King,7,23,105,1,0,22,21,18,20,20,17,15,5,2
Daniel D Mccaffery,,17,7,73,0,89,91,89,87,84,84,82,0,2
Christylee Peck,,,4,2,0,18,16,16,16,14,14,11,5,2
