col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,All
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Katherine Gilmore Richardson,Allan Domb,Derek S Green,Isaiah Thomas,David Oh,Dan Tinney,Kendra Brooks,Al Taubenberger,Bill Heeney,Matt Wolfe,Nicolas O'Rourke,Sherrie Cohen,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,All
Daniel D Mccaffery,30,"6,171",472,195,0,"6,055","5,347","5,110","5,170","5,131",873,710,"2,319",552,446,381,"1,660",414,384,238,156,130,9,All
Amanda Green-Hawkins,,11,85,85,0,"5,685","5,138","4,728","4,905","4,965",538,330,"2,065",254,170,172,"1,506",325,321,189,111,129,12,All
Megan Mccarthy King,,,4,"2,111",0,324,271,398,214,181,"2,024","2,150",201,"2,059","2,038","1,997",127,96,108,168,75,55,1,All
Christylee Peck,,,,4,0,217,170,285,141,115,"1,853","1,954",141,"1,906","1,876","1,867",99,77,83,149,68,49,1,All
Write-In,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,All
Helen Gym,,,,,,6,"5,128","4,904","4,903","4,866",504,317,"2,010",247,135,133,"1,370",372,228,142,87,65,9,All
Katherine Gilmore Richardson,,,,,,,4,"4,390","4,636","4,703",248,280,"1,405",168,115,121,889,181,146,86,52,68,1,All
Allan Domb,,,,,,,,18,"4,367","4,234",615,501,869,340,254,242,488,128,123,104,58,34,5,All
Derek S Green,,,,,,,,,5,"4,646",302,183,"1,160",154,54,103,745,172,142,101,53,52,2,All
Isaiah Thomas,,,,,,,,,,3,249,120,"1,198",127,67,47,845,105,137,100,40,58,0,All
David Oh,,,,,,,,,,,7,"2,101",230,"2,056","1,994","1,963",138,82,91,136,70,46,3,All
Dan Tinney,,,,,,,,,,,,6,185,"2,156","2,151","2,054",71,49,62,98,52,30,0,All
Kendra Brooks,,,,,,,,,,,,,2,83,40,53,"1,773",357,238,118,78,63,9,All
Al Taubenberger,,,,,,,,,,,,,,5,"2,055","1,978",49,36,53,109,45,14,2,All
Bill Heeney,,,,,,,,,,,,,,,29,"2,038",45,27,37,95,21,23,1,All
Matt Wolfe,,,,,,,,,,,,,,,,4,44,33,55,104,42,25,0,All
Nicolas O'Rourke,,,,,,,,,,,,,,,,,1,215,163,61,52,44,8,All
Sherrie Cohen,,,,,,,,,,,,,,,,,,2,97,73,56,32,1,All
Joe Cox,,,,,,,,,,,,,,,,,,,1,82,84,128,2,All
Maj Toure,,,,,,,,,,,,,,,,,,,,10,64,49,1,All
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,1,36,0,All
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,All
Write-In,,,,,,,,,,,,,,,,,,,,,,,3,All
Total,"7,602","6,728","2,799","2,450",10,"6,677","5,840","5,728","5,587","5,530","2,944","2,874","2,697","2,610","2,516","2,403","1,916",534,513,435,238,215,21,All
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,1
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Dan Tinney,Matt Wolfe,Al Taubenberger,Bill Heeney,Maj Toure,Joe Cox,Sherrie Cohen,Clarc King,Steve Cherniavsky,Write-In,1
Daniel D Mccaffery,0,129,7,4,0,127,115,114,109,105,56,45,16,8,4,7,2,8,11,5,5,2,0,1
Amanda Green-Hawkins,,0,1,1,0,119,106,110,104,96,53,42,11,4,2,4,0,8,12,4,4,2,0,1
Megan Mccarthy King,,,0,30,0,8,9,6,4,6,5,3,29,25,28,24,25,7,0,2,0,1,0,1
Christylee Peck,,,,0,0,6,7,3,4,5,3,2,29,24,27,24,24,5,1,3,1,1,0,1
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Helen Gym,,,,,,0,106,111,100,98,52,38,9,5,0,3,0,5,7,7,2,2,0,1
Derek S Green,,,,,,,0,104,103,88,31,23,10,2,3,4,0,5,4,5,1,1,0,1
Katherine Gilmore Richardson,,,,,,,,0,97,86,35,27,8,3,1,5,0,4,6,4,0,1,0,1
Isaiah Thomas,,,,,,,,,0,89,26,23,10,1,2,2,0,5,2,2,1,0,0,1
Allan Domb,,,,,,,,,,0,20,12,10,8,5,2,2,7,4,0,2,1,0,1
Kendra Brooks,,,,,,,,,,,0,47,4,5,1,2,0,6,9,6,3,2,0,1
Nicolas O'Rourke,,,,,,,,,,,,0,3,0,0,2,0,1,7,2,2,1,0,1
David Oh,,,,,,,,,,,,,0,26,31,29,27,6,1,0,1,1,0,1
Dan Tinney,,,,,,,,,,,,,,0,25,22,24,3,1,1,1,1,0,1
Matt Wolfe,,,,,,,,,,,,,,,0,25,27,5,0,0,1,1,0,1
Al Taubenberger,,,,,,,,,,,,,,,,0,24,3,0,0,0,0,0,1
Bill Heeney,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,1
Maj Toure,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,1
Joe Cox,,,,,,,,,,,,,,,,,,,0,2,3,0,0,1
Sherrie Cohen,,,,,,,,,,,,,,,,,,,,0,1,1,0,1
Clarc King,,,,,,,,,,,,,,,,,,,,,0,0,0,1
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,1
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,1
Total,153,139,38,35,0,141,125,125,116,114,66,50,45,33,32,31,27,16,12,8,5,3,0,1
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,2
,Daniel D Mccaffery,Amanda Green-Hawkins,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Katherine Gilmore Richardson,Isaiah Thomas,Derek S Green,Allan Domb,Kendra Brooks,David Oh,Nicolas O'Rourke,Dan Tinney,Al Taubenberger,Bill Heeney,Matt Wolfe,Joe Cox,Sherrie Cohen,Steve Cherniavsky,Maj Toure,Clarc King,Write-In,2
Daniel D Mccaffery,0,155,7,1,0,144,128,127,116,105,69,17,47,12,8,8,7,16,12,10,5,3,0,2
Amanda Green-Hawkins,,0,2,2,0,134,126,120,110,100,60,13,41,7,5,4,4,16,13,8,5,3,0,2
Megan Mccarthy King,,,1,37,0,8,5,4,4,3,7,35,5,34,33,32,32,4,6,4,5,3,0,2
Christylee Peck,,,,1,0,5,3,5,2,2,5,33,3,29,29,29,30,4,6,3,5,3,0,2
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Helen Gym,,,,,,0,120,120,110,103,57,13,35,4,1,0,3,7,13,7,3,3,0,2
Katherine Gilmore Richardson,,,,,,,0,113,105,90,41,6,25,4,2,2,1,8,9,2,1,3,0,2
Isaiah Thomas,,,,,,,,0,105,96,40,6,26,2,1,1,1,4,5,0,2,1,0,2
Derek S Green,,,,,,,,,0,92,31,5,16,2,1,0,0,2,5,0,1,0,0,2
Allan Domb,,,,,,,,,,0,16,8,12,3,1,0,1,3,2,4,3,0,0,2
Kendra Brooks,,,,,,,,,,,0,7,50,5,1,2,2,8,15,6,2,1,0,2
David Oh,,,,,,,,,,,,0,3,30,32,30,31,3,6,3,4,1,0,2
Nicolas O'Rourke,,,,,,,,,,,,,0,3,0,1,2,8,8,5,2,0,0,2
Dan Tinney,,,,,,,,,,,,,,0,31,33,28,3,2,3,4,1,0,2
Al Taubenberger,,,,,,,,,,,,,,,0,33,30,1,1,1,3,1,0,2
Bill Heeney,,,,,,,,,,,,,,,,1,31,2,2,1,3,0,0,2
Matt Wolfe,,,,,,,,,,,,,,,,,0,2,3,3,3,1,0,2
