col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Judge Of The Court Of Common Pleas,,,,,,,,District Council 2nd District,,,All
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Kenyatta Johnson,Michael Bradley,Write-In,All
Tiffany Palmer,97,"23,956","23,879","23,373","23,214","22,925","21,689",28,"21,565","1,889",327,All
Anthony Kyriakakis,,46,"23,472","23,355","22,795","22,793","21,133",25,"20,933","1,874",326,All
Jennifer Schultz,,,43,"22,869","23,074","22,867","21,470",23,"21,033","1,815",299,All
James C Crumlish,,,,32,"22,753","22,765","21,107",22,"20,588","1,816",290,All
Carmella Jacquinto,,,,,44,"22,740","21,475",17,"20,650","1,705",273,All
Joshua Roberts,,,,,,24,"21,192",18,"20,384","1,652",269,All
Crystal B Powell,,,,,,,30,5,"19,668","1,423",207,All
Write-In,,,,,,,,2,14,11,2,All
Kenyatta Johnson,,,,,,,,,"1,354",7,0,All
Michael Bradley,,,,,,,,,,"3,648",0,All
Write-In,,,,,,,,,,,28,All
Total,"25,403","24,595","24,557","23,950","23,799","23,419","22,155",90,"23,930","6,005",378,All
