col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,division
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Helen Gym,,,,,,0,155,151,151,143,88,64,15,13,5,4,5,1,2,1,1,0,0,4
Derek S Green,,,,,,,0,142,137,122,53,35,11,8,3,0,2,0,1,0,0,0,0,4
Isaiah Thomas,,,,,,,,0,129,127,54,38,11,5,3,0,3,0,1,0,1,0,0,4
Katherine Gilmore Richardson,,,,,,,,,0,125,44,27,4,3,3,2,2,0,0,0,0,1,0,4
Allan Domb,,,,,,,,,,0,32,19,9,1,2,3,1,0,1,0,1,1,0,4
Kendra Brooks,,,,,,,,,,,1,84,12,12,5,3,6,2,4,1,0,1,0,4
Nicolas O'Rourke,,,,,,,,,,,,0,8,9,3,1,5,1,3,1,0,1,0,4
David Oh,,,,,,,,,,,,,0,1,7,4,2,5,1,5,1,0,0,4
Sherrie Cohen,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,4
Al Taubenberger,,,,,,,,,,,,,,,0,4,0,3,0,4,0,0,0,4
Dan Tinney,,,,,,,,,,,,,,,,0,0,3,0,4,0,0,0,4
Joe Cox,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,4
Bill Heeney,,,,,,,,,,,,,,,,,,0,0,4,0,0,0,4
Clarc King,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Matt Wolfe,,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Maj Toure,,,,,,,,,,,,,,,,,,,,,0,0,0,4
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,4
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,4
Total,226,222,8,7,0,209,171,171,160,155,115,85,25,14,11,7,7,5,5,5,1,1,0,4
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,5
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Derek S Green,Katherine Gilmore Richardson,Isaiah Thomas,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Al Taubenberger,Dan Tinney,Matt Wolfe,Bill Heeney,Joe Cox,Maj Toure,Steve Cherniavsky,Clarc King,Write-In,5
Amanda Green-Hawkins,1,253,3,0,0,243,198,200,194,171,126,102,11,18,4,4,1,0,9,2,2,3,0,5
Daniel D Mccaffery,,0,4,3,0,244,203,198,195,179,128,102,15,20,6,6,2,0,10,3,3,3,0,5
Megan Mccarthy King,,,0,13,0,6,5,1,3,8,3,2,15,2,13,11,12,11,0,0,2,0,0,5
Christylee Peck,,,,0,0,4,4,1,0,4,4,3,12,0,11,11,11,11,1,0,1,0,0,5
Write-In,,,,,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Helen Gym,,,,,,0,197,197,195,181,124,93,13,23,6,5,2,0,10,5,1,1,0,5
Derek S Green,,,,,,,0,176,172,159,68,50,4,10,5,2,0,0,2,2,0,1,0,5
Katherine Gilmore Richardson,,,,,,,,0,176,156,71,50,4,6,1,4,1,0,2,0,0,1,0,5
Isaiah Thomas,,,,,,,,,0,154,69,51,3,7,1,1,0,0,4,2,0,0,0,5
Allan Domb,,,,,,,,,,0,46,29,12,11,4,4,2,0,1,0,2,0,0,5
Kendra Brooks,,,,,,,,,,,0,118,7,16,2,2,1,0,10,5,2,3,0,5
Nicolas O'Rourke,,,,,,,,,,,,0,8,8,0,0,2,0,7,4,3,3,0,5
David Oh,,,,,,,,,,,,,0,3,14,13,13,11,0,0,2,0,0,5
Sherrie Cohen,,,,,,,,,,,,,,0,2,0,0,0,3,1,1,0,0,5
Al Taubenberger,,,,,,,,,,,,,,,0,12,11,11,0,0,0,0,0,5
Dan Tinney,,,,,,,,,,,,,,,,0,12,11,0,0,0,0,0,5
Matt Wolfe,,,,,,,,,,,,,,,,,0,11,0,0,1,0,0,5
Bill Heeney,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Joe Cox,,,,,,,,,,,,,,,,,,,0,0,1,2,0,5
Maj Toure,,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,1,0,5
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,5
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,5
Total,276,276,20,16,1,276,219,217,213,194,153,121,29,24,18,18,14,11,11,5,4,3,0,5
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,6
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Katherine Gilmore Richardson,Derek S Green,Isaiah Thomas,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Al Taubenberger,Dan Tinney,Sherrie Cohen,Matt Wolfe,Bill Heeney,Joe Cox,Clarc King,Maj Toure,Steve Cherniavsky,Write-In,6
Amanda Green-Hawkins,1,331,5,1,0,322,267,267,258,231,162,138,21,6,4,21,3,2,15,5,5,2,0,6
Daniel D Mccaffery,,2,3,6,0,319,259,262,254,221,168,143,23,8,5,20,4,1,13,5,5,2,0,6
Megan Mccarthy King,,,0,18,0,9,8,8,8,7,2,2,18,18,17,0,18,16,1,1,1,0,0,6
Christylee Peck,,,,0,0,8,5,4,4,5,4,3,17,17,17,0,17,16,2,2,0,0,0,6
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Helen Gym,,,,,,0,266,253,252,224,153,131,24,6,3,18,4,1,13,2,5,0,0,6
Katherine Gilmore Richardson,,,,,,,1,231,227,203,95,76,8,3,2,12,3,0,7,0,3,2,0,6
Derek S Green,,,,,,,,1,224,210,89,76,11,4,1,6,2,1,5,2,2,2,0,6
Isaiah Thomas,,,,,,,,,0,204,83,69,9,4,1,5,2,2,3,2,2,2,0,6
Allan Domb,,,,,,,,,,0,54,39,14,6,5,5,2,2,2,0,3,2,0,6
Kendra Brooks,,,,,,,,,,,0,160,12,3,4,21,2,0,15,4,2,1,0,6
Nicolas O'Rourke,,,,,,,,,,,,0,8,1,1,15,0,1,12,5,0,1,0,6
David Oh,,,,,,,,,,,,,0,19,18,1,18,16,1,2,3,1,0,6
Al Taubenberger,,,,,,,,,,,,,,0,18,0,17,15,0,0,2,0,0,6
Dan Tinney,,,,,,,,,,,,,,,0,0,18,18,1,1,1,0,0,6
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,4,0,1,0,0,6
Matt Wolfe,,,,,,,,,,,,,,,,,0,16,1,1,0,0,0,6
Bill Heeney,,,,,,,,,,,,,,,,,,0,2,2,0,0,0,6
Joe Cox,,,,,,,,,,,,,,,,,,,0,7,1,1,0,6
Clarc King,,,,,,,,,,,,,,,,,,,,0,1,2,0,6
Maj Toure,,,,,,,,,,,,,,,,,,,,,0,1,0,6
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,6
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,6
Total,375,362,30,27,0,358,296,291,284,249,192,165,44,26,24,23,22,20,20,9,7,4,0,6
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,7
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Derek S Green,Kendra Brooks,Isaiah Thomas,Katherine Gilmore Richardson,Nicolas O'Rourke,Allan Domb,David Oh,Al Taubenberger,Dan Tinney,Sherrie Cohen,Bill Heeney,Matt Wolfe,Clarc King,Joe Cox,Maj Toure,Steve Cherniavsky,Write-In,7
Amanda Green-Hawkins,1,251,4,1,0,211,193,179,186,171,155,140,12,4,3,13,2,1,4,4,1,2,0,7
Daniel D Mccaffery,,0,9,4,0,206,187,176,177,170,151,138,16,10,4,14,3,1,2,3,1,1,0,7
Megan Mccarthy King,,,0,12,0,11,8,10,8,11,6,7,12,11,12,0,9,9,0,0,1,0,1,7
Christylee Peck,,,,0,0,4,2,4,2,5,0,6,11,12,12,1,10,9,0,0,2,0,1,7
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Helen Gym,,,,,,0,165,149,162,156,124,138,10,7,5,11,2,0,3,3,0,0,0,7
Derek S Green,,,,,,,1,110,155,147,94,122,11,6,2,8,1,1,2,2,1,1,0,7
Kendra Brooks,,,,,,,,0,101,99,184,69,9,5,7,13,3,0,5,4,3,1,0,7
Isaiah Thomas,,,,,,,,,0,143,80,105,11,4,1,11,2,0,3,2,2,1,0,7
Katherine Gilmore Richardson,,,,,,,,,,0,78,116,5,3,5,7,1,0,0,1,0,0,0,7
Nicolas O'Rourke,,,,,,,,,,,0,54,6,2,1,9,3,0,4,3,1,1,0,7
Allan Domb,,,,,,,,,,,,0,11,8,8,1,0,1,1,1,1,0,0,7
David Oh,,,,,,,,,,,,,0,15,11,1,9,10,0,0,2,0,0,7
Al Taubenberger,,,,,,,,,,,,,,0,12,0,10,9,0,0,1,0,0,7
Dan Tinney,,,,,,,,,,,,,,,0,0,9,9,1,0,2,0,0,7
Sherrie Cohen,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,7
Bill Heeney,,,,,,,,,,,,,,,,,0,10,0,0,0,0,1,7
Matt Wolfe,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,7
Clarc King,,,,,,,,,,,,,,,,,,,0,0,1,0,0,7
Joe Cox,,,,,,,,,,,,,,,,,,,,0,0,1,0,7
Maj Toure,,,,,,,,,,,,,,,,,,,,,0,0,0,7
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,,0,0,7
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,7
Total,286,276,25,17,0,248,222,219,207,195,186,169,31,22,19,17,14,12,5,5,5,2,1,7
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,8
,Amanda Green-Hawkins,Daniel D Mccaffery,Megan Mccarthy King,Christylee Peck,Write-In,Helen Gym,Derek S Green,Isaiah Thomas,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Sherrie Cohen,Al Taubenberger,Joe Cox,Dan Tinney,Maj Toure,Steve Cherniavsky,Bill Heeney,Matt Wolfe,Clarc King,Write-In,8
Amanda Green-Hawkins,2,190,4,4,0,183,169,162,157,150,80,62,13,13,6,6,4,3,5,1,0,1,1,8
Daniel D Mccaffery,,0,3,0,0,176,157,149,145,142,71,57,13,12,5,7,4,2,5,1,0,0,0,8
Megan Mccarthy King,,,0,3,0,4,6,5,5,5,1,1,4,0,3,1,3,2,0,3,2,0,0,8
Christylee Peck,,,,0,0,2,4,2,1,3,3,3,3,0,2,1,2,1,0,2,2,1,0,8
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Helen Gym,,,,,,0,159,144,144,139,65,51,10,6,2,4,3,3,3,1,0,0,0,8
Derek S Green,,,,,,,0,146,143,137,44,35,11,9,5,0,2,3,1,1,0,0,1,8
Isaiah Thomas,,,,,,,,0,136,135,34,27,10,2,4,2,4,2,0,2,0,0,0,8
Katherine Gilmore Richardson,,,,,,,,,0,132,36,28,3,6,2,2,3,1,0,0,0,0,1,8
Allan Domb,,,,,,,,,,0,28,18,10,4,4,2,4,2,1,0,0,0,0,8
Kendra Brooks,,,,,,,,,,,0,65,5,10,2,7,3,2,5,0,0,1,0,8
Nicolas O'Rourke,,,,,,,,,,,,0,5,6,0,6,0,2,2,0,0,1,1,8
David Oh,,,,,,,,,,,,,0,1,5,1,3,2,0,3,2,0,0,8
Sherrie Cohen,,,,,,,,,,,,,,0,2,3,0,0,3,0,0,0,1,8
Al Taubenberger,,,,,,,,,,,,,,,0,0,2,1,0,2,2,0,0,8
Joe Cox,,,,,,,,,,,,,,,,0,1,2,3,1,0,1,0,8
Dan Tinney,,,,,,,,,,,,,,,,,0,1,0,2,1,0,0,8
Maj Toure,,,,,,,,,,,,,,,,,,0,0,2,1,0,0,8
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8
Bill Heeney,,,,,,,,,,,,,,,,,,,,0,2,0,0,8
Matt Wolfe,,,,,,,,,,,,,,,,,,,,,0,0,0,8
Clarc King,,,,,,,,,,,,,,,,,,,,,,0,0,8
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,8
Total,224,200,11,7,0,193,179,171,166,159,87,68,18,14,9,9,8,6,5,4,2,1,1,8
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,9
,Amanda Green-Hawkins,Daniel D Mccaffery,Christylee Peck,Megan Mccarthy King,Write-In,Helen Gym,Isaiah Thomas,Derek S Green,Katherine Gilmore Richardson,Allan Domb,Kendra Brooks,Nicolas O'Rourke,David Oh,Joe Cox,Sherrie Cohen,Clarc King,Matt Wolfe,Bill Heeney,Dan Tinney,Maj Toure,Steve Cherniavsky,Al Taubenberger,Write-In,9
Amanda Green-Hawkins,0,162,2,1,0,148,138,132,124,116,66,58,8,6,10,3,2,0,1,2,0,1,0,9
Daniel D Mccaffery,,0,2,2,0,147,139,129,119,115,66,58,8,8,9,4,2,0,1,3,2,1,0,9
Christylee Peck,,,0,4,0,4,2,0,1,2,4,4,2,1,1,1,4,4,3,1,2,2,0,9
Megan Mccarthy King,,,,0,0,4,2,2,1,3,2,2,3,2,0,2,4,4,3,1,2,2,0,9
Write-In,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Helen Gym,,,,,,0,137,132,125,122,54,48,11,6,8,3,0,0,1,1,1,1,0,9
Isaiah Thomas,,,,,,,0,128,123,114,38,30,7,5,6,2,1,0,0,1,1,0,0,9
Derek S Green,,,,,,,,0,118,116,32,25,7,3,3,1,2,0,1,1,2,1,0,9
Katherine Gilmore Richardson,,,,,,,,,0,105,27,22,4,1,2,1,2,0,0,1,0,0,0,9
Allan Domb,,,,,,,,,,0,19,16,6,0,3,1,2,0,1,0,0,1,0,9
Kendra Brooks,,,,,,,,,,,0,73,5,5,8,3,0,0,0,2,1,0,0,9
Nicolas O'Rourke,,,,,,,,,,,,0,3,4,7,1,0,0,0,2,1,0,0,9
David Oh,,,,,,,,,,,,,0,2,0,3,3,2,2,0,0,2,0,9
Joe Cox,,,,,,,,,,,,,,0,2,4,1,1,0,2,2,0,0,9
Sherrie Cohen,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,9
Clarc King,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,9
Matt Wolfe,,,,,,,,,,,,,,,,,0,4,3,1,2,2,0,9
Bill Heeney,,,,,,,,,,,,,,,,,,0,3,1,2,2,0,9
Dan Tinney,,,,,,,,,,,,,,,,,,,0,1,1,3,0,9
Maj Toure,,,,,,,,,,,,,,,,,,,,0,2,0,0,9
Steve Cherniavsky,,,,,,,,,,,,,,,,,,,,,0,0,0,9
Al Taubenberger,,,,,,,,,,,,,,,,,,,,,,0,0,9
Write-In,,,,,,,,,,,,,,,,,,,,,,,0,9
Total,177,176,8,8,0,169,153,146,135,130,82,73,15,10,10,6,6,4,4,4,4,3,0,9
,Judge Of The Superior Court,,,,,Council At Large,,,,,,,,,,,,,,,,,,10
