col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,All
,Tracey Gordon,Write-In,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,All
Tracey Gordon,253,0,"6,254","5,878","5,896","5,824","5,770","5,723","5,601",11,All
Write-In,,0,3,3,3,3,3,3,2,2,All
Tiffany Palmer,,,69,"6,107","6,060","5,967","5,950","5,856","5,700",14,All
Anthony Kyriakakis,,,,16,"5,885","5,761","5,905","5,763","5,424",8,All
Jennifer Schultz,,,,,11,"5,862","5,774","5,789","5,531",9,All
Carmella Jacquinto,,,,,,19,"5,773","5,784","5,576",10,All
James C Crumlish,,,,,,,11,"5,766","5,429",7,All
Joshua Roberts,,,,,,,,9,"5,469",6,All
Crystal B Powell,,,,,,,,,22,7,All
Write-In,,,,,,,,,,1,All
Total,"6,758",4,"6,715","6,219","6,198","6,095","6,064","5,963","5,819",16,All
,Judge Of The Court Of Common Pleas,,,,,,,,Register Of Wills,,1
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Tracey Gordon,Write-In,1
Tiffany Palmer,6,350,336,331,317,314,273,0,346,0,1
Anthony Kyriakakis,,4,318,330,310,310,262,0,331,0,1
Jennifer Schultz,,,2,306,312,314,272,0,320,0,1
James C Crumlish,,,,2,301,304,260,0,312,0,1
Carmella Jacquinto,,,,,2,307,265,0,303,0,1
Joshua Roberts,,,,,,0,269,0,302,0,1
Crystal B Powell,,,,,,,0,0,269,0,1
Write-In,,,,,,,,0,0,0,1
Tracey Gordon,,,,,,,,,16,0,1
Write-In,,,,,,,,,,0,1
Total,392,368,348,341,325,321,278,0,380,0,1
,Judge Of The Court Of Common Pleas,,,,,,,,Register Of Wills,,2
,Tiffany Palmer,Anthony Kyriakakis,James C Crumlish,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,Tracey Gordon,Write-In,2
Tiffany Palmer,4,337,331,315,305,296,244,2,312,0,2
Anthony Kyriakakis,,2,325,307,293,295,228,2,301,0,2
James C Crumlish,,,1,304,297,296,234,2,298,0,2
Jennifer Schultz,,,,2,300,295,239,2,291,0,2
Carmella Jacquinto,,,,,2,292,240,2,279,0,2
Joshua Roberts,,,,,,1,227,0,274,0,2
Crystal B Powell,,,,,,,0,2,232,0,2
Write-In,,,,,,,,0,2,0,2
Tracey Gordon,,,,,,,,,17,0,2
Write-In,,,,,,,,,,0,2
Total,366,347,339,326,311,301,248,2,341,0,2
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,3
,Tracey Gordon,Write-In,Tiffany Palmer,Anthony Kyriakakis,James C Crumlish,Jennifer Schultz,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,3
Tracey Gordon,9,0,231,229,219,220,212,213,194,0,3
Write-In,,0,1,1,1,1,1,1,0,1,3
Tiffany Palmer,,,1,238,228,221,218,218,198,1,3
Anthony Kyriakakis,,,,1,229,217,215,217,197,1,3
James C Crumlish,,,,,0,213,214,214,194,1,3
Jennifer Schultz,,,,,,0,214,215,195,1,3
Carmella Jacquinto,,,,,,,0,211,193,1,3
Joshua Roberts,,,,,,,,0,194,1,3
Crystal B Powell,,,,,,,,,0,0,3
Write-In,,,,,,,,,,0,3
Total,256,1,249,248,232,231,222,222,202,1,3
,Judge Of The Court Of Common Pleas,,,,,,,,Register Of Wills,,4
,Tiffany Palmer,Anthony Kyriakakis,Carmella Jacquinto,Jennifer Schultz,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Tracey Gordon,Write-In,4
Tiffany Palmer,3,203,203,200,198,191,187,0,209,0,4
Anthony Kyriakakis,,0,191,195,200,188,172,0,196,0,4
Carmella Jacquinto,,,0,196,191,190,184,0,194,0,4
Jennifer Schultz,,,,0,192,186,177,0,194,0,4
James C Crumlish,,,,,0,187,172,0,194,0,4
Joshua Roberts,,,,,,0,173,0,185,0,4
Crystal B Powell,,,,,,,2,0,180,0,4
Write-In,,,,,,,,0,0,0,4
Tracey Gordon,,,,,,,,,5,0,4
Write-In,,,,,,,,,,0,4
Total,228,206,206,203,202,193,190,0,218,0,4
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,5
,Tracey Gordon,Write-In,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,5
Tracey Gordon,12,0,265,248,247,243,240,234,222,3,5
Write-In,,0,0,0,0,0,0,0,0,0,5
Tiffany Palmer,,,4,257,255,247,247,240,227,3,5
Jennifer Schultz,,,,1,248,243,243,240,226,2,5
Anthony Kyriakakis,,,,,1,237,247,240,219,2,5
Carmella Jacquinto,,,,,,2,235,236,224,1,5
James C Crumlish,,,,,,,1,238,218,2,5
Joshua Roberts,,,,,,,,0,217,2,5
Crystal B Powell,,,,,,,,,0,1,5
Write-In,,,,,,,,,,0,5
Total,285,0,283,263,261,252,252,243,228,3,5
,Judge Of The Court Of Common Pleas,,,,,,,,Register Of Wills,,6
,Tiffany Palmer,Jennifer Schultz,Anthony Kyriakakis,Carmella Jacquinto,James C Crumlish,Joshua Roberts,Crystal B Powell,Write-In,Tracey Gordon,Write-In,6
Tiffany Palmer,3,351,350,340,333,326,303,0,347,0,6
Jennifer Schultz,,2,336,336,325,328,299,0,336,0,6
Anthony Kyriakakis,,,1,328,330,326,289,0,333,0,6
Carmella Jacquinto,,,,1,324,324,299,0,323,0,6
James C Crumlish,,,,,0,319,287,0,320,0,6
Joshua Roberts,,,,,,0,290,0,315,0,6
Crystal B Powell,,,,,,,2,0,298,0,6
Write-In,,,,,,,,0,0,0,6
Tracey Gordon,,,,,,,,,9,0,6
Write-In,,,,,,,,,,0,6
Total,381,364,359,346,339,333,311,0,374,0,6
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,7
,Tracey Gordon,Write-In,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,James C Crumlish,Carmella Jacquinto,Joshua Roberts,Crystal B Powell,Write-In,7
Tracey Gordon,19,0,248,237,232,225,225,221,219,0,7
Write-In,,0,0,0,0,0,0,0,0,0,7
Tiffany Palmer,,,7,250,246,241,237,235,228,0,7
Anthony Kyriakakis,,,,0,239,241,228,233,214,0,7
Jennifer Schultz,,,,,0,231,234,232,219,0,7
James C Crumlish,,,,,,3,226,231,211,0,7
Carmella Jacquinto,,,,,,,3,228,220,0,7
Joshua Roberts,,,,,,,,1,215,0,7
Crystal B Powell,,,,,,,,,0,0,7
Write-In,,,,,,,,,,0,7
Total,283,0,281,258,254,251,247,242,237,0,7
,Judge Of The Court Of Common Pleas,,,,,,,,Register Of Wills,,8
,Tiffany Palmer,Anthony Kyriakakis,Jennifer Schultz,Carmella Jacquinto,Crystal B Powell,Joshua Roberts,James C Crumlish,Write-In,Tracey Gordon,Write-In,8
Tiffany Palmer,2,199,194,186,186,186,186,0,201,0,8
Anthony Kyriakakis,,1,187,180,175,182,185,0,187,0,8
Jennifer Schultz,,,0,185,178,183,181,0,186,0,8
Carmella Jacquinto,,,,2,177,183,180,0,181,0,8
Crystal B Powell,,,,,1,178,173,0,183,0,8
Joshua Roberts,,,,,,0,180,0,185,0,8
James C Crumlish,,,,,,,0,0,179,0,8
Write-In,,,,,,,,0,0,0,8
Tracey Gordon,,,,,,,,,7,0,8
Write-In,,,,,,,,,,0,8
Total,218,201,196,191,191,191,188,0,215,0,8
,Register Of Wills,,Judge Of The Court Of Common Pleas,,,,,,,,9
